200411080100,0.0119
200411080200,0.0015
200411080300,0.0019
200411080400,0.0038
200411080500,0.0025
200411080600,0.0024
200411080700,0.0015
200411080800,0.0001
200411080900,0.0003
200411081000,0.0026
200411081100,0.0097
200411081200,0.0128
200411081300,0.0156
200411081400,0.0278
200411081500,0.1292
200411081600,0.226
200411081700,0.234
200411081800,0.1929
200411081900,0.07
200411082000,0.0297
200411082100,0.0408
200411082200,0.0513
200411082300,0.0178
200411090000,0.0857
200411090100,0.1145
200411090200,0.1927
200411090300,0.2582
200411090400,0.4048
200411090500,0.5004
200411090600,0.7363
200411090700,1.1008
200411090800,0.7896
200411090900,0.6424
200411091000,0.7488
200411091100,0.6859
200411091200,0.477
200411091300,0.5849
200411091400,0.6356
200411091500,0.4105
200411091600,0.4254
200411091700,0.4392
200411091800,0.428
200411091900,0.3012
200411092000,0.4002
200411092100,0.6452
200411092200,0.9156
200411092300,1.1341
200411100000,0.8324
