200411080100,0.038
200411080200,0.024
200411080300,0.024
200411080400,0.004
200411080500,0
200411080600,0
200411080700,0
200411080800,0
200411080900,0
200411081000,0
200411081100,0
200411081200,0.006
200411081300,0
200411081400,0
200411081500,0
200411081600,0.038
200411081700,0.274
200411081800,0.01
200411081900,0
200411082000,0.01
200411082100,0.012
200411082200,0.018
200411082300,0.006
200411090000,0.038
200411090100,0.048
200411090200,0.078
200411090300,0.136
200411090400,0.308
200411090500,0.362
200411090600,0.636
200411090700,0.872
200411090800,0.764
200411090900,0.504
200411091000,0.708
200411091100,1.342
200411091200,1.204
200411091300,0.778
200411091400,0.808
200411091500,0.434
200411091600,0.33
200411091700,0.446
200411091800,0.53
200411091900,0.402
200411092000,0.36
200411092100,0.522
200411092200,0.76
200411092300,0.772
200411100000,0.934
