200411080100,0.0617
200411080200,0.0287
200411080300,0.0007
200411080400,0
200411080500,0
200411080600,0.0003
200411080700,0.0097
200411080800,0.0107
200411080900,0.0093
200411081000,0.021
200411081100,0.036
200411081200,0.0273
200411081300,0.0087
200411081400,0.0003
200411081500,0
200411081600,0
200411081700,0.0003
200411081800,0.003
200411081900,0.034
200411082000,0.0173
200411082100,0.025
200411082200,0.042
200411082300,0.061
200411090000,0.0117
200411090100,0.0783
200411090200,0.1727
200411090300,0.283
200411090400,0.55
200411090500,0.5853
200411090600,0.76
200411090700,1.0387
200411090800,0.8773
200411090900,0.606
200411091000,0.729
200411091100,0.6903
200411091200,0.4297
200411091300,0.4533
200411091400,0.5953
200411091500,0.519
200411091600,0.601
200411091700,0.5457
200411091800,0.5033
200411091900,0.3587
200411092000,0.3727
200411092100,0.4753
200411092200,0.9197
200411092300,1.3063
200411100000,0.9603
