08.06.1995  07:00    22 
08.06.1995  10:00    22 
08.06.1995  13:00    22 
08.06.1995  16:00    22 
08.06.1995  19:00    22 
08.06.1995  22:00    22 
09.06.1995  01:00    22 
09.06.1995  04:00    22 
09.06.1995  07:00    22 
09.06.1995  10:00    24 
09.06.1995  13:00    26 
09.06.1995  16:00    30 
09.06.1995  19:00    38 
09.06.1995  22:00    40 
10.06.1995  01:00    39 
10.06.1995  04:00    35 
10.06.1995  07:00    33 
10.06.1995  10:00    31 
10.06.1995  13:00    30 
10.06.1995  16:00    29 
10.06.1995  19:00    29 
10.06.1995  22:00    29 
11.06.1995  01:00    28 
11.06.1995  04:00    27 
11.06.1995  07:00    27 
11.06.1995  10:00    27 
11.06.1995  13:00    28 
11.06.1995  16:00    36 
11.06.1995  19:00    44 
11.06.1995  22:00    42 
12.06.1995  01:00    38 
12.06.1995  04:00    35 
12.06.1995  07:00    34 
12.06.1995  10:00    33 
12.06.1995  13:00    32 
12.06.1995  16:00    32 
12.06.1995  19:00    32 
12.06.1995  22:00    34 
13.06.1995  01:00    34 
13.06.1995  04:00    36 
13.06.1995  07:00    46 
13.06.1995  10:00    116
13.06.1995  13:00    179
13.06.1995  16:00    182
13.06.1995  19:00    190
13.06.1995  22:00    239
14.06.1995  01:00    232
14.06.1995  04:00    227
14.06.1995  07:00    198
14.06.1995  10:00    158
14.06.1995  13:00    127
14.06.1995  16:00    118
14.06.1995  19:00    106
14.06.1995  22:00    97 
15.06.1995  01:00    88 
15.06.1995  04:00    81 
15.06.1995  07:00    76 
15.06.1995  10:00    75 
15.06.1995  13:00    74 
15.06.1995  16:00    90 
15.06.1995  19:00    106
15.06.1995  22:00    108
16.06.1995  01:00    100
16.06.1995  04:00    94 
16.06.1995  07:00    86 
16.06.1995  10:00    81 
16.06.1995  13:00    76 
16.06.1995  16:00    74 
16.06.1995  19:00    71 
16.06.1995  22:00    70 
17.06.1995  01:00    67 
17.06.1995  04:00    64 
17.06.1995  07:00    62 
17.06.1995  10:00    60 
17.06.1995  13:00    59 
17.06.1995  16:00    57 
17.06.1995  19:00    57 
17.06.1995  22:00    55 
18.06.1995  01:00    53 
18.06.1995  04:00    52 
18.06.1995  07:00    52 
18.06.1995  10:00    53 
18.06.1995  13:00    54 
18.06.1995  16:00    53 
18.06.1995  19:00    52 
18.06.1995  22:00    51 
