200411100100,0.007,1
200411100200,0.0224,1
200411100300,0.0087,1
200411100400,0.0071,1
200411100500,0.0287,1
200411100600,0.0236,1
200411100700,0.0291,1
200411100800,0.011,1
200411100900,0.0226,1
200411101000,0.0199,1
200411101100,0.0194,1
200411101200,0.0083,1
200411101300,0,1
200411101400,0,1
200411101500,0,1
200411101600,0,1
200411101700,0,1
200411101800,0,1
200411101900,0.0007,1
200411102000,0,1
200411102100,0.0001,1
200411102200,0.0014,1
200411102300,0.0124,1
200411110000,0.0057,1
200411110100,0.0064,1
200411110200,0.0445,1
200411110300,0.2579,1
200411110400,0.5954,1
200411110500,0.5137,1
200411110600,0.266,1
200411110700,0.0652,1
200411110800,0.0099,1
200411110900,0.0097,1
200411111000,0.0022,1
200411111100,0.0007,1
200411111200,0.0015,1
200411111300,0.0054,1
200411111400,0.0115,1
200411111500,0.0139,1
200411111600,0.0156,1
200411111700,0.008,1
200411111800,0.0082,1
200411111900,0.012,1
200411112000,0.0139,1
200411112100,0.0076,1
200411112200,0.0018,1
200411112300,0.0029,1
200411120000,0.0032,1
