       Stat Kenn   Abfluss     Sohle     h_WSP       hen      h_BV    Boe_li    Boe_re     v_m  tau_fl      Q_li      Q_fl      Q_re lamb_li lamb_fl lamb_re      f_li      f_fl      f_re     br_li     br_fl     br_re    WehrOK  BrueckOK  BrueckUK   BrueckB    RohrDN   AlphaIW   AlphaEW    I_Reib
         km    -     m^3/s       mNN       mNN       mNN       mNN       mNN       mNN     m/s   N/m^2     m^3/s     m^3/s     m^3/s       -       -       -       m^2       m^2         m         m         m         m       mNN       mNN       mNN         m         m         -         -         -
    21.6800    n     8.000     8.056     9.501     9.530     9.446     9.460     9.446   0.748    4.95     0.123     7.450     0.426  0.0966  0.0624  0.0682     0.560     9.347     0.790     4.780     7.032     6.525  -999.999  -999.999  -999.999  -999.999  -999.999   1.07804   1.20896   0.00050
    21.6850    n     8.000     7.968     9.576     9.610     8.292     9.469     8.292   0.817    5.19     0.000     7.901     0.099  0.0000  0.0595  0.0985     0.002     9.462     0.324     0.030     6.492     0.504  -999.999  -999.999  -999.999  -999.999  -999.999   1.01473   1.03485   0.00050
    21.6870    n     8.000     8.064     9.531     9.560     9.379     9.497     9.379   0.754    5.02     0.144     7.624     0.232  0.0286  0.0603  0.0716     0.380     9.345     0.885     3.055     7.091     6.702  -999.999  -999.999  -999.999  -999.999  -999.999   1.05941   1.14141   0.00050
    21.7780    n     8.000     7.647     9.624     9.648     9.264     9.264     9.737   0.690    5.18     0.968     6.856     0.176  0.0681  0.0595  0.0985     2.824     8.212     0.555    13.141     4.937     1.606  -999.999  -999.999  -999.999  -999.999  -999.999   1.14680   1.38437   0.00050
    20.9600    n     8.250     7.557     9.087     9.124     9.409     9.409     9.558   0.847    4.68     0.033     8.184     0.033  0.0889  0.0503  0.0961     0.144     9.479     0.116     0.827     8.280     0.624  -999.999  -999.999  -999.999  -999.999  -999.999   1.01444   1.03296   0.00050
    20.9700    n     8.250     7.676     9.027     9.062     9.556     9.556     9.677   0.828    4.55     0.000     8.250     0.000  0.0000  0.0531  0.0000     0.000     9.965     0.003     0.000     9.018     0.006  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     8.250     7.451     9.151     9.189     9.152     9.152     9.473   0.873    5.17     0.160     7.994     0.097  0.0867  0.0490  0.0929     0.453     8.701     0.301     1.528     6.333     1.095  -999.999  -999.999  -999.999  -999.999  -999.999   1.03622   1.08677   0.00050
    21.1140    n     8.250     7.750     9.121     9.151     8.740     8.740     9.277   0.769    4.83     0.470     7.709     0.071  0.0844  0.0494  0.0941     1.775     8.716     0.232    11.688     6.779     0.834  -999.999  -999.999  -999.999  -999.999  -999.999   1.10689   1.26307   0.00050
    21.2570    n     8.250     7.731     9.284     9.305     9.007     9.007     9.326   0.639    4.91     0.743     7.015     0.507  0.0943  0.0517  0.0971     3.676     8.052     1.186    37.150     5.471     2.203  -999.999  -999.999  -999.999  -999.999  -999.999   1.26267   1.70826   0.00050
    21.4450    n     8.250     8.038     9.300     9.323     9.013     9.013     9.187   0.672    4.24     0.848     4.329     3.073  0.0880  0.0898  0.0473     2.879     7.045     2.349    14.265     5.778    45.057  -999.999  -999.999  -999.999  -999.999  -999.999   1.22054   1.60102   0.00050
    21.4500    n     8.250     8.010     9.312     9.350     9.126     9.126     9.126   0.870    4.88     0.000     8.250     0.000  0.0000  0.0516  0.0000     0.000     9.479     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     8.250     7.995     9.186     9.196     9.161     9.161     9.184   0.439    3.94     1.815     5.517     0.915  0.1016  0.0546  0.0943     8.267     7.258     3.260    61.406     6.415    17.211  -999.999  -999.999  -999.999  -999.999  -999.999   1.38775   2.26170   0.00050
    21.5530    n     8.250     8.004     9.383     9.407     9.305     9.305     9.475   0.681    4.80     0.696     7.351     0.203  0.0944  0.0523  0.0839     3.020     8.576     0.517    23.177     6.556     3.223  -999.999  -999.999  -999.999  -999.999  -999.999   1.19082   1.48971   0.00050
    21.6800    n     8.250     8.056     9.522     9.543     9.446     9.460     9.446   0.653    4.05     0.138     6.387     1.725  0.0939  0.0716  0.0878     0.658     9.489     2.481     4.983     7.032    20.744  -999.999  -999.999  -999.999  -999.999  -999.999   1.14108   1.35648   0.00050
    21.6850    n     8.250     7.968     9.606     9.641     8.292     9.469     8.292   0.825    5.26     0.000     8.145     0.105  0.0000  0.0591  0.0985     0.003     9.658     0.339     0.039     6.492     0.516  -999.999  -999.999  -999.999  -999.999  -999.999   1.01513   1.03582   0.00050
    21.6870    n     8.250     8.064     9.553     9.582     9.379     9.497     9.379   0.750    5.08     0.160     7.814     0.277  0.0295  0.0600  0.0752     0.464     9.499     1.039     4.631     7.091     7.496  -999.999  -999.999  -999.999  -999.999  -999.999   1.07074   1.16914   0.00050
    21.7780    n     8.250     7.647     9.645     9.669     9.264     9.264     9.737   0.687    5.22     1.082     6.979     0.190  0.0713  0.0593  0.0985     3.102     8.316     0.589    13.344     4.937     1.661  -999.999  -999.999  -999.999  -999.999  -999.999   1.15375   1.40631   0.00050
    20.9600    n     8.500     7.557     9.110     9.147     9.409     9.409     9.558   0.854    4.75     0.038     8.424     0.038  0.0916  0.0500  0.0976     0.163     9.661     0.130     0.904     8.280     0.686  -999.999  -999.999  -999.999  -999.999  -999.999   1.01591   1.03637   0.00050
    20.9700    n     8.500     7.676     9.049     9.085     9.556     9.556     9.677   0.837    4.62     0.000     8.500     0.000  0.0000  0.0527  0.0000     0.000    10.158     0.003     0.000     9.018     0.006  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     8.500     7.451     9.177     9.216     9.152     9.152     9.473   0.875    5.24     0.181     8.212     0.107  0.0487  0.0488  0.0939     0.514     8.867     0.331     3.230     6.333     1.160  -999.999  -999.999  -999.999  -999.999  -999.999   1.04008   1.09597   0.00050
    21.1140    n     8.500     7.750     9.141     9.171     8.740     8.740     9.277   0.765    4.88     0.540     7.883     0.077  0.0859  0.0492  0.0948     2.015     8.850     0.249    12.720     6.779     0.877  -999.999  -999.999  -999.999  -999.999  -999.999   1.11707   1.29047   0.00050
    21.2570    n     8.500     7.731     9.299     9.319     9.007     9.007     9.326   0.625    4.93     0.891     7.101     0.523  0.0978  0.0517  0.0969     4.241     8.134     1.220    38.053     5.471     2.258  -999.999  -999.999  -999.999  -999.999  -999.999   1.28165   1.77373   0.00050
    21.4450    n     8.500     8.038     9.306     9.329     9.013     9.013     9.187   0.673    4.25     0.875     4.315     3.310  0.0892  0.0915  0.0514     2.958     7.077     2.604    14.330     5.778    46.987  -999.999  -999.999  -999.999  -999.999  -999.999   1.22887   1.62962   0.00050
    21.4500    n     8.500     8.010     9.334     9.374     9.126     9.126     9.126   0.879    4.95     0.000     8.500     0.000  0.0000  0.0513  0.0000     0.000     9.666     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     8.500     7.995     9.190     9.200     9.161     9.161     9.184   0.446    4.09     1.907     5.637     0.952  0.1024  0.0545  0.0945     8.474     7.280     3.318    61.637     6.415    17.237  -999.999  -999.999  -999.999  -999.999  -999.999   1.38774   2.26658   0.00050
    21.5530    n     8.500     8.004     9.400     9.423     9.305     9.305     9.475   0.671    4.84     0.813     7.459     0.228  0.0981  0.0526  0.0861     3.416     8.687     0.574    23.551     6.556     3.478  -999.999  -999.999  -999.999  -999.999  -999.999   1.20379   1.53085   0.00050
    21.6800    n     8.500     8.056     9.526     9.549     9.446     9.460     9.446   0.666    4.24     0.147     6.558     1.796  0.0944  0.0716  0.0886     0.680     9.520     2.572     5.028     7.032    20.764  -999.999  -999.999  -999.999  -999.999  -999.999   1.14348   1.36416   0.00050
    21.6850    n     8.500     7.968     9.636     9.671     8.292     9.469     8.292   0.832    5.33     0.000     8.389     0.111  0.0000  0.0588  0.0985     0.004     9.853     0.355     0.047     6.492     0.528  -999.999  -999.999  -999.999  -999.999  -999.999   1.01553   1.03677   0.00050
    21.6870    n     8.500     8.064     9.573     9.602     9.379     9.497     9.379   0.745    5.13     0.180     7.992     0.328  0.0340  0.0598  0.0725     0.572     9.643     1.198     6.099     7.091     8.317  -999.999  -999.999  -999.999  -999.999  -999.999   1.08251   1.19875   0.00050
    21.7780    n     8.500     7.647     9.665     9.689     9.264     9.264     9.737   0.685    5.26     1.198     7.098     0.204  0.0739  0.0591  0.0985     3.377     8.416     0.624    13.542     4.937     1.715  -999.999  -999.999  -999.999  -999.999  -999.999   1.15956   1.42537   0.00050
    20.9600    n     8.750     7.557     9.131     9.169     9.409     9.409     9.558   0.860    4.82     0.044     8.663     0.043  0.0939  0.0498  0.0990     0.184     9.842     0.146     0.980     8.280     0.748  -999.999  -999.999  -999.999  -999.999  -999.999   1.01744   1.03994   0.00050
    20.9700    n     8.750     7.676     9.070     9.106     9.556     9.556     9.677   0.845    4.68     0.000     8.750     0.000  0.0000  0.0524  0.0000     0.000    10.350     0.003     0.000     9.019     0.006  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     8.750     7.451     9.202     9.241     9.152     9.152     9.473   0.874    5.30     0.208     8.424     0.118  0.0421  0.0487  0.0948     0.619     9.028     0.361     4.972     6.333     1.223  -999.999  -999.999  -999.999  -999.999  -999.999   1.04719   1.11256   0.00050
    21.1140    n     8.750     7.750     9.159     9.187     8.740     8.740     9.277   0.730    4.85     0.681     7.986     0.083  0.0767  0.0491  0.0955     2.751     8.977     0.266    22.489     6.779     0.918  -999.999  -999.999  -999.999  -999.999  -999.999   1.15847   1.39978   0.00050
    21.2570    n     8.750     7.731     9.302     9.315     9.007     9.007     9.326   0.513    4.33     1.601     6.670     0.494  0.1018  0.0517  0.0968     7.671     8.151     1.227    59.063     5.471     2.269  -999.999  -999.999  -999.999  -999.999  -999.999   1.39437   2.19059   0.00050
    21.4450    n     8.750     8.038     9.311     9.334     9.013     9.013     9.187   0.673    4.27     0.902     4.301     3.548  0.0903  0.0932  0.0550     3.035     7.108     2.861    14.394     5.778    48.859  -999.999  -999.999  -999.999  -999.999  -999.999   1.23618   1.65568   0.00050
    21.4500    n     8.750     8.010     9.357     9.397     9.126     9.126     9.126   0.888    5.03     0.000     8.750     0.000  0.0000  0.0510  0.0000     0.000     9.851     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     8.750     7.995     9.191     9.201     9.161     9.161     9.184   0.456    4.30     1.978     5.788     0.984  0.1010  0.0545  0.0946     8.547     7.288     3.338    61.718     6.415    17.246  -999.999  -999.999  -999.999  -999.999  -999.999   1.38831   2.27027   0.00050
    21.5530    n     8.750     8.004     9.415     9.438     9.305     9.305     9.475   0.663    4.88     0.927     7.572     0.251  0.1009  0.0526  0.0879     3.780     8.788     0.629    23.891     6.556     3.710  -999.999  -999.999  -999.999  -999.999  -999.999   1.21459   1.56629   0.00050
    21.6800    n     8.750     8.056     8.711     8.980     9.446     9.460     9.446   2.298   53.64     0.000     8.738     0.012  0.0000  0.0807  0.1009     0.000     3.789     0.018     0.000     7.017     0.113  -999.999  -999.999  -999.999  -999.999  -999.999   1.00243   1.00556   0.00050
    21.6850    n     8.750     7.968     9.666     9.702     8.292     9.469     8.292   0.839    5.40     0.000     8.633     0.117  0.0000  0.0585  0.0985     0.006    10.047     0.371     0.056     6.492     0.540  -999.999  -999.999  -999.999  -999.999  -999.999   1.01593   1.03772   0.00050
    21.6870    n     8.750     8.064     9.577     9.601     9.379     9.497     9.379   0.684    5.10     0.184     7.991     0.574  0.0351  0.0597  0.0765     0.597     9.671     2.518     6.394     7.091    24.222  -999.999  -999.999  -999.999  -999.999  -999.999   1.15435   1.38511   0.00050
    21.7780    n     8.750     7.647     9.685     9.709     9.264     9.264     9.737   0.683    5.29     1.318     7.214     0.218  0.0759  0.0590  0.0985     3.647     8.514     0.658    13.733     4.937     1.767  -999.999  -999.999  -999.999  -999.999  -999.999   1.16446   1.44205   0.00050
    20.9600    n     9.000     7.557     9.153     9.191     9.409     9.409     9.558   0.866    4.89     0.050     8.901     0.049  0.0961  0.0496  0.1002     0.206    10.021     0.163     1.056     8.280     0.809  -999.999  -999.999  -999.999  -999.999  -999.999   1.01902   1.04365   0.00050
    20.9700    n     9.000     7.676     9.091     9.128     9.556     9.556     9.677   0.854    4.75     0.000     9.000     0.000  0.0000  0.0521  0.0000     0.000    10.539     0.003     0.000     9.019     0.006  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     9.000     7.451     9.227     9.265     9.152     9.152     9.473   0.872    5.36     0.243     8.627     0.130  0.0506  0.0486  0.0957     0.749     9.182     0.391     5.442     6.333     1.283  -999.999  -999.999  -999.999  -999.999  -999.999   1.05512   1.13159   0.00050
    21.1140    n     9.000     7.750     9.171     9.198     8.740     8.740     9.277   0.729    4.96     0.760     8.153     0.087  0.0806  0.0490  0.0959     3.016     9.056     0.277    23.022     6.779     0.944  -999.999  -999.999  -999.999  -999.999  -999.999   1.16869   1.42945   0.00050
    21.2570    n     9.000     7.731     9.301     9.315     9.007     9.007     9.326   0.530    4.61     1.632     6.875     0.508  0.1016  0.0517  0.0969     7.605     8.144     1.224    59.057     5.471     2.265  -999.999  -999.999  -999.999  -999.999  -999.999   1.39343   2.18593   0.00050
    21.4450    n     9.000     8.038     9.316     9.339     9.013     9.013     9.187   0.673    4.28     0.928     4.285     3.787  0.0914  0.0949  0.0590     3.110     7.138     3.119    14.455     5.778    50.662  -999.999  -999.999  -999.999  -999.999  -999.999   1.24160   1.67678   0.00050
    21.4500    n     9.000     8.010     9.379     9.420     9.126     9.126     9.126   0.897    5.10     0.000     9.000     0.000  0.0000  0.0507  0.0000     0.000    10.035     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     9.000     7.995     9.199     9.209     9.161     9.161     9.184   0.453    4.30     2.128     5.838     1.034  0.1020  0.0544  0.0951     9.046     7.339     3.477    62.269     6.415    17.307  -999.999  -999.999  -999.999  -999.999  -999.999   1.38822   2.28135   0.00050
    21.5530    n     9.000     8.004     9.430     9.452     9.305     9.305     9.475   0.656    4.93     1.046     7.678     0.276  0.1032  0.0528  0.0896     4.145     8.887     0.687    24.226     6.556     3.938  -999.999  -999.999  -999.999  -999.999  -999.999   1.22393   1.59812   0.00050
    21.6800    n     9.000     8.056     8.721     8.995     9.446     9.460     9.446   2.320   54.15     0.000     8.987     0.013  0.0000  0.0799  0.1009     0.000     3.860     0.019     0.000     7.018     0.116  -999.999  -999.999  -999.999  -999.999  -999.999   1.00253   1.00580   0.00050
    21.6850    n     9.000     7.968     9.696     9.732     8.292     9.469     8.292   0.846    5.47     0.000     8.876     0.124  0.0000  0.0582  0.0985     0.007    10.239     0.387     0.064     6.492     0.552  -999.999  -999.999  -999.999  -999.999  -999.999   1.01633   1.03866   0.00050
    21.6870    n     9.000     8.064     9.589     9.612     9.379     9.497     9.379   0.676    5.17     0.208     8.131     0.661  0.0336  0.0596  0.0799     0.758     9.754     2.801    11.146     7.091    24.354  -999.999  -999.999  -999.999  -999.999  -999.999   1.17209   1.43514   0.00050
    21.7780    n     9.000     7.647     9.704     9.728     9.264     9.264     9.737   0.681    5.33     1.440     7.327     0.233  0.0776  0.0588  0.0985     3.913     8.609     0.693    13.920     4.937     1.817  -999.999  -999.999  -999.999  -999.999  -999.999   1.16859   1.45672   0.00050
    20.9600    n     9.250     7.557     9.174     9.213     9.409     9.409     9.558   0.872    4.95     0.056     9.138     0.055  0.0980  0.0493  0.1012     0.229    10.198     0.181     1.131     8.280     0.870  -999.999  -999.999  -999.999  -999.999  -999.999   1.02064   1.04748   0.00050
    20.9700    n     9.250     7.676     9.112     9.150     9.556     9.556     9.677   0.862    4.82     0.000     9.250     0.000  0.0000  0.0518  0.0000     0.000    10.727     0.003     0.000     9.019     0.007  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     9.250     7.451     9.251     9.289     9.152     9.152     9.473   0.869    5.41     0.284     8.825     0.141  0.0599  0.0485  0.0966     0.881     9.335     0.423     5.537     6.333     1.343  -999.999  -999.999  -999.999  -999.999  -999.999   1.06190   1.14844   0.00050
    21.1140    n     9.250     7.750     9.187     9.213     8.740     8.740     9.277   0.721    5.00     0.866     8.292     0.093  0.0849  0.0488  0.0965     3.381     9.162     0.292    23.737     6.779     0.978  -999.999  -999.999  -999.999  -999.999  -999.999   1.18150   1.46771   0.00050
    21.2570    n     9.250     7.731     9.306     9.320     9.007     9.007     9.326   0.535    4.76     1.743     7.021     0.521  0.1027  0.0515  0.0968     7.893     8.171     1.235    59.082     5.471     2.283  -999.999  -999.999  -999.999  -999.999  -999.999   1.40061   2.21728   0.00050
    21.4450    n     9.250     8.038     9.321     9.344     9.013     9.013     9.187   0.674    4.29     0.954     4.272     4.025  0.0923  0.0966  0.0600     3.182     7.167     3.376    14.514     5.778    52.401  -999.999  -999.999  -999.999  -999.999  -999.999   1.24619   1.69561   0.00050
    21.4500    n     9.250     8.010     9.402     9.443     9.126     9.126     9.126   0.905    5.17     0.000     9.250     0.000  0.0000  0.0504  0.0000     0.000    10.218     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     9.250     7.995     9.205     9.216     9.161     9.161     9.184   0.453    4.34     2.264     5.905     1.082  0.1028  0.0543  0.0954     9.458     7.381     3.591    62.719     6.415    17.357  -999.999  -999.999  -999.999  -999.999  -999.999   1.38750   2.28770   0.00050
    21.5530    n     9.250     8.004     9.445     9.467     9.305     9.305     9.475   0.650    4.96     1.166     7.781     0.303  0.1052  0.0529  0.0911     4.503     8.984     0.747    24.551     6.556     4.159  -999.999  -999.999  -999.999  -999.999  -999.999   1.23218   1.62708   0.00050
    21.6800    n     9.250     8.056     9.527     9.553     9.446     9.460     9.446   0.723    5.01     0.161     7.132     1.957  0.0945  0.0716  0.0888     0.684     9.525     2.587     5.035     7.032    20.767  -999.999  -999.999  -999.999  -999.999  -999.999   1.14387   1.36541   0.00050
    21.6850    n     9.250     7.968     9.725     9.762     8.292     9.469     8.292   0.853    5.53     0.000     9.120     0.130  0.0000  0.0579  0.0985     0.009    10.429     0.403     0.073     6.492     0.563  -999.999  -999.999  -999.999  -999.999  -999.999   1.01673   1.03960   0.00050
    21.6870    n     9.250     8.064     9.602     9.625     9.379     9.497     9.379   0.666    5.21     0.239     8.249     0.762  0.0417  0.0594  0.0829     0.909     9.848     3.123    11.767     7.091    24.504  -999.999  -999.999  -999.999  -999.999  -999.999   1.18693   1.48003   0.00050
    21.7780    n     9.250     7.647     9.723     9.746     9.264     9.264     9.737   0.680    5.36     1.564     7.438     0.248  0.0789  0.0587  0.0985     4.176     8.702     0.727    14.101     4.937     1.866  -999.999  -999.999  -999.999  -999.999  -999.999   1.17212   1.46968   0.00050
    20.9600    n     9.500     7.557     9.195     9.235     9.409     9.409     9.558   0.877    5.02     0.064     9.374     0.062  0.0998  0.0491  0.1022     0.254    10.373     0.200     1.205     8.280     0.930  -999.999  -999.999  -999.999  -999.999  -999.999   1.02231   1.05141   0.00050
    20.9700    n     9.500     7.676     9.133     9.171     9.556     9.556     9.677   0.870    4.88     0.000     9.500     0.000  0.0000  0.0516  0.0000     0.000    10.914     0.003     0.000     9.019     0.007  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     9.500     7.451     9.274     9.312     9.152     9.152     9.473   0.868    5.47     0.327     9.020     0.154  0.0673  0.0484  0.0974     1.011     9.482     0.455     5.627     6.333     1.400  -999.999  -999.999  -999.999  -999.999  -999.999   1.06766   1.16318   0.00050
    21.1140    n     9.500     7.750     9.202     9.228     8.740     8.740     9.277   0.714    5.04     0.976     8.426     0.098  0.0893  0.0487  0.0970     3.743     9.264     0.307    24.148     6.779     1.010  -999.999  -999.999  -999.999  -999.999  -999.999   1.19271   1.50243   0.00050
    21.2570    n     9.500     7.731     9.308     9.323     9.007     9.007     9.326   0.544    4.96     1.822     7.179     0.534  0.1032  0.0515  0.0968     8.037     8.185     1.241    59.095     5.471     2.292  -999.999  -999.999  -999.999  -999.999  -999.999   1.40244   2.22677   0.00050
    21.4450    n     9.500     8.038     9.326     9.349     9.013     9.013     9.187   0.675    4.30     0.979     4.260     4.262  0.0932  0.0982  0.0620     3.252     7.195     3.634    14.570     5.778    54.086  -999.999  -999.999  -999.999  -999.999  -999.999   1.24986   1.71174   0.00050
    21.4500    n     9.500     8.010     9.424     9.466     9.126     9.126     9.126   0.914    5.23     0.000     9.500     0.000  0.0000  0.0502  0.0000     0.000    10.399     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     9.500     7.995     9.213     9.223     9.161     9.161     9.184   0.451    4.36     2.408     5.957     1.131  0.1037  0.0542  0.0958     9.913     7.428     3.717    63.214     6.415    17.412  -999.999  -999.999  -999.999  -999.999  -999.999   1.38629   2.29271   0.00050
    21.5530    n     9.500     8.004     9.459     9.481     9.305     9.305     9.475   0.644    5.00     1.288     7.882     0.330  0.1068  0.0530  0.0924     4.858     9.078     0.808    24.870     6.556     4.376  -999.999  -999.999  -999.999  -999.999  -999.999   1.23949   1.65358   0.00050
    21.6800    n     9.500     8.056     9.541     9.567     9.446     9.460     9.446   0.716    5.06     0.183     7.239     2.077  0.0958  0.0715  0.0904     0.757     9.625     2.885     5.179     7.032    20.831  -999.999  -999.999  -999.999  -999.999  -999.999   1.15152   1.39019   0.00050
    21.6850    n     9.500     7.968     9.754     9.767     8.292     9.469     8.292   0.512    3.75     0.480     7.661     1.359  0.0747  0.0576  0.0943     2.694    10.615     5.242    29.535     6.492    20.695  -999.999  -999.999  -999.999  -999.999  -999.999   1.25858   1.73151   0.00050
    21.6870    n     9.500     8.064     9.615     9.637     9.379     9.497     9.379   0.658    5.24     0.274     8.362     0.864  0.0484  0.0592  0.0850     1.061     9.937     3.433    12.359     7.091    24.647  -999.999  -999.999  -999.999  -999.999  -999.999   1.19943   1.51951   0.00050
    21.7780    n     9.500     7.647     9.740     9.763     9.264     9.264     9.737   0.672    5.39     1.682     7.538     0.280  0.0800  0.0585  0.0431     4.418     8.786     0.933    14.266     4.937     8.782  -999.999  -999.999  -999.999  -999.999  -999.999   1.18601   1.51030   0.00050
    20.9600    n     9.750     7.557     9.216     9.256     9.409     9.409     9.558   0.883    5.08     0.071     9.609     0.070  0.1014  0.0489  0.1030     0.280    10.546     0.220     1.278     8.280     0.989  -999.999  -999.999  -999.999  -999.999  -999.999   1.02399   1.05542   0.00050
    20.9700    n     9.750     7.676     9.153     9.192     9.556     9.556     9.677   0.878    4.95     0.000     9.750     0.000  0.0000  0.0513  0.0000     0.000    11.099     0.004     0.000     9.019     0.007  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     9.750     7.451     9.296     9.335     9.152     9.152     9.473   0.867    5.52     0.374     9.210     0.166  0.0710  0.0483  0.0982     1.139     9.625     0.487     5.716     6.333     1.456  -999.999  -999.999  -999.999  -999.999  -999.999   1.07381   1.17896   0.00050
    21.1140    n     9.750     7.750     9.216     9.242     8.740     8.740     9.277   0.707    5.08     1.089     8.557     0.104  0.0939  0.0486  0.0975     4.097     9.363     0.322    24.260     6.779     1.042  -999.999  -999.999  -999.999  -999.999  -999.999   1.20208   1.53276   0.00050
    21.2570    n     9.750     7.731     9.318     9.333     9.007     9.007     9.326   0.538    4.98     2.001     7.240     0.545  0.1050  0.0515  0.0967     8.608     8.237     1.263    59.144     5.471     2.328  -999.999  -999.999  -999.999  -999.999  -999.999   1.40879   2.26141   0.00050
    21.4450    n     9.750     8.038     9.331     9.354     9.013     9.013     9.187   0.675    4.31     1.004     4.246     4.500  0.0940  0.0998  0.0638     3.322     7.222     3.894    14.626     5.778    55.738  -999.999  -999.999  -999.999  -999.999  -999.999   1.25286   1.72587   0.00050
    21.4500    n     9.750     8.010     9.446     9.489     9.126     9.126     9.126   0.922    5.30     0.000     9.750     0.000  0.0000  0.0499  0.0000     0.000    10.579     0.000     0.000     8.208     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     9.750     7.995     9.220     9.230     9.161     9.161     9.184   0.450    4.38     2.555     6.016     1.180  0.1044  0.0541  0.0961    10.358     7.473     3.839    63.694     6.415    17.466  -999.999  -999.999  -999.999  -999.999  -999.999   1.38503   2.29697   0.00050
    21.5530    n     9.750     8.004     9.473     9.494     9.305     9.305     9.475   0.639    5.03     1.412     7.980     0.358  0.1083  0.0532  0.0936     5.208     9.170     0.871    25.179     6.556     4.587  -999.999  -999.999  -999.999  -999.999  -999.999   1.24595   1.67772   0.00050
    21.6800    n     9.750     8.056     9.555     9.581     9.446     9.460     9.446   0.710    5.09     0.207     7.342     2.201  0.0971  0.0715  0.0920     0.832     9.726     3.182     5.322     7.032    20.894  -999.999  -999.999  -999.999  -999.999  -999.999   1.15730   1.41030   0.00050
    21.6850    n     9.750     7.968     9.760     9.774     8.292     9.469     8.292   0.515    3.84     0.529     7.787     1.434  0.0770  0.0575  0.0933     2.888    10.658     5.378    29.617     6.492    20.733  -999.999  -999.999  -999.999  -999.999  -999.999   1.26132   1.74373   0.00050
    21.6870    n     9.750     8.064     9.627     9.649     9.379     9.497     9.379   0.651    5.27     0.311     8.471     0.968  0.0540  0.0591  0.0867     1.215    10.023     3.734    12.931     7.091    24.785  -999.999  -999.999  -999.999  -999.999  -999.999   1.21014   1.55469   0.00050
    21.7780    n     9.750     7.647     9.756     9.779     9.264     9.264     9.737   0.667    5.41     1.801     7.634     0.316  0.0637  0.0584  0.0505     4.683     8.866     1.079    18.802     4.937     9.176  -999.999  -999.999  -999.999  -999.999  -999.999   1.19567   1.54043   0.00050
    20.9600    n    10.000     7.557     9.237     9.277     9.409     9.409     9.558   0.888    5.14     0.080     9.843     0.077  0.1029  0.0488  0.1038     0.307    10.718     0.241     1.350     8.280     1.048  -999.999  -999.999  -999.999  -999.999  -999.999   1.02571   1.05951   0.00050
    20.9700    n    10.000     7.676     9.174     9.214     9.556     9.556     9.677   0.886    5.01     0.000    10.000     0.000  0.0000  0.0510  0.0000     0.000    11.283     0.004     0.000     9.020     0.007  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n    10.000     7.451     9.312     9.319     9.152     9.152     9.473   0.388    2.97     3.042     6.830     0.128  0.0983  0.0482  0.0987    15.559     9.722     0.510    86.630     6.333     1.494  -999.999  -999.999  -999.999  -999.999  -999.999   1.46631   2.54812   0.00050
    21.1140    n    10.000     7.750     9.231     9.256     8.740     8.740     9.277   0.702    5.11     1.205     8.686     0.109  0.0977  0.0485  0.0980     4.444     9.460     0.337    24.370     6.779     1.073  -999.999  -999.999  -999.999  -999.999  -999.999   1.21014   1.55975   0.00050
    21.2570    n    10.000     7.731     9.327     9.328     9.007     9.007     9.326   0.137    0.42     0.633     2.000     7.361  0.1065  0.0580  0.0842     9.154     8.288    55.519    59.191     5.471   123.757  -999.999  -999.999  -999.999  -999.999  -999.999   1.16363   1.57758   0.00050
    21.4450    n    10.000     8.038     9.335     9.359     9.013     9.013     9.187   0.676    4.32     1.029     4.233     4.738  0.0948  0.1014  0.0653     3.389     7.249     4.153    14.680     5.778    57.338  -999.999  -999.999  -999.999  -999.999  -999.999   1.25512   1.73767   0.00050
