       Stat Kenn   Abfluss     Sohle     h_WSP       hen      h_BV    Boe_li    Boe_re     v_m  tau_fl      Q_li      Q_fl      Q_re lamb_li lamb_fl lamb_re      f_li      f_fl      f_re     br_li     br_fl     br_re    WehrOK  BrueckOK  BrueckUK   BrueckB    RohrDN   AlphaIW   AlphaEW    I_Reib
         km    -     m^3/s       mNN       mNN       mNN       mNN       mNN       mNN     m/s   N/m^2     m^3/s     m^3/s     m^3/s       -       -       -       m^2       m^2         m         m         m         m       mNN       mNN       mNN         m         m         -         -         -
    20.9700    n     3.750     7.676     8.596     8.615     9.556     9.556     9.677   0.617    3.01     0.000     3.750     0.000  0.0000  0.0632  0.0000     0.000     6.073     0.001     0.000     9.014     0.003  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     3.750     7.451     8.610     8.636     9.152     9.152     9.473   0.708    3.61     0.000     3.748     0.002  0.0000  0.0573  0.1019     0.007     5.278     0.013     0.171     6.333     0.165  -999.999  -999.999  -999.999  -999.999  -999.999   1.00139   1.00315   0.00050
    21.1140    n     3.750     7.750     8.640     8.664     8.740     8.740     9.277   0.682    3.39     0.000     3.743     0.007  0.0000  0.0576  0.1018     0.009     5.455     0.033     0.143     6.779     0.190  -999.999  -999.999  -999.999  -999.999  -999.999   1.00312   1.00713   0.00050
    21.2570    n     3.750     7.731     8.737     8.761     9.007     9.007     9.326   0.687    3.57     0.000     3.626     0.131  0.0000  0.0556  0.1110     0.005     5.061     0.395     0.059     5.471     1.003  -999.999  -999.999  -999.999  -999.999  -999.999   1.02593   1.06400   0.00050
    21.4450    n     3.750     8.038     8.973     8.994     9.013     9.013     9.187   0.642    3.37     0.109     3.561     0.089  0.0921  0.0566  0.0883     0.400     5.157     0.289     1.845     5.778     1.010  -999.999  -999.999  -999.999  -999.999  -999.999   1.05257   1.12836   0.00050
    21.4500    n     3.750     8.010     8.847     8.869     9.126     9.126     9.126   0.657    3.29     0.000     3.750     0.000  0.0000  0.0608  0.0000     0.000     5.706     0.000     0.000     7.941     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     3.750     7.995     8.896     8.919     9.161     9.161     9.184   0.667    3.43     0.011     3.697     0.042  0.1046  0.0584  0.1034     0.064     5.396     0.161     0.665     6.415     1.091  -999.999  -999.999  -999.999  -999.999  -999.999   1.01868   1.04394   0.00050
    21.5530    n     3.750     8.004     8.896     8.919     9.305     9.305     9.475   0.681    3.39     0.009     3.725     0.016  0.0974  0.0567  0.1027     0.052     5.382     0.071     0.226     6.556     0.276  -999.999  -999.999  -999.999  -999.999  -999.999   1.01187   1.02722   0.00050
    21.6800    n     3.750     8.056     8.995     9.016     9.446     9.460     9.446   0.641    3.44     0.000     3.737     0.013  0.0000  0.0660  0.1023     0.000     5.785     0.065     0.000     7.031     0.243  -999.999  -999.999  -999.999  -999.999  -999.999   1.00545   1.01258   0.00050
    21.6850    n     3.750     7.968     9.009     9.029     8.292     9.469     8.292   0.638    3.63     0.000     3.727     0.023  0.0000  0.0698  0.0985     0.000     5.780     0.101     0.000     6.487     0.282  -999.999  -999.999  -999.999  -999.999  -999.999   1.00757   1.01781   0.00050
    21.6870    n     3.750     8.064     9.041     9.061     9.379     9.497     9.379   0.624    3.53     0.036     3.709     0.006  0.0643  0.0707  0.0985     0.110     5.867     0.032     0.351     7.091     0.158  -999.999  -999.999  -999.999  -999.999  -999.999   1.00822   1.01940   0.00050
    21.7780    n     3.750     7.647     9.052     9.076     9.264     9.264     9.737   0.679    3.99     0.011     3.727     0.012  0.0823  0.0668  0.0985     0.066     5.391     0.063     0.548     4.937     0.197  -999.999  -999.999  -999.999  -999.999  -999.999   1.01425   1.03198   0.00050
    20.9600    n     4.000     7.557     8.671     8.693     9.409     9.409     9.558   0.660    3.25     0.002     3.995     0.002  0.0985  0.0593  0.1014     0.016     6.031     0.014     0.111     8.280     0.102  -999.999  -999.999  -999.999  -999.999  -999.999   1.00253   1.00571   0.00050
    20.9700    n     4.000     7.676     8.623     8.644     9.556     9.556     9.677   0.633    3.12     0.000     4.000     0.000  0.0000  0.0622  0.0000     0.000     6.319     0.001     0.000     9.015     0.003  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     4.000     7.451     8.644     8.671     9.152     9.152     9.473   0.724    3.72     0.002     3.994     0.004  0.0985  0.0564  0.1024     0.014     5.495     0.020     0.241     6.333     0.200  -999.999  -999.999  -999.999  -999.999  -999.999   1.00358   1.00802   0.00050
    21.1140    n     4.000     7.750     8.673     8.698     8.740     8.740     9.277   0.698    3.50     0.002     3.990     0.008  0.0985  0.0567  0.1020     0.014     5.677     0.040     0.182     6.779     0.208  -999.999  -999.999  -999.999  -999.999  -999.999   1.00509   1.01157   0.00050
    21.2570    n     4.000     7.731     8.777     8.802     9.007     9.007     9.326   0.699    3.68     0.000     3.860     0.147  0.0000  0.0550  0.1115     0.008     5.277     0.435     0.072     5.471     1.053  -999.999  -999.999  -999.999  -999.999  -999.999   1.02742   1.06775   0.00050
    21.4450    n     4.000     8.038     9.009     9.030     9.013     9.013     9.187   0.650    3.47     0.132     3.776     0.102  0.0935  0.0560  0.0891     0.468     5.361     0.327     2.010     5.778     1.115  -999.999  -999.999  -999.999  -999.999  -999.999   1.05766   1.14149   0.00050
    21.4500    n     4.000     8.010     8.877     8.900     9.126     9.126     9.126   0.673    3.40     0.000     4.000     0.000  0.0000  0.0600  0.0000     0.000     5.944     0.000     0.000     7.970     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     4.000     7.995     8.929     8.953     9.161     9.161     9.184   0.678    3.54     0.016     3.930     0.054  0.1062  0.0577  0.1039     0.089     5.611     0.200     0.793     6.415     1.215  -999.999  -999.999  -999.999  -999.999  -999.999   1.02246   1.05315   0.00050
    21.5530    n     4.000     8.004     8.930     8.954     9.305     9.305     9.475   0.696    3.50     0.011     3.970     0.019  0.0977  0.0558  0.1029     0.060     5.604     0.081     0.245     6.556     0.294  -999.999  -999.999  -999.999  -999.999  -999.999   1.01296   1.02978   0.00050
    21.6800    n     4.000     8.056     9.029     9.051     9.446     9.460     9.446   0.656    3.56     0.000     3.985     0.015  0.0000  0.0650  0.1026     0.000     6.024     0.074     0.000     7.032     0.327  -999.999  -999.999  -999.999  -999.999  -999.999   1.00564   1.01307   0.00050
    21.6850    n     4.000     7.968     9.046     9.068     8.292     9.469     8.292   0.652    3.74     0.000     3.974     0.026  0.0000  0.0688  0.0985     0.000     6.022     0.112     0.000     6.488     0.296  -999.999  -999.999  -999.999  -999.999  -999.999   1.00803   1.01891   0.00050
    21.6870    n     4.000     8.064     9.075     9.096     9.379     9.497     9.379   0.638    3.65     0.041     3.952     0.007  0.0642  0.0697  0.0985     0.122     6.108     0.038     0.367     7.091     0.220  -999.999  -999.999  -999.999  -999.999  -999.999   1.00892   1.02106   0.00050
    21.7780    n     4.000     7.647     9.099     9.124     9.264     9.264     9.737   0.690    4.11     0.017     3.968     0.015  0.0867  0.0660  0.0985     0.098     5.624     0.073     0.829     4.937     0.233  -999.999  -999.999  -999.999  -999.999  -999.999   1.01787   1.04029   0.00050
    20.9600    n     4.250     7.557     8.699     8.722     9.409     9.409     9.558   0.675    3.36     0.003     4.244     0.003  0.0985  0.0584  0.1016     0.019     6.258     0.017     0.121     8.280     0.112  -999.999  -999.999  -999.999  -999.999  -999.999   1.00283   1.00639   0.00050
    20.9700    n     4.250     7.676     8.650     8.671     9.556     9.556     9.677   0.648    3.22     0.000     4.250     0.000  0.0000  0.0614  0.0000     0.000     6.561     0.001     0.000     9.015     0.004  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     4.250     7.451     8.678     8.706     9.152     9.152     9.473   0.738    3.83     0.004     4.241     0.006  0.0985  0.0555  0.1029     0.024     5.709     0.027     0.309     6.333     0.234  -999.999  -999.999  -999.999  -999.999  -999.999   1.00500   1.01126   0.00050
    21.1140    n     4.250     7.750     8.705     8.731     8.740     8.740     9.277   0.713    3.61     0.003     4.236     0.010  0.0985  0.0559  0.1022     0.021     5.896     0.047     0.219     6.779     0.226  -999.999  -999.999  -999.999  -999.999  -999.999   1.00608   1.01383   0.00050
    21.2570    n     4.250     7.731     8.815     8.841     9.007     9.007     9.326   0.711    3.78     0.001     4.092     0.165  0.0985  0.0544  0.1120     0.011     5.487     0.477     0.085     5.471     1.102  -999.999  -999.999  -999.999  -999.999  -999.999   1.03018   1.07437   0.00050
    21.4450    n     4.250     8.038     9.043     9.065     9.013     9.013     9.187   0.656    3.57     0.160     3.986     0.117  0.0719  0.0555  0.0902     0.554     5.558     0.366     3.142     5.778     1.216  -999.999  -999.999  -999.999  -999.999  -999.999   1.06390   1.15740   0.00050
    21.4500    n     4.250     8.010     8.906     8.931     9.126     9.126     9.126   0.688    3.50     0.000     4.250     0.000  0.0000  0.0592  0.0000     0.000     6.177     0.000     0.000     7.998     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     4.250     7.995     8.962     8.986     9.161     9.161     9.184   0.688    3.64     0.023     4.159     0.068  0.1076  0.0570  0.1043     0.117     5.821     0.242     0.918     6.415     1.335  -999.999  -999.999  -999.999  -999.999  -999.999   1.02628   1.06255   0.00050
    21.5530    n     4.250     8.004     8.963     8.988     9.305     9.305     9.475   0.711    3.61     0.013     4.215     0.021  0.0979  0.0550  0.1032     0.068     5.821     0.091     0.263     6.556     0.311  -999.999  -999.999  -999.999  -999.999  -999.999   1.01405   1.03232   0.00050
    21.6800    n     4.250     8.056     9.064     9.087     9.446     9.460     9.446   0.668    3.67     0.000     4.231     0.019  0.0000  0.0645  0.1030     0.001     6.273     0.087     0.044     7.032     0.414  -999.999  -999.999  -999.999  -999.999  -999.999   1.00547   1.01284   0.00050
    21.6850    n     4.250     7.968     9.083     9.105     8.292     9.469     8.292   0.666    3.86     0.000     4.221     0.029  0.0000  0.0679  0.0985     0.000     6.260     0.123     0.000     6.488     0.311  -999.999  -999.999  -999.999  -999.999  -999.999   1.00849   1.02000   0.00050
    21.6870    n     4.250     8.064     9.108     9.130     9.379     9.497     9.379   0.651    3.76     0.046     4.195     0.008  0.0642  0.0687  0.0985     0.134     6.344     0.047     0.382     7.091     0.341  -999.999  -999.999  -999.999  -999.999  -999.999   1.00954   1.02255   0.00050
    21.7780    n     4.250     7.647     9.145     9.170     9.264     9.264     9.737   0.699    4.21     0.027     4.205     0.018  0.0895  0.0652  0.0985     0.143     5.849     0.086     1.102     4.937     0.352  -999.999  -999.999  -999.999  -999.999  -999.999   1.02192   1.04978   0.00050
    20.9600    n     4.500     7.557     8.725     8.750     9.409     9.409     9.558   0.690    3.45     0.003     4.493     0.004  0.0985  0.0575  0.1018     0.022     6.481     0.020     0.130     8.280     0.122  -999.999  -999.999  -999.999  -999.999  -999.999   1.00312   1.00706   0.00050
    20.9700    n     4.500     7.676     8.676     8.698     9.556     9.556     9.677   0.662    3.32     0.000     4.500     0.000  0.0000  0.0606  0.0000     0.000     6.797     0.001     0.000     9.015     0.004  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     4.500     7.451     8.711     8.740     9.152     9.152     9.473   0.752    3.93     0.006     4.486     0.008  0.0985  0.0548  0.1033     0.035     5.917     0.035     0.376     6.333     0.268  -999.999  -999.999  -999.999  -999.999  -999.999   1.00651   1.01474   0.00050
    21.1140    n     4.500     7.750     8.737     8.763     8.740     8.740     9.277   0.727    3.71     0.005     4.483     0.012  0.0985  0.0551  0.1025     0.028     6.110     0.054     0.256     6.779     0.243  -999.999  -999.999  -999.999  -999.999  -999.999   1.00709   1.01618   0.00050
    21.2570    n     4.500     7.731     8.853     8.880     9.007     9.007     9.326   0.722    3.89     0.002     4.324     0.183  0.0985  0.0539  0.1125     0.014     5.695     0.520     0.098     5.471     1.151  -999.999  -999.999  -999.999  -999.999  -999.999   1.03194   1.07875   0.00050
    21.4450    n     4.500     8.038     9.075     9.097     9.013     9.013     9.187   0.659    3.66     0.195     4.188     0.132  0.0662  0.0551  0.0913     0.676     5.746     0.407     4.360     5.778     1.313  -999.999  -999.999  -999.999  -999.999  -999.999   1.07351   1.18153   0.00050
    21.4500    n     4.500     8.010     8.935     8.960     9.126     9.126     9.126   0.702    3.60     0.000     4.500     0.000  0.0000  0.0585  0.0000     0.000     6.407     0.000     0.000     8.025     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     4.500     7.995     8.994     9.019     9.161     9.161     9.184   0.697    3.73     0.031     4.386     0.083  0.1090  0.0564  0.1047     0.148     6.025     0.286     1.039     6.415     1.453  -999.999  -999.999  -999.999  -999.999  -999.999   1.03010   1.07204   0.00050
    21.5530    n     4.500     8.004     8.995     9.022     9.305     9.305     9.475   0.724    3.71     0.016     4.460     0.024  0.0980  0.0543  0.1033     0.077     6.033     0.101     0.281     6.556     0.329  -999.999  -999.999  -999.999  -999.999  -999.999   1.01514   1.03488   0.00050
    21.6800    n     4.500     8.056     9.097     9.120     9.446     9.460     9.446   0.681    3.78     0.000     4.476     0.024  0.0000  0.0637  0.0935     0.003     6.502     0.102     0.087     7.032     0.495  -999.999  -999.999  -999.999  -999.999  -999.999   1.00719   1.01673   0.00050
    21.6850    n     4.500     7.968     9.119     9.142     8.292     9.469     8.292   0.679    3.96     0.000     4.467     0.033  0.0000  0.0670  0.0985     0.000     6.494     0.134     0.000     6.488     0.325  -999.999  -999.999  -999.999  -999.999  -999.999   1.00894   1.02106   0.00050
    21.6870    n     4.500     8.064     9.141     9.163     9.379     9.497     9.379   0.664    3.86     0.051     4.437     0.011  0.0642  0.0678  0.0864     0.147     6.574     0.060     0.397     7.091     0.459  -999.999  -999.999  -999.999  -999.999  -999.999   1.01132   1.02660   0.00050
    21.7780    n     4.500     7.647     9.189     9.214     9.264     9.264     9.737   0.707    4.31     0.040     4.437     0.022  0.0909  0.0645  0.0894     0.197     6.067     0.104     1.365     4.937     0.468  -999.999  -999.999  -999.999  -999.999  -999.999   1.02766   1.06327   0.00050
    20.9600    n     4.750     7.557     8.752     8.777     9.409     9.409     9.558   0.704    3.55     0.004     4.742     0.004  0.0985  0.0567  0.1020     0.026     6.700     0.023     0.140     8.280     0.132  -999.999  -999.999  -999.999  -999.999  -999.999   1.00340   1.00771   0.00050
    20.9700    n     4.750     7.676     8.702     8.725     9.556     9.556     9.677   0.676    3.41     0.000     4.750     0.000  0.0000  0.0598  0.0000     0.000     7.030     0.001     0.000     9.015     0.004  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     4.750     7.451     8.743     8.773     9.152     9.152     9.473   0.764    4.04     0.010     4.730     0.010  0.0985  0.0541  0.1038     0.048     6.121     0.044     0.460     6.333     0.300  -999.999  -999.999  -999.999  -999.999  -999.999   1.00783   1.01789   0.00050
    21.1140    n     4.750     7.750     8.767     8.795     8.740     8.740     9.277   0.739    3.81     0.007     4.728     0.014  0.0985  0.0544  0.1027     0.043     6.320     0.062     0.777     6.779     0.260  -999.999  -999.999  -999.999  -999.999  -999.999   1.00797   1.01829   0.00050
    21.2570    n     4.750     7.731     8.890     8.918     9.007     9.007     9.326   0.733    3.98     0.003     4.555     0.202  0.0985  0.0534  0.1129     0.018     5.898     0.563     0.110     5.471     1.198  -999.999  -999.999  -999.999  -999.999  -999.999   1.03376   1.08327   0.00050
    21.4450    n     4.750     8.038     9.106     9.128     9.013     9.013     9.187   0.659    3.74     0.237     4.382     0.148  0.0684  0.0547  0.0924     0.828     5.925     0.450     5.395     5.778     1.404  -999.999  -999.999  -999.999  -999.999  -999.999   1.08482   1.21045   0.00050
    21.4500    n     4.750     8.010     8.963     8.989     9.126     9.126     9.126   0.716    3.70     0.000     4.750     0.000  0.0000  0.0578  0.0000     0.000     6.633     0.000     0.000     8.052     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     4.750     7.995     9.025     9.050     9.161     9.161     9.184   0.705    3.83     0.040     4.609     0.100  0.1102  0.0558  0.1051     0.182     6.224     0.333     1.158     6.415     1.567  -999.999  -999.999  -999.999  -999.999  -999.999   1.03389   1.08156   0.00050
    21.5530    n     4.750     8.004     9.027     9.055     9.305     9.305     9.475   0.737    3.81     0.018     4.704     0.028  0.0982  0.0536  0.1035     0.086     6.243     0.112     0.360     6.556     0.346  -999.999  -999.999  -999.999  -999.999  -999.999   1.01620   1.03737   0.00050
    21.6800    n     4.750     8.056     9.129     9.153     9.446     9.460     9.446   0.693    3.88     0.000     4.721     0.029  0.0000  0.0630  0.0952     0.006     6.726     0.119     0.130     7.032     0.574  -999.999  -999.999  -999.999  -999.999  -999.999   1.00789   1.01842   0.00050
    21.6850    n     4.750     7.968     9.154     9.178     8.292     9.469     8.292   0.691    4.07     0.000     4.713     0.037  0.0000  0.0662  0.0985     0.000     6.723     0.146     0.000     6.489     0.339  -999.999  -999.999  -999.999  -999.999  -999.999   1.00938   1.02211   0.00050
    21.6870    n     4.750     8.064     9.172     9.196     9.379     9.497     9.379   0.675    3.96     0.057     4.678     0.015  0.0642  0.0670  0.0892     0.160     6.800     0.077     0.412     7.091     0.575  -999.999  -999.999  -999.999  -999.999  -999.999   1.01278   1.03002   0.00050
    21.7780    n     4.750     7.647     9.232     9.258     9.264     9.264     9.737   0.713    4.41     0.058     4.664     0.028  0.0917  0.0639  0.0913     0.261     6.277     0.127     1.620     4.937     0.580  -999.999  -999.999  -999.999  -999.999  -999.999   1.03327   1.07680   0.00050
    20.9600    n     5.000     7.557     8.778     8.804     9.409     9.409     9.558   0.717    3.64     0.005     4.990     0.005  0.0985  0.0560  0.1022     0.030     6.916     0.027     0.149     8.280     0.142  -999.999  -999.999  -999.999  -999.999  -999.999   1.00368   1.00836   0.00050
    20.9700    n     5.000     7.676     8.727     8.751     9.556     9.556     9.677   0.689    3.51     0.000     5.000     0.000  0.0000  0.0591  0.0000     0.000     7.258     0.001     0.000     9.016     0.004  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     5.000     7.451     8.775     8.806     9.152     9.152     9.473   0.776    4.13     0.014     4.973     0.013  0.0985  0.0534  0.1042     0.064     6.323     0.054     0.543     6.333     0.333  -999.999  -999.999  -999.999  -999.999  -999.999   1.00894   1.02063   0.00050
    21.1140    n     5.000     7.750     8.798     8.826     8.740     8.740     9.277   0.750    3.90     0.013     4.970     0.016  0.0669  0.0537  0.1029     0.075     6.524     0.070     1.344     6.779     0.276  -999.999  -999.999  -999.999  -999.999  -999.999   1.01232   1.02787   0.00050
    21.2570    n     5.000     7.731     8.927     8.955     9.007     9.007     9.326   0.743    4.08     0.003     4.785     0.222  0.0985  0.0530  0.1134     0.022     6.100     0.608     0.123     5.471     1.245  -999.999  -999.999  -999.999  -999.999  -999.999   1.03549   1.08761   0.00050
    21.4450    n     5.000     8.038     9.136     9.158     9.013     9.013     9.187   0.660    3.82     0.286     4.569     0.164  0.0790  0.0544  0.0935     0.990     6.095     0.492     5.610     5.778     1.492  -999.999  -999.999  -999.999  -999.999  -999.999   1.09398   1.23525   0.00050
    21.4500    n     5.000     8.010     8.991     9.018     9.126     9.126     9.126   0.729    3.80     0.000     5.000     0.000  0.0000  0.0571  0.0000     0.000     6.855     0.000     0.000     8.079     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     5.000     7.995     9.055     9.081     9.161     9.161     9.184   0.712    3.92     0.050     4.832     0.118  0.1114  0.0553  0.1054     0.219     6.419     0.382     1.275     6.415     1.679  -999.999  -999.999  -999.999  -999.999  -999.999   1.03765   1.09108   0.00050
    21.5530    n     5.000     8.004     9.058     9.087     9.305     9.305     9.475   0.749    3.90     0.022     4.946     0.032  0.0672  0.0531  0.1037     0.108     6.448     0.123     1.026     6.556     0.362  -999.999  -999.999  -999.999  -999.999  -999.999   1.01855   1.04267   0.00050
    21.6800    n     5.000     8.056     9.160     9.185     9.446     9.460     9.446   0.705    3.97     0.002     4.963     0.035  0.0985  0.0623  0.0970     0.011     6.947     0.138     0.171     7.032     0.651  -999.999  -999.999  -999.999  -999.999  -999.999   1.00982   1.02285   0.00050
    21.6850    n     5.000     7.968     9.189     9.214     8.292     9.469     8.292   0.703    4.17     0.000     4.960     0.040  0.0000  0.0655  0.0985     0.000     6.949     0.158     0.000     6.489     0.352  -999.999  -999.999  -999.999  -999.999  -999.999   1.00982   1.02315   0.00050
    21.6870    n     5.000     8.064     9.204     9.228     9.379     9.497     9.379   0.686    4.06     0.063     4.918     0.020  0.0643  0.0663  0.0918     0.173     7.022     0.097     0.426     7.091     0.688  -999.999  -999.999  -999.999  -999.999  -999.999   1.01435   1.03372   0.00050
    21.7780    n     5.000     7.647     9.273     9.299     9.264     9.264     9.737   0.717    4.50     0.080     4.885     0.035  0.0490  0.0633  0.0933     0.344     6.480     0.153     4.436     4.937     0.687  -999.999  -999.999  -999.999  -999.999  -999.999   1.04036   1.09381   0.00050
    20.9600    n     5.250     7.557     8.803     8.831     9.409     9.409     9.558   0.730    3.74     0.007     5.238     0.006  0.0789  0.0553  0.1024     0.034     7.126     0.031     0.158     8.280     0.152  -999.999  -999.999  -999.999  -999.999  -999.999   1.00502   1.01132   0.00050
    20.9700    n     5.250     7.676     8.752     8.777     9.556     9.556     9.677   0.701    3.60     0.000     5.250     0.000  0.0000  0.0585  0.0000     0.000     7.483     0.001     0.000     9.016     0.004  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     5.250     7.451     8.806     8.838     9.152     9.152     9.473   0.787    4.23     0.020     5.214     0.016  0.0814  0.0529  0.1046     0.082     6.520     0.065     0.625     6.333     0.364  -999.999  -999.999  -999.999  -999.999  -999.999   1.01123   1.02591   0.00050
    21.1140    n     5.250     7.750     8.827     8.856     8.740     8.740     9.277   0.758    3.99     0.022     5.209     0.019  0.0775  0.0531  0.1031     0.123     6.723     0.078     1.896     6.779     0.292  -999.999  -999.999  -999.999  -999.999  -999.999   1.01679   1.03800   0.00050
    21.2570    n     5.250     7.731     8.964     8.992     9.007     9.007     9.326   0.752    4.17     0.004     5.014     0.243  0.0985  0.0526  0.1139     0.027     6.299     0.654     0.135     5.471     1.291  -999.999  -999.999  -999.999  -999.999  -999.999   1.03720   1.09192   0.00050
    21.4450    n     5.250     8.038     9.164     9.186     9.013     9.013     9.187   0.661    3.90     0.340     4.750     0.181  0.0826  0.0541  0.0945     1.151     6.257     0.535     5.815     5.778     1.575  -999.999  -999.999  -999.999  -999.999  -999.999   1.10275   1.25943   0.00050
    21.4500    n     5.250     8.010     9.018     9.046     9.126     9.126     9.126   0.742    3.90     0.000     5.250     0.000  0.0000  0.0566  0.0000     0.000     7.073     0.000     0.000     8.105     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     5.250     7.995     9.085     9.112     9.161     9.161     9.184   0.719    4.00     0.062     5.052     0.137  0.1126  0.0548  0.1058     0.259     6.611     0.434     1.389     6.415     1.790  -999.999  -999.999  -999.999  -999.999  -999.999   1.04144   1.10076   0.00050
    21.5530    n     5.250     8.004     9.089     9.118     9.305     9.305     9.475   0.757    3.99     0.029     5.186     0.035  0.0713  0.0525  0.1039     0.149     6.648     0.134     1.674     6.556     0.379  -999.999  -999.999  -999.999  -999.999  -999.999   1.02280   1.05224   0.00050
    21.6800    n     5.250     8.056     9.191     9.217     9.446     9.460     9.446   0.715    4.07     0.003     5.206     0.042  0.0985  0.0617  0.0986     0.017     7.165     0.160     0.212     7.032     0.728  -999.999  -999.999  -999.999  -999.999  -999.999   1.01120   1.02611   0.00050
    21.6850    n     5.250     7.968     9.223     9.249     8.292     9.469     8.292   0.715    4.27     0.000     5.206     0.044  0.0000  0.0648  0.0985     0.000     7.172     0.170     0.000     6.489     0.366  -999.999  -999.999  -999.999  -999.999  -999.999   1.01025   1.02417   0.00050
    21.6870    n     5.250     8.064     9.234     9.259     9.379     9.497     9.379   0.696    4.16     0.069     5.156     0.025  0.0644  0.0656  0.0938     0.186     7.239     0.119     0.441     7.091     0.800  -999.999  -999.999  -999.999  -999.999  -999.999   1.01600   1.03762   0.00050
    21.7780    n     5.250     7.647     9.310     9.336     9.264     9.264     9.737   0.713    4.58     0.119     5.088     0.043  0.0712  0.0628  0.0949     0.515     6.664     0.180     4.697     4.937     0.785  -999.999  -999.999  -999.999  -999.999  -999.999   1.05419   1.12696   0.00050
    20.9600    n     5.500     7.557     8.829     8.857     9.409     9.409     9.558   0.743    3.82     0.008     5.486     0.007  0.0791  0.0547  0.1026     0.038     7.335     0.034     0.167     8.280     0.161  -999.999  -999.999  -999.999  -999.999  -999.999   1.00547   1.01234   0.00050
    20.9700    n     5.500     7.676     8.777     8.803     9.556     9.556     9.677   0.714    3.69     0.000     5.500     0.000  0.0000  0.0579  0.0000     0.000     7.705     0.002     0.000     9.016     0.004  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    20.9770    n     5.500     7.451     8.837     8.869     9.152     9.152     9.473   0.798    4.32     0.026     5.454     0.020  0.0811  0.0523  0.1050     0.103     6.714     0.077     0.705     6.333     0.396  -999.999  -999.999  -999.999  -999.999  -999.999   1.01299   1.03010   0.00050
    21.1140    n     5.500     7.750     8.855     8.885     8.740     8.740     9.277   0.765    4.07     0.034     5.445     0.022  0.0854  0.0526  0.1032     0.184     6.916     0.087     2.432     6.779     0.308  -999.999  -999.999  -999.999  -999.999  -999.999   1.02209   1.05015   0.00050
    21.2570    n     5.500     7.731     8.999     9.029     9.007     9.007     9.326   0.761    4.26     0.005     5.242     0.264  0.0985  0.0523  0.1143     0.032     6.496     0.702     0.147     5.471     1.337  -999.999  -999.999  -999.999  -999.999  -999.999   1.03891   1.09621   0.00050
    21.4450    n     5.500     8.038     9.196     9.218     9.013     9.013     9.187   0.656    3.98     0.407     4.913     0.202  0.0881  0.0547  0.0963     1.344     6.445     0.591     6.056     5.778     2.268  -999.999  -999.999  -999.999  -999.999  -999.999   1.10990   1.28056   0.00050
    21.4500    n     5.500     8.010     9.044     9.073     9.126     9.126     9.126   0.755    3.99     0.000     5.500     0.000  0.0000  0.0560  0.0000     0.000     7.289     0.000     0.000     8.130     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00050
    21.4530    n     5.500     7.995     9.114     9.141     9.161     9.161     9.184   0.725    4.09     0.074     5.268     0.158  0.1138  0.0544  0.1061     0.301     6.797     0.488     1.500     6.415     1.897  -999.999  -999.999  -999.999  -999.999  -999.999   1.04507   1.11012   0.00050
    21.5530    n     5.500     8.004     9.118     9.148     9.305     9.305     9.475   0.764    4.08     0.040     5.421     0.039  0.0798  0.0520  0.1041     0.208     6.842     0.146     2.304     6.556     0.394  -999.999  -999.999  -999.999  -999.999  -999.999   1.02829   1.06477   0.00050
    21.6800    n     5.500     8.056     9.221     9.248     9.446     9.460     9.446   0.725    4.16     0.004     5.447     0.049  0.0985  0.0611  0.0999     0.024     7.378     0.183     0.252     7.032     0.803  -999.999  -999.999  -999.999  -999.999  -999.999   1.01265   1.02955   0.00050
    21.6850    n     5.500     7.968     9.257     9.284     8.292     9.469     8.292   0.726    4.36     0.000     5.451     0.049  0.0000  0.0642  0.0985     0.000     7.392     0.183     0.000     6.490     0.379  -999.999  -999.999  -999.999  -999.999  -999.999   1.01067   1.02518   0.00050
