200411080100,0.035
200411080200,0.011
200411080300,0
200411080400,0
200411080500,0
200411080600,0
200411080700,0
200411080800,0
200411080900,0
200411081000,0
200411081100,0.0015
200411081200,0.0035
200411081300,0.003
200411081400,0.0075
200411081500,0.023
200411081600,0.0005
200411081700,0.0005
200411081800,0.0005
200411081900,0.0025
200411082000,0.0065
200411082100,0.0025
200411082200,0.0025
200411082300,0.006
200411090000,0.0155
200411090100,0.0235
200411090200,0.052
200411090300,0.0835
200411090400,0.2445
200411090500,0.3335
200411090600,0.4805
200411090700,0.7435
200411090800,0.64
200411090900,0.441
200411091000,0.611
200411091100,0.601
200411091200,0.4095
200411091300,0.347
200411091400,0.3605
200411091500,0.19
200411091600,0.132
200411091700,0.209
200411091800,0.216
200411091900,0.151
200411092000,0.211
200411092100,0.514
200411092200,0.705
200411092300,0.635
200411100000,0.8535
