06.06.1995  01:00 ;88                 
06.06.1995  04:00 ;88                 
06.06.1995  07:00 ;88                 
06.06.1995  10:00 ;88                 
06.06.1995  13:00 ;88                 
06.06.1995  16:00 ;88                 
06.06.1995  19:00 ;89                 
06.06.1995  22:00 ;108
07.06.1995  00:00 ;173             
07.06.1995  01:00 ;151
07.06.1995  04:00 ;125                
07.06.1995  07:00 ;114                
07.06.1995  10:00 ;108                
07.06.1995  13:00 ;103                
07.06.1995  16:00 ;100                
07.06.1995  19:00 ;98                 
07.06.1995  22:00 ;97                 
08.06.1995  01:00 ;96                 
08.06.1995  04:00 ;95                 
08.06.1995  07:00 ;95                 
08.06.1995  10:00 ;94                 
08.06.1995  13:00 ;94                 
08.06.1995  16:00 ;94                 
08.06.1995  19:00 ;94                 
08.06.1995  22:00 ;93                 
09.06.1995  01:00 ;92                 
09.06.1995  04:00 ;92                 
09.06.1995  07:00 ;93                 
09.06.1995  10:00 ;100                
09.06.1995  13:00 ;127                
09.06.1995  16:00 ;136                
09.06.1995  19:00 ;132                
09.06.1995  22:00 ;129                
10.06.1995  01:00 ;119                
10.06.1995  04:00 ;114                
10.06.1995  07:00 ;110                
10.06.1995  10:00 ;107                
10.06.1995  13:00 ;105                
10.06.1995  16:00 ;103                
10.06.1995  19:00 ;102                
10.06.1995  22:00 ;100                
11.06.1995  01:00 ;99                 
11.06.1995  04:00 ;98                 
11.06.1995  07:00 ;98                 
11.06.1995  10:00 ;104                
11.06.1995  13:00 ;114                
11.06.1995  16:00 ;126                
11.06.1995  19:00 ;129                
11.06.1995  22:00 ;121                
12.06.1995  01:00 ;117                
12.06.1995  04:00 ;114                
12.06.1995  07:00 ;111                
12.06.1995  10:00 ;109                
12.06.1995  13:00 ;108                
12.06.1995  16:00 ;108                
12.06.1995  19:00 ;109                
12.06.1995  22:00 ;110                
13.06.1995  01:00 ;114                
13.06.1995  04:00 ;137                
13.06.1995  07:00 ;170                
13.06.1995  10:00 ;245                
13.06.1995  13:00 ;267                
13.06.1995  16:00 ;328                
13.06.1995  19:00 ;351                
13.06.1995  22:00 ;327                
14.06.1995  01:00 ;301                
14.06.1995  04:00 ;262                
14.06.1995  07:00 ;227                
14.06.1995  10:00 ;197                
14.06.1995  13:00 ;178                
14.06.1995  16:00 ;163                
14.06.1995  19:00 ;158                
14.06.1995  22:00 ;153                
15.06.1995  01:00 ;149                
15.06.1995  04:00 ;144                
15.06.1995  07:00 ;142                
15.06.1995  10:00 ;149                
15.06.1995  13:00 ;151                
15.06.1995  16:00 ;160                
15.06.1995  19:00 ;161                
15.06.1995  22:00 ;163                
16.06.1995  01:00 ;160                
16.06.1995  04:00 ;154                
16.06.1995  07:00 ;149                
16.06.1995  10:00 ;144                
16.06.1995  13:00 ;141                
16.06.1995  16:00 ;138                
16.06.1995  19:00 ;138                
16.06.1995  22:00 ;137                
17.06.1995  01:00 ;136                
17.06.1995  04:00 ;135                
17.06.1995  07:00 ;134                
17.06.1995  10:00 ;133                
17.06.1995  13:00 ;130                
17.06.1995  16:00 ;130                
17.06.1995  19:00 ;128                
17.06.1995  22:00 ;128                
18.06.1995  01:00 ;127                
18.06.1995  04:00 ;127                
18.06.1995  07:00 ;130                
18.06.1995  10:00 ;132                
18.06.1995  13:00 ;133                
18.06.1995  16:00 ;130                
18.06.1995  19:00 ;128                
18.06.1995  22:00 ;126                
