FLUSS_KM	RW	HW	HOEHE
42.035	3929107.008	774092.587	363.742
42.035	3929105.291	774092.112	363.234
42.035	3929103.604	774091.644	362.736
42.035	3929103.181	774091.528	362.612
42.035	3929102.628	774091.374	362.451
42.035	3929100.394	774090.756	361.797
42.035	3929098.208	774090.151	361.158
42.035	3929097.606	774089.984	360.982
42.035	3929097.185	774089.867	360.92
42.035	3929095.567	774089.419	360.687
42.035	3929093.979	774088.98	360.457
42.035	3929093.528	774088.855	360.391
42.035	3929092.777	774088.647	360.336
42.035	3929090.453	774088.004	360.172
42.035	3929088.204	774087.381	360.013
42.035	3929088.204	774087.381	360.013
42.035	3929087.376	774087.152	359.952
42.035	3929087.376	774087.152	359.952
42.035	3929087.376	774087.152	359.952
42.035	3929086.477	774086.903	360.008
42.035	3929086.477	774086.903	360.008
42.035	3929086.477	774086.903	360.008
42.035	3929084.339	774086.311	360.139
42.035	3929084.339	774086.311	360.139
42.035	3929084.339	774086.311	360.139
42.035	3929082.285	774085.742	360.265
42.035	3929082.285	774085.742	360.265
42.035	3929081.302	774085.47	360.327
42.035	3929080.625	774085.283	360.963
42.035	3929079.499	774084.971	362.106
42.035	3929078.385	774084.663	363.236
42.035	3929077.69	774084.47	363.886
42.035	3929076.434	774084.122	364.22
42.035	3929074.552	774083.601	364.712
42.035	3929072.713	774083.092	365.193
42.035	3929071.416	774082.733	365.539
42.035	3929069.043	774082.076	365.605
42.035	3929065.364	774081.057	365.685
42.035	3929062.33	774080.217	365.751
42.035	3929059.311	774079.382	365.831
42.035	3929057.211	774078.8	365.895
42.035	3929054.706	774078.107	365.974
42.035	3929052.358	774077.456	366.048
42.035	3929050.129	774076.839	366.116
42.035	3929049.572	774076.685	366.133
42.035	3929049.005	774076.528	366.15
42.035	3929046.211	774075.755	366.917
42.035	3929043.879	774075.109	367.523
42.035	3929041.858	774074.55	368.048
42.035	3929038.836	774073.713	368.883
42.035	3929034.725	774072.575	370.141
42.035	3929033.169	774072.144	370.604
42.035	3929031.852	774071.779	370.995
42.035	3929027.514	774070.578	372.329
42.035	3929020.506	774068.638	374.52
42.035	3929019.991	774068.495	374.678
42.035	3929019.577	774068.381	374.806
42.035	3929015.774	774067.328	375.999
42.1	3929405.109	773862.526	370.725
42.1	3929402.074	773865.987	369.407
42.1	3929401.317	773866.849	369.047
42.1	3929400.674	773867.583	368.741
42.1	3929397.429	773871.283	367.361
42.1	3929394.859	773874.213	367.366
42.1	3929390.319	773879.39	367.374
42.1	3929388.982	773880.915	367.369
42.1	3929386.398	773883.861	367.359
42.1	3929380.509	773890.577	367.355
42.1	3929376.78	773894.828	367.338
42.1	3929371.169	773901.226	367.333
42.1	3929367.468	773905.446	367.323
42.1	3929359.881	773914.098	367.302
42.1	3929353.889	773920.93	367.311
42.1	3929345.874	773930.069	367.364
42.1	3929342.609	773933.792	367.385
42.1	3929341.026	773935.598	367.406
42.1	3929336.136	773941.173	367.472
42.1	3929328.921	773949.4	367.551
42.1	3929327.276	773951.276	367.579
42.1	3929323.347	773955.756	367.646
42.1	3929319.539	773960.097	367.67
42.1	3929314.902	773965.385	367.699
42.1	3929311.145	773969.67	367.722
42.1	3929308.261	773972.958	367.724
42.1	3929304.13	773977.668	367.725
42.1	3929302.593	773979.421	367.726
42.1	3929295.301	773987.735	367.698
42.1	3929289.943	773993.845	367.659
42.1	3929283.668	774001	367.562
42.1	3929283.235	774001.495	367.557
42.1	3929282.992	774001.771	367.554
42.1	3929282.164	774002.715	367.539
42.1	3929276.627	774009.029	367.44
42.1	3929271.783	774014.553	367.346
42.1	3929266.771	774020.268	367.238
42.1	3929264.224	774023.171	367.184
42.1	3929261.281	774026.527	367.127
42.1	3929257.436	774030.911	367.054
42.1	3929257.341	774031.02	367.052
42.1	3929250.92	774038.342	366.804
42.1	3929249.663	774039.775	366.737
42.1	3929248.464	774041.142	366.674
42.1	3929242.236	774048.243	366.409
42.1	3929241.078	774049.564	366.157
42.1	3929240.603	774050.106	366.071
42.1	3929240.146	774050.627	365.989
42.1	3929238.968	774051.97	365.733
42.1	3929236.696	774054.56	365.815
42.1	3929235.847	774055.529	365.846
42.1	3929233.276	774058.461	365.939
42.1	3929231.467	774060.523	366.004
42.1	3929231.12	774060.919	366.02
42.1	3929230.919	774061.148	366.029
42.1	3929230.617	774061.492	366.042
42.1	3929229.911	774062.297	366.072
42.1	3929225.276	774067.582	366.33
42.1	3929223.138	774070.021	366.45
42.1	3929220.011	774073.586	366.64
42.1	3929219.671	774073.974	366.661
42.1	3929218.197	774075.654	366.908
42.1	3929217.947	774075.939	366.93
42.1	3929217.623	774076.309	366.958
42.1	3929216.329	774077.784	367.151
42.1	3929214.047	774080.386	367.189
42.1	3929211.347	774083.465	367.212
42.1	3929206.634	774088.84	367.253
42.1	3929206.218	774089.314	367.258
42.1	3929205.953	774089.616	367.255
42.1	3929205.437	774090.204	367.252
42.1	3929200.219	774096.154	367.224
42.1	3929197.964	774098.725	367.212
42.1	3929194.502	774102.672	367.229
42.1	3929192.5	774104.955	367.2
42.1	3929190.14	774107.646	367.166
42.1	3929189.907	774107.912	367.163
42.1	3929185.899	774112.482	367.073
42.1	3929184.073	774114.565	367.033
42.1	3929179.51	774119.768	366.933
42.1	3929178.25	774121.205	366.905
42.1	3929177.947	774121.549	366.899
42.1	3929177.735	774121.791	366.894
42.1	3929177.36	774122.219	366.885
42.1	3929176.728	774122.94	366.87
42.1	3929167.651	774133.29	366.669
42.1	3929166.568	774134.525	366.645
42.1	3929165.302	774135.968	366.616
42.1	3929157.45	774144.922	366.44
42.1	3929155.704	774146.913	366.423
42.1	3929152.452	774150.621	366.401
42.1	3929148.622	774154.989	366.403
42.1	3929147.915	774155.794	366.403
42.1	3929146.022	774157.945	366.404
42.1	3929144.563	774159.603	366.405
42.1	3929140.979	774163.675	366.471
42.1	3929140.848	774163.823	366.474
42.1	3929139.456	774165.405	366.499
42.1	3929135.434	774166.375	366.524
42.1	3929132.936	774165.547	366.478
42.1	3929130.13	774164.617	366.427
42.1	3929127.205	774163.647	366.373
42.1	3929124.803	774162.85	366.174
42.1	3929121.264	774161.677	365.978
42.1	3929120.501	774161.424	365.897
42.1	3929118.387	774160.723	365.67
42.1	3929117.32	774160.369	365.545
42.1	3929115.21	774159.669	365.495
42.1	3929112.017	774158.611	365.356
42.1	3929109.243	774157.691	365.236
42.1	3929106.783	774156.875	365.181
42.1	3929104.385	774156.08	365.161
42.1	3929101.366	774155.079	365.19
42.1	3929096.795	774153.564	365.233
42.1	3929096.795	774153.564	365.233
42.1	3929096.312	774153.403	365.271
42.1	3929096.312	774153.403	365.271
42.1	3929096.312	774153.403	365.271
42.1	3929096.063	774153.321	365.291
42.1	3929096.063	774153.321	365.291
42.1	3929095.874	774153.258	365.214
42.1	3929094.594	774152.834	364.579
42.1	3929093.374	774152.429	363.974
42.1	3929093.089	774152.334	363.857
42.1	3929092.791	774152.236	363.786
42.1	3929090.794	774151.573	363.307
42.1	3929088.933	774150.957	362.861
42.1	3929088.495	774150.811	362.757
42.1	3929087.955	774150.632	362.629
42.1	3929085.556	774149.837	362.052
42.1	3929083.346	774149.104	361.52
42.1	3929082.623	774148.865	361.348
42.1	3929081.975	774148.649	361.291
42.1	3929080.092	774148.025	361.113
42.1	3929078.117	774147.37	360.926
42.1	3929077.563	774147.187	360.877
42.1	3929076.902	774146.967	360.845
42.1	3929074.43	774146.148	360.717
42.1	3929071.801	774145.276	360.582
42.1	3929071.299	774145.109	360.558
42.1	3929070.802	774144.945	360.572
42.1	3929068.086	774144.044	360.659
42.1	3929065.168	774143.077	360.752
42.1	3929064.876	774142.98	360.761
42.1	3929064.688	774142.918	360.891
42.1	3929062.791	774142.289	362.312
42.1	3929060.749	774141.611	363.842
42.1	3929060.715	774141.6	363.866
42.1	3929060.677	774141.587	363.876
42.1	3929059.886	774141.325	364.1
42.1	3929058.185	774140.761	364.582
42.1	3929055.791	774139.967	365.26
42.1	3929055.648	774139.92	365.305
42.1	3929055.528	774139.88	365.322
42.1	3929053.739	774139.287	365.565
42.1	3929053.124	774139.083	365.651
42.1	3929051.053	774138.396	365.943
42.1	3929050.798	774138.312	365.979
42.1	3929050.543	774138.227	366.01
42.1	3929050.403	774138.181	366.027
42.1	3929049.967	774138.036	366.031
42.1	3929046.064	774136.742	366.039
42.1	3929043.023	774135.734	366.046
42.1	3929041.273	774135.154	366.067
42.1	3929039.139	774134.446	366.081
42.1	3929036.333	774133.516	366.092
42.1	3929034.333	774132.852	366.1
42.1	3929031.265	774131.835	366.123
42.1	3929027.841	774130.7	365.363
42.1	3929027.343	774130.535	365.256
42.1	3929027.02	774130.428	365.187
42.1	3929025.132	774129.802	364.761
42.1	3929023.455	774129.245	364.382
42.1	3929020.738	774128.345	365.301
42.1	3929019.72	774128.007	365.653
42.1	3929017.992	774127.434	366.249
42.1	3929015.476	774126.6	367.106
42.1	3929014.146	774126.159	367.558
42.1	3929013.168	774125.835	367.89
42.1	3929011.208	774125.185	368.535
42.1	3929006.475	774123.615	370.069
42.1	3929002.127	774122.174	371.479
42.1	3928999.638	774121.348	372.22
42.1	3928999.029	774121.146	372.407
42.1	3928997.859	774120.759	372.769
42.1	3928991.442	774118.631	374.73
42.1	3928987.77	774117.413	375.851
42.2	3929423.089	773871.739	370.586
42.2	3929422.067	773872.928	370.064
42.2	3929419.86	773875.495	368.986
42.2	3929417.2	773878.588	367.687
42.2	3929416.555	773879.339	367.36
42.2	3929415.305	773880.793	367.361
42.2	3929411.387	773885.349	367.369
42.2	3929408.353	773888.878	367.384
42.2	3929402.486	773895.701	367.413
42.2	3929400.049	773898.535	367.411
42.2	3929388.736	773911.692	367.36
42.2	3929387.899	773912.666	367.356
42.2	3929387.666	773912.937	367.354
42.2	3929387.295	773913.368	367.354
42.2	3929375.021	773927.644	367.335
42.2	3929372.351	773930.748	367.344
42.2	3929368.809	773934.868	367.364
42.2	3929361.611	773943.239	367.398
42.2	3929355.486	773950.362	367.427
42.2	3929349.035	773957.866	367.499
42.2	3929344.927	773962.643	367.57
42.2	3929342.208	773965.805	367.617
42.2	3929337.924	773970.787	367.691
42.2	3929332.157	773977.495	367.768
42.2	3929326.766	773983.765	367.816
42.2	3929320.553	773990.99	367.79
42.2	3929315.49	773996.879	367.769
42.2	3929311.744	774001.235	367.74
42.2	3929302.435	774012.062	367.667
42.2	3929300.15	774014.719	367.629
42.2	3929299.124	774015.912	367.618
42.2	3929298.688	774016.419	367.597
42.2	3929298.181	774017.009	367.573
42.2	3929297.219	774018.128	367.554
42.2	3929294.676	774021.085	367.505
42.2	3929290.58	774025.85	367.4
42.2	3929288.81	774027.908	367.354
42.2	3929285.326	774031.96	367.264
42.2	3929279.567	774038.657	367.149
42.2	3929275.872	774042.955	367.081
42.2	3929271.173	774048.42	366.994
42.2	3929269.413	774050.467	366.766
42.2	3929266.631	774053.703	366.319
42.2	3929266.034	774054.396	366.222
42.2	3929264.072	774056.678	365.843
42.2	3929262.658	774058.322	365.675
42.2	3929259.38	774062.135	365.738
42.2	3929256.156	774065.885	365.8
42.2	3929251.703	774071.064	365.925
42.2	3929248.471	774074.823	366.015
42.2	3929246.925	774076.621	366.094
42.2	3929246.191	774077.475	366.131
42.2	3929245.37	774078.429	366.162
42.2	3929244.748	774079.152	366.185
42.2	3929243.907	774080.131	366.236
42.2	3929240.964	774083.553	366.416
42.2	3929240.224	774084.413	366.457
42.2	3929236.905	774088.274	366.644
42.2	3929235.901	774089.441	366.7
42.2	3929234.775	774090.751	366.733
42.2	3929231.567	774094.482	366.827
42.2	3929227.998	774098.634	366.931
42.2	3929227.221	774099.537	366.961
42.2	3929226.757	774100.077	366.979
42.2	3929226.113	774100.826	366.99
42.2	3929223.976	774103.31	367.027
42.2	3929222.164	774105.418	367.063
42.2	3929218.382	774109.816	367.14
42.2	3929217.564	774110.768	367.155
42.2	3929216.741	774111.726	367.162
42.2	3929212.43	774116.739	367.203
42.2	3929209.475	774120.176	367.231
42.2	3929207.213	774122.806	367.249
42.2	3929206.024	774124.189	367.256
42.2	3929204.553	774125.899	367.266
42.2	3929199.198	774132.128	367.202
42.2	3929198.655	774132.76	367.194
42.2	3929198.365	774133.097	367.19
42.2	3929197.527	774134.071	367.183
42.2	3929192.249	774140.21	367.135
42.2	3929189.567	774143.329	367.079
42.2	3929185.792	774147.719	366.996
42.2	3929184.873	774148.788	366.976
42.2	3929182.91	774151.071	366.961
42.2	3929181.417	774152.808	366.95
42.2	3929178.042	774156.732	366.867
42.2	3929173.477	774162.042	366.857
42.2	3929165.286	774171.568	366.838
42.2	3929164.871	774172.051	366.833
42.2	3929164.776	774172.161	366.831
42.2	3929164.71	774172.238	366.83
42.2	3929164.534	774172.442	366.829
42.2	3929162.656	774174.626	366.813
42.2	3929156.767	774181.475	366.734
42.2	3929151.202	774187.948	366.659
42.2	3929149.688	774189.709	366.639
42.2	3929148.953	774190.563	366.649
42.2	3929148.446	774191.152	366.656
42.2	3929148.091	774191.566	366.587
42.2	3929146.142	774193.832	366.249
42.2	3929144.11	774196.196	365.896
42.2	3929143.838	774196.513	365.844
42.2	3929143.494	774196.912	365.846
42.2	3929142.92	774197.58	365.85
42.2	3929141.67	774199.034	365.863
42.2	3929135.652	774206.032	365.928
42.2	3929134.843	774206.973	365.937
42.2	3929128.875	774213.914	365.998
42.2	3929126.14	774217.095	366.026
42.2	3929125.204	774218.184	365.909
42.2	3929123.87	774219.735	365.742
42.2	3929121.164	774222.882	365.402
42.2	3929121.021	774223.049	365.384
42.2	3929120.943	774223.14	365.375
42.2	3929120.896	774223.194	365.368
42.2	3929120.794	774223.313	365.377
42.2	3929116.395	774228.429	365.596
42.2	3929114.794	774230.291	365.676
42.2	3929111.806	774233.765	365.986
42.2	3929108.58	774236.425	366.055
42.2	3929105.311	774239.121	366.124
42.2	3929103.041	774239.693	366.148
42.2	3929095.996	774241.469	366.221
42.2	3929093.608	774242.071	366.252
42.2	3929092.758	774242.285	366.261
42.2	3929090.332	774242.896	366.276
42.2	3929086.877	774243.767	366.312
42.2	3929086.877	774243.767	366.312
42.2	3929084.834	774244.282	366.333
42.2	3929084.834	774244.282	366.333
42.2	3929084.834	774244.282	366.333
42.2	3929082.054	774244.982	366.362
42.2	3929082.054	774244.982	366.362
42.2	3929080.544	774245.363	365.415
42.2	3929080.035	774245.491	365.11
42.2	3929079.574	774245.607	364.834
42.2	3929078.019	774245.999	363.857
42.2	3929076.747	774246.32	363.506
42.2	3929076.442	774246.397	363.421
42.2	3929076.16	774246.468	363.342
42.2	3929074.867	774246.794	362.985
42.2	3929071.642	774247.607	362.096
42.2	3929071.208	774247.716	361.975
42.2	3929070.836	774247.81	361.871
42.2	3929067.525	774248.644	360.958
42.2	3929063.583	774249.638	360.86
42.2	3929063.517	774249.654	360.858
42.2	3929063.463	774249.668	360.856
42.2	3929062.513	774249.907	360.833
42.2	3929059.515	774250.663	360.759
42.2	3929056.036	774251.54	360.617
42.2	3929055.696	774251.625	360.602
42.2	3929055.347	774251.713	360.586
42.2	3929051.889	774252.585	360.444
42.2	3929048.391	774253.466	360.47
42.2	3929047.613	774253.662	360.479
42.2	3929046.81	774253.865	360.487
42.2	3929043.347	774254.737	360.514
42.2	3929042.093	774255.053	361.759
42.2	3929041.689	774255.155	362.211
42.2	3929041.263	774255.263	362.688
42.2	3929040.041	774255.571	363.912
42.2	3929039.408	774255.73	364.177
42.2	3929038.795	774255.885	364.433
42.2	3929037.672	774256.168	364.847
42.2	3929037.024	774256.331	365.086
42.2	3929035.795	774256.641	365.538
42.2	3929033.031	774257.337	365.611
42.2	3929032.958	774257.356	365.613
42.2	3929032.892	774257.372	365.615
42.2	3929031.304	774257.773	365.656
42.2	3929030.062	774258.086	365.688
42.2	3929027.411	774258.754	366.265
42.2	3929027.295	774258.783	366.291
42.2	3929027.182	774258.811	366.316
42.2	3929024.521	774259.482	366.896
42.2	3929018.141	774261.09	366.956
42.2	3929017.336	774261.293	366.963
42.2	3929016.518	774261.499	366.971
42.2	3929010.127	774263.109	367.03
42.2	3929007.894	774263.672	367.052
42.2	3929005.719	774264.22	367.073
42.2	3928996.535	774266.535	367.119
42.2	3928996.282	774266.598	367.12
42.2	3928996.086	774266.648	367.121
42.2	3928994.775	774266.978	367.128
42.2	3928986.519	774269.059	367.175
42.2	3928978.588	774271.058	367.227
42.2	3928973.779	774272.27	367.271
42.2	3928962.989	774274.989	367.372
42.2	3928960.41	774275.639	367.393
42.2	3928959.094	774275.971	367.399
42.2	3928956.209	774276.697	367.402
42.2	3928944.619	774279.618	367.396
42.2	3928937.096	774281.514	367.393
42.2	3928928.199	774283.757	367.42
42.2	3928920.351	774285.734	367.396
42.2	3928914.003	774287.334	367.377
42.2	3928910.819	774288.137	367.366
42.2	3928901.1	774290.586	367.333
42.2	3928893.28	774292.557	367.307
42.2	3928890.896	774293.158	367.303
42.2	3928886.039	774294.382	367.305
42.2	3928878.871	774296.188	367.516
42.2	3928871.358	774298.082	367.737
42.2	3928865.792	774299.484	368.041
42.2	3928852.018	774302.956	367.964
42.2	3928851.567	774303.069	367.961
42.2	3928851.401	774303.111	367.951
42.2	3928851.046	774303.2	367.928
42.2	3928837.184	774306.694	367.419
42.2	3928831.297	774308.178	367.418
42.2	3928823.565	774310.126	367.414
42.2	3928816.854	774311.817	367.411
42.2	3928813.575	774312.644	367.539
42.2	3928810.611	774313.391	367.406
42.2	3928805.516	774314.675	367.404
42.2	3928801.632	774315.654	367.406
42.2	3928799.933	774316.082	367.406
42.2	3928792.568	774317.938	367.398
42.2	3928792.151	774318.043	367.407
42.2	3928785.962	774319.603	367.534
42.2	3928784.387	774320	367.535
42.2	3928782.024	774320.595	367.536
42.2	3928776.748	774321.925	367.603
42.2	3928770.752	774323.436	367.995
42.2	3928770.169	774323.583	368.033
42.2	3928769.478	774323.757	368.056
42.2	3928762.692	774325.467	368.274
42.2	3928758.992	774326.4	368.996
42.2	3928753.4	774327.809	368.884
42.2	3928745.264	774329.859	368.72
42.3	3929431.925	773881.139	369.088
42.3	3929431.692	773881.462	368.947
42.3	3929431.48	773881.754	368.818
42.3	3929429.089	773885.065	367.442
42.3	3929427.752	773886.916	367.444
42.3	3929422.969	773893.537	367.451
42.3	3929421.898	773895.019	367.455
42.3	3929420.111	773897.493	367.461
42.3	3929414.717	773904.96	367.472
42.3	3929411.009	773910.093	367.415
42.3	3929404.784	773918.711	367.377
42.3	3929403.74	773920.156	367.37
42.3	3929397.387	773928.951	367.331
42.3	3929394.155	773933.425	367.325
42.3	3929384.209	773947.194	367.361
42.3	3929383.303	773948.448	367.364
42.3	3929382.694	773949.291	367.368
42.3	3929379.344	773953.928	367.39
42.3	3929370.554	773966.096	367.441
42.3	3929369.068	773968.155	367.457
42.3	3929367.467	773970.37	367.484
42.3	3929356.163	773986.018	367.652
42.3	3929353.091	773990.271	367.698
42.3	3929349.7	773994.966	367.733
42.3	3929342.754	774004.581	367.804
42.3	3929340.029	774008.355	367.794
