  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 41.72000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  368.1000       6.5740        1263.5370      700.0000     1.085940     0.6120138D+01     0.4724305D+00    -0.2239599D-03
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 42.70000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  362.2170       0.5400           8.4440        1.0000     1.047040     0.6927792D-13     0.1039169D-12     0.0000000D+00
  364.3710       2.6940          61.2970       21.0000     1.241830    -0.1563194D-12    -0.7851497D-12     0.0000000D+00
  365.5070       3.8300          97.2230       41.0000     1.282490     0.7105427D-13     0.1293188D-11     0.1653598D-02
  366.2180       4.5410         154.2400       61.0000     1.415210     0.3591615D+02    -0.6394885D-12     0.1284204D-01
  366.2950       4.6180         297.1920       81.0000     1.464240    -0.4544307D+02    -0.1510168D+01    -0.5466227D-01
  366.4260       4.7490         348.3200      101.0000     1.398040    -0.1044236D+02     0.8970108D+00    -0.2577473D-01
  366.5420       4.8650         394.4280      121.0000     1.336520     0.4712358D+01     0.1190502D+01    -0.8069282D-03
  366.6520       4.9750         437.8800      141.0000     1.289870     0.1028919D+02     0.1256327D+01     0.1036239D-01
  366.7530       5.0760         478.3010      161.0000     1.254940     0.9837039D+01     0.6832744D+00     0.1349086D-01
  366.8480       5.1710         516.5080      181.0000     1.228380     0.6752001D+01     0.4663859D-01     0.1182110D-01
  366.9370       5.2600         552.5680      201.0000     1.207240     0.2788744D+01    -0.7010469D+00     0.8660130D-02
  367.0220       5.3450         586.9710      221.0000     1.190330    -0.6990968D+00    -0.1197620D+01     0.4742054D-02
  367.1030       5.4260         620.2810      241.0000     1.176540    -0.3601941D+01    -0.1515155D+01     0.1128027D-02
  367.1810       5.5040         652.3720      261.0000     1.165150    -0.5032866D+01    -0.1490091D+01    -0.1826192D-02
  367.2560       5.5790         683.4760      281.0000     1.155640    -0.5033573D+01    -0.1201126D+01    -0.3803896D-02
  367.3270       5.6500         716.3790      301.0000     1.150470    -0.6811555D+01    -0.1031946D+01    -0.7426401D-02
  367.3960       5.7190         746.7300      321.0000     1.144270    -0.5228695D+01    -0.5164745D+00    -0.7881848D-02
  367.4640       5.7870         776.3720      341.0000     1.138720    -0.1728129D+01     0.5932980D+00    -0.7163213D-02
  367.5280       5.8510         805.1230      361.0000     1.134010     0.2214696D+01     0.1272736D+01    -0.5555756D-02
  367.5920       5.9150         833.7150      381.0000     1.129790     0.7706865D+01     0.2736478D+01    -0.3189007D-02
  367.6540       5.9770         861.6360      401.0000     1.126100     0.1402489D+02     0.4270357D+01    -0.2756459D-03
  367.7140       6.0370         888.9980      421.0000     1.122900     0.2080280D+02     0.5793167D+01     0.2940018D-02
  367.7460       6.0690         942.8610      441.0000     1.132960    -0.1450560D+02    -0.2457840D+01    -0.6873817D-02
  367.8000       6.1230         971.7240      461.0000     1.131300    -0.1161405D+02    -0.2214105D+01    -0.4541094D-02
  367.8530       6.1760        1000.3230      481.0000     1.129420    -0.8643433D+01    -0.1847882D+01    -0.1836909D-02
  367.9040       6.2270        1028.4080      501.0000     1.127480    -0.6139538D+01    -0.1799967D+01     0.8761658D-03
  367.9550       6.2780        1055.9140      521.0000     1.125580    -0.3030410D+01    -0.1326943D+01     0.3348532D-02
  368.0050       6.3280        1082.6900      541.0000     1.123920     0.4344010D-01    -0.8602685D+00     0.5189069D-02
  368.0540       6.3770        1109.3150      561.0000     1.122100     0.2314794D+01    -0.4419044D+00     0.6631865D-02
  368.1020       6.4250        1135.2410      581.0000     1.120330     0.4150801D+01    -0.1127886D+00     0.7311659D-02
  368.1490       6.4720        1160.8820      601.0000     1.118570     0.4966049D+01     0.8738668D-01     0.7125030D-02
  368.1950       6.5180        1186.0050      621.0000     1.116860     0.4833365D+01     0.1203711D+00     0.5901390D-02
  368.2410       6.5640        1210.7260      641.0000     1.115170     0.3995201D+01     0.3926206D+00     0.3449529D-02
  368.2860       6.6090        1235.0110      661.0000     1.113480     0.1785638D+01     0.4348572D+00    -0.2721865D-03
  368.3300       6.6530        1258.9420      681.0000     1.111870    -0.2007913D+01     0.2123823D+00    -0.5442007D-02
  368.3720       6.6950        1281.7900      700.0000     1.110370    -0.7171780D+01     0.2379219D+00    -0.1196179D-01
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 42.80000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  361.8370       0.5770           6.7060        1.0000     1.030540    -0.7169611D-04     0.2664535D-14     0.0000000D+00
  363.5340       2.2740          51.4270       21.0000     1.017630     0.1477156D-02     0.0000000D+00     0.0000000D+00
  364.3570       3.0970          80.0780       41.0000     1.017060    -0.5796818D-02    -0.6060187D+00     0.2110258D-01
  364.9930       3.7330         104.2480       61.0000     1.017470     0.9195800D-02     0.5128264D+01    -0.7882223D-01
  365.5350       4.2750         126.1200       81.0000     1.017200    -0.6556263D-02    -0.9594182D+01     0.2894200D-01
  366.0180       4.7580         146.5780      101.0000     1.017710     0.1751821D-02    -0.6569796D+01     0.1401851D+00
  366.3830       5.1230         185.2850      121.0000     1.101970     0.3168057D+02     0.1301073D+02     0.1079103D+00
  366.5320       5.2720         388.6590      141.0000     1.330780    -0.3785642D+02     0.1580341D+02    -0.1115748D+00
  366.5640       5.3040         401.7500      161.0000     1.320560    -0.2726189D+02     0.1226815D+01    -0.1003103D+00
  366.6650       5.4050         442.4090      181.0000     1.288460    -0.2514980D+01    -0.4142476D+00    -0.6712885D-01
  366.7590       5.4990         480.7390      201.0000     1.259060     0.9629495D+01    -0.1626378D+01    -0.3968935D-01
  366.8470       5.5870         516.2890      221.0000     1.233980     0.1459066D+02    -0.2552217D+01    -0.1893146D-01
  366.9300       5.6700         550.2090      241.0000     1.212280     0.1463013D+02    -0.3255113D+01    -0.3380993D-02
  367.0090       5.7490         582.7280      261.0000     1.193550     0.1189199D+02    -0.3725086D+01     0.7772125D-02
  367.0850       5.8250         613.8470      281.0000     1.177440     0.8066984D+01    -0.3885655D+01     0.1516245D-01
  367.1590       5.8990         643.8980      301.0000     1.163410     0.4078820D+01    -0.3600591D+01     0.1952057D-01
  367.2300       5.9700         673.1370      321.0000     1.151090    -0.5465411D-01    -0.3265025D+01     0.2163495D-01
  367.2990       6.0390         701.4090      341.0000     1.140270    -0.3408921D+01    -0.2709544D+01     0.2184140D-01
  367.3650       6.1050         728.9000      361.0000     1.130710    -0.6290510D+01    -0.2343224D+01     0.2077780D-01
  367.4300       6.1700         755.4510      381.0000     1.122310    -0.7663712D+01    -0.1639857D+01     0.1843664D-01
  367.4930       6.2330         781.6390      401.0000     1.114700    -0.8438999D+01    -0.9901781D+00     0.1554312D-01
  367.5550       6.2950         807.1870      421.0000     1.107790    -0.7956579D+01    -0.1365154D+00     0.1219974D-01
  367.6150       6.3550         832.1710      441.0000     1.101560    -0.6793049D+01     0.5179702D+00     0.8755242D-02
  367.6740       6.4140         856.6150      461.0000     1.095960    -0.4664507D+01     0.1253436D+01     0.5248591D-02
  367.7310       6.4710         880.6330      481.0000     1.090910    -0.2296634D+01     0.1658152D+01     0.2046599D-02
  367.7880       6.5280         904.8530      501.0000     1.086990     0.4357084D+00     0.2399573D+01    -0.1583164D-02
  367.8430       6.5830         929.2190      521.0000     1.083900     0.2449963D+01     0.2704004D+01    -0.4951480D-02
  367.8960       6.6360         953.4480      541.0000     1.081540     0.3807215D+01     0.2513166D+01    -0.7894436D-02
  367.9490       6.6890         977.7340      561.0000     1.079320     0.5063859D+01     0.2533652D+01    -0.9921753D-02
  368.0010       6.7410        1001.6450      581.0000     1.077260     0.5945382D+01     0.2354603D+01    -0.1085210D-01
  368.0520       6.7920        1025.2600      601.0000     1.075330     0.6146139D+01     0.1938920D+01    -0.1057407D-01
  368.1020       6.8420        1048.5690      621.0000     1.073530     0.5451565D+01     0.1251784D+01    -0.9017114D-02
  368.1510       6.8910        1071.5810      641.0000     1.071840     0.3633783D+01     0.2606969D+00    -0.6101736D-02
  368.1990       6.9390        1094.0170      661.0000     1.070250     0.7618004D+00    -0.1064480D+01    -0.1769512D-02
  368.2470       6.9870        1116.4170      681.0000     1.068700    -0.3542679D+01    -0.2361758D+01     0.4186600D-02
  368.2910       7.0310        1137.4350      700.0000     1.067270    -0.9520524D+01    -0.4215313D+01     0.1123755D-01
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 42.89500000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  361.6530       0.6620           6.6450        1.0000     1.000000     0.3262728D-01     0.2165364D-01    -0.1593140D-05
  363.3050       2.3140          49.4780       21.0000     1.000000    -0.5053158D+00    -0.2915863D+00     0.3122135D-04
  364.1520       3.1610          79.2890       41.0000     1.000000     0.1502233D+01     0.6984738D+00    -0.1345285D-03
  364.7580       3.7670         103.4750       61.0000     1.004570    -0.8413935D+00    -0.1041733D+00     0.2270264D-03
  365.2620       4.2710         125.3310       81.0000     1.011400    -0.1782802D+01    -0.7859676D+00    -0.1672589D-03
  365.7150       4.7240         146.2790      101.0000     1.017030     0.2490076D+01    -0.4757856D-01     0.4513283D-04
  366.1060       5.1150         180.3270      121.0000     1.092870    -0.8954251D+00     0.1116268D+01     0.1172475D-02
  366.3990       5.4080         328.6300      141.0000     1.416980     0.5557883D-01    -0.6070898D+00    -0.8628890D-01
  366.4240       5.4330         338.6780      161.0000     1.422900    -0.3290040D-01     0.2531436D-01    -0.8194848D-01
  366.5500       5.5590         388.9350      181.0000     1.430760    -0.5534666D-01    -0.1782732D+00    -0.5600852D-01
  366.6660       5.6750         435.1460      201.0000     1.414680     0.4142794D-01     0.2176909D+00    -0.3063938D-01
  366.7690       5.7780         476.3870      221.0000     1.392120    -0.3000441D-01     0.3161453D-02    -0.1300181D-01
  366.8660       5.8750         515.1620      241.0000     1.367880     0.1296586D-01     0.2568755D-01    -0.1666480D-02
  366.9570       5.9660         551.6450      261.0000     1.344480    -0.1021994D-01    -0.4075155D-02     0.4531698D-02
  367.0430       6.0520         586.2050      281.0000     1.322830    -0.7400759D-01    -0.1066808D+00     0.7009039D-02
  367.1260       6.1350         619.3380      301.0000     1.303060     0.1236384D+00     0.1500383D-01     0.6818265D-02
  367.2050       6.2140         651.1860      321.0000     1.285130     0.3547963D-01    -0.1615318D-01     0.5338382D-02
  367.2810       6.2900         681.8910      341.0000     1.268900    -0.8222794D-01    -0.7125068D-01     0.3199667D-02
  367.3550       6.3640         711.5960      361.0000     1.254270     0.2745835D-01     0.2579253D-01     0.7373139D-03
  367.4260       6.4350         740.2880      381.0000     1.241130    -0.2795258D-01    -0.7660840D-01    -0.1429983D-02
  367.4960       6.5050         768.3300      401.0000     1.229190     0.1932041D+00     0.1196018D+00    -0.3289441D-02
  367.5630       6.5720         795.6720      421.0000     1.218380    -0.6863446D-01    -0.2071463D-01    -0.4341342D-02
  367.6290       6.6380         822.3390      441.0000     1.208590    -0.3218506D-01     0.4035029D-01    -0.4883246D-02
  367.6930       6.7020         848.3880      461.0000     1.199630    -0.1605268D+00    -0.4163375D-01    -0.4661317D-02
  367.7560       6.7650         873.8900      481.0000     1.191460    -0.1211586D+00     0.6111831D-02    -0.3919591D-02
  367.8180       6.8270         898.8730      501.0000     1.183990     0.5699860D-01     0.1574124D+00    -0.2731761D-02
  367.8780       6.8870         923.1450      521.0000     1.177210     0.1585709D+00     0.5249524D-01    -0.1207973D-02
  367.9370       6.9460         947.2160      541.0000     1.170930     0.7822571D-01    -0.1017550D-01     0.5104556D-03
  367.9950       7.0040         970.8980      561.0000     1.165140     0.2988478D-02    -0.5280719D-01     0.2189640D-02
  368.0520       7.0610         994.1770      581.0000     1.159810    -0.5412809D-01    -0.9663585D-01     0.3600112D-02
  368.1080       7.1170        1017.1140      601.0000     1.154880    -0.1551211D+00    -0.1619938D+00     0.4532351D-02
  368.1640       7.1730        1039.6960      621.0000     1.150320     0.1203637D+00     0.9620704D-01     0.4656967D-02
  368.2180       7.2270        1061.9610      641.0000     1.146100    -0.8302607D-01    -0.6437716D-01     0.3882828D-02
  368.2720       7.2810        1083.9160      661.0000     1.142180     0.4378611D-01     0.7280685D-01     0.1781151D-02
  368.3250       7.3340        1105.4640      681.0000     1.138610     0.1884158D+00     0.1255090D+00    -0.1894974D-02
  368.3740       7.3830        1125.8770      700.0000     1.135460    -0.1516626D+00    -0.8176570D-01    -0.6932426D-02
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 42.90000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  361.5620       0.5750           7.3130        1.0000     1.000000     0.4217550D-02     0.2890977D-01     0.1583063D-04
  362.9890       2.0020          50.9240       21.0000     1.000000    -0.4677954D-01    -0.2846258D+00    -0.1739388D-03
  363.7660       2.7790          80.9360       41.0000     1.000000     0.9450795D-01     0.4841969D+00     0.3373182D-03
  364.3430       3.3560         105.8750       61.0000     1.002580     0.1039279D-01     0.1143707D+00     0.1024651D-03
  364.8290       3.8420         128.5140       81.0000     1.006920    -0.1124974D+00    -0.3335612D+00    -0.5345301D-03
  365.2600       4.2730         149.6670      101.0000     1.011200    -0.4871527D-01    -0.3659686D+00    -0.7650486D-04
  365.6450       4.6580         169.4570      121.0000     1.015930     0.1728056D+00    -0.1198383D+00     0.5968048D-03
  366.0030       5.0160         189.2860      141.0000     1.022770    -0.7393177D-01     0.1058257D+01    -0.2674450D-03
  366.2830       5.2960         233.9090      161.0000     1.126020     0.2230904D+02    -0.5817408D+00     0.6009904D-01
  366.3850       5.3980         351.6070      181.0000     1.376550    -0.2826970D+02     0.8562118D+00    -0.8900959D-01
  366.4920       5.5050         394.4960      201.0000     1.401440    -0.9878577D+01    -0.1026622D+01    -0.4712359D-01
  366.6040       5.6170         439.9720      221.0000     1.404900     0.9958202D+00    -0.5918758D+00    -0.1502504D-01
  366.7090       5.7220         482.3320      241.0000     1.394360     0.6080326D+01    -0.3874394D-01     0.4621284D-02
  366.8070       5.8200         522.2340      261.0000     1.378210     0.7144134D+01     0.3816428D+00     0.1388561D-01
  366.8980       5.9110         558.8830      281.0000     1.360560     0.6638476D+01     0.4241236D+00     0.1592406D-01
  366.9840       5.9970         593.9430      301.0000     1.342560     0.4746519D+01     0.3273890D+00     0.1394816D-01
  367.0660       6.0790         627.4320      321.0000     1.325320     0.2483197D+01     0.1775267D+00     0.9562137D-02
  367.1450       6.1580         659.5680      341.0000     1.309100     0.4217160D+00     0.1065294D+00     0.4159769D-02
  367.2210       6.2340         690.4090      361.0000     1.294050    -0.1239571D+01     0.2193324D-01    -0.1156334D-02
  367.2940       6.3070         720.4110      381.0000     1.280050    -0.2813748D+01    -0.1664133D+00    -0.5496911D-02
  367.3650       6.3780         749.5220      401.0000     1.267160    -0.3792475D+01    -0.2610713D+00    -0.8740987D-02
  367.4350       6.4480         777.8140      421.0000     1.255300    -0.3825041D+01    -0.2761923D-01    -0.1079196D-01
  367.5020       6.5150         805.3830      441.0000     1.244370    -0.3846141D+01    -0.1020043D+00    -0.1115328D-01
  367.5670       6.5800         832.0910      461.0000     1.234390    -0.3383911D+01    -0.2553497D+00    -0.1021634D-01
  367.6310       6.6440         858.3730      481.0000     1.225120    -0.2537582D+01    -0.2251201D+00    -0.8112951D-02
  367.6940       6.7070         884.0790      501.0000     1.216510    -0.1252359D+01    -0.4198640D-01    -0.5081580D-02
  367.7550       6.7680         909.2810      521.0000     1.208570    -0.1466663D+00    -0.6727715D-01    -0.1440402D-02
  367.8150       6.8280         933.9630      541.0000     1.201230     0.1098477D+01    -0.1343318D-01     0.2362193D-02
  367.8740       6.8870         958.2170      561.0000     1.194440     0.2257093D+01     0.9082287D-01     0.5908569D-02
  367.9320       6.9450         982.0490      581.0000     1.188130     0.3181866D+01     0.2173413D+00     0.8765179D-02
  367.9890       7.0020        1005.4990      601.0000     1.182280     0.3687029D+01     0.3386137D+00     0.1042416D-01
  368.0440       7.0570        1028.3260      621.0000     1.176890     0.3460823D+01     0.6636090D-01     0.1045698D-01
  368.0990       7.1120        1051.0310      641.0000     1.171820     0.2679662D+01     0.9214177D-01     0.8272327D-02
  368.1530       7.1660        1073.4150      661.0000     1.167080     0.9823497D+00     0.3483496D-01     0.3403369D-02
  368.2060       7.2190        1095.5120      681.0000     1.162660    -0.1804518D+01    -0.1299660D+00    -0.4667978D-02
  368.2560       7.2690        1116.2230      700.0000     1.158720    -0.5376236D+01    -0.1879894D+00    -0.1592452D-01
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 43.00000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  361.3870       0.7200           6.8410        1.0000     1.000000     0.1264841D-02     0.4176759D-02     0.1718135D-05
  362.9790       2.3120          47.2640       21.0000     1.000000    -0.1783388D-01    -0.5911125D-01    -0.2010647D-04
  363.8410       3.1740          75.1700       41.0000     1.000000     0.5449831D-01     0.1818340D+00     0.3906061D-04
  364.4810       3.8140          98.3310       61.0000     1.002380    -0.4887639D-01    -0.1666292D+00     0.3141867D-04
  365.0400       4.3730         119.8750       81.0000     1.006120    -0.1536498D-01    -0.4397950D-01    -0.1472845D-03
  365.5450       4.8780         140.3940      101.0000     1.009600     0.4226292D-01     0.1353697D+00     0.1357952D-03
  366.0090       5.3420         160.2340      121.0000     1.012850    -0.1595083D-01    -0.5166053D-01    -0.4060158D-04
  366.1250       5.4580         244.1270      141.0000     1.241990     0.1286244D+02    -0.1533541D+00     0.2403104D-01
  366.3110       5.6440         339.1490      161.0000     1.376310    -0.1387150D+02     0.3960223D+01    -0.3111298D-01
  366.3900       5.7230         371.0800      181.0000     1.384680    -0.1313847D+02    -0.3486894D+01    -0.2315853D-01
  366.5070       5.8400         418.3510      201.0000     1.380630    -0.8520496D+01    -0.2485011D+01    -0.8996593D-02
  366.6120       5.9450         461.0200      221.0000     1.364700    -0.1450665D+01    -0.1278950D+01     0.5133455D-02
  366.7090       6.0420         500.5890      241.0000     1.345370     0.7238635D+01     0.2144141D+00     0.1634763D-01
  366.7990       6.1320         538.0710      261.0000     1.325170     0.1623384D+02     0.1731414D+01     0.2529724D-01
  366.8840       6.2170         573.5260      281.0000     1.305440     0.2594483D+02     0.3397407D+01     0.3239338D-01
  366.9640       6.2970         607.5220      301.0000     1.287130     0.3539125D+02     0.4943952D+01     0.3792334D-01
  367.0100       6.3430         687.0510      321.0000     1.337820    -0.1881946D+02    -0.2172970D+01    -0.2023455D-01
  367.0810       6.4140         723.8820      341.0000     1.325290    -0.1618159D+02    -0.1597756D+01    -0.1910613D-01
  367.1470       6.4800         758.6520      361.0000     1.313220    -0.1393346D+02    -0.1736892D+01    -0.1726250D-01
  367.2130       6.5460         792.9370      381.0000     1.301480    -0.1098686D+02    -0.1185798D+01    -0.1520139D-01
  367.2760       6.6090         826.1430      401.0000     1.290310    -0.8547281D+01    -0.9401887D+00    -0.1265148D-01
  367.3380       6.6710         858.3610      421.0000     1.279790    -0.5671028D+01    -0.4301957D+00    -0.9978691D-02
  367.3970       6.7300         889.7190      441.0000     1.269970    -0.3696858D+01    -0.3848578D+00    -0.7047088D-02
  367.4550       6.7880         919.9700      461.0000     1.260960    -0.1313112D+01    -0.1881530D+00    -0.4307112D-02
  367.5120       6.8450         950.0440      481.0000     1.252250     0.4895597D+00     0.1251591D+00    -0.1359332D-02
  367.5680       6.9010         979.1190      501.0000     1.244070     0.2479224D+01     0.5220499D+00     0.1428864D-02
  367.6210       6.9540        1007.5470      521.0000     1.236440     0.3163995D+01     0.2203807D+00     0.4067404D-02
  367.6740       7.0070        1035.4710      541.0000     1.229340     0.4018803D+01     0.2951088D+00     0.6127982D-02
  367.7260       7.0590        1062.8730      561.0000     1.222730     0.4476590D+01     0.3505806D+00     0.7572062D-02
  367.7770       7.1100        1089.7840      581.0000     1.216590     0.4478873D+01     0.3604794D+00     0.8241300D-02
  367.8270       7.1600        1116.1700      601.0000     1.210870     0.4037310D+01     0.2997458D+00     0.8006105D-02
  367.8760       7.2090        1142.2070      621.0000     1.205530     0.2958453D+01     0.1445070D+00     0.6729039D-02
  367.9250       7.2580        1167.8310      641.0000     1.200540     0.1787190D+01     0.2859991D+00     0.4100772D-02
  367.9720       7.3050        1193.0720      661.0000     1.195880    -0.5134272D+00    -0.1197628D+00     0.2842542D-03
  368.0190       7.3520        1217.9620      681.0000     1.191530    -0.3004731D+01    -0.2600806D+00    -0.5225289D-02
  368.0630       7.3960        1241.3140      700.0000     1.187640    -0.5912061D+01    -0.4305572D+00    -0.1204220D-01
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 43.10000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  361.0640       0.9010           7.7720        1.0000     1.000000    -0.1093666D-02    -0.9843927D-02    -0.9992007D-15
  362.4650       2.3020          50.6620       21.0000     1.000000     0.9887409D-02     0.5910743D-01     0.2220446D-14
  363.2220       3.0590          78.0810       41.0000     1.001750    -0.1168060D-01     0.1706833D-01    -0.1110223D-14
  363.8220       3.6590         101.8890       61.0000     1.005130    -0.1965848D-01    -0.2150197D+00     0.2340538D-01
  364.3550       4.1920         124.6610       81.0000     1.007710     0.2976042D-01    -0.2539255D-01    -0.4893979D-01
  364.8410       4.6780         147.0210      101.0000     1.010780     0.2076807D-01     0.3300989D+00    -0.2664750D-01
  365.2790       5.1160         168.6580      121.0000     1.014310    -0.4556697D-01     0.1117807D+00     0.3372502D-01
  365.6850       5.5220         189.9590      141.0000     1.017950     0.1758380D-01    -0.4539525D+00     0.1029196D+00
  366.0960       5.9330         251.8990      161.0000     1.133980     0.9645147D+01     0.1861534D+00     0.5726241D-01
  366.2390       6.0760         322.8500      181.0000     1.266030    -0.4822141D+01     0.1149607D+01    -0.5369038D-01
  366.3900       6.2270         372.7670      201.0000     1.298080    -0.7644816D+01     0.1590031D+01    -0.6629323D-01
  366.5130       6.3500         413.5450      221.0000     1.303330    -0.1147515D+02    -0.1764429D+01    -0.5822377D-01
  366.6270       6.4640         451.6820      241.0000     1.297250    -0.1183151D+02    -0.4225137D+01    -0.4207676D-01
  366.7360       6.5730         488.1080      261.0000     1.285710    -0.6243165D+01    -0.4263845D+01    -0.2314993D-01
  366.8340       6.6710         520.8610      281.0000     1.273440     0.5074435D+01    -0.2934342D+01    -0.6242136D-02
  366.9290       6.7660         552.8050      301.0000     1.260670     0.2214432D+02     0.1187615D+01     0.9106784D-02
  367.0200       6.8570         583.5370      321.0000     1.248150     0.4422474D+02     0.7628075D+01     0.2224289D-01
  367.1070       6.9440         613.0630      341.0000     1.236350     0.7021096D+02     0.1593962D+02     0.3286714D-01
  367.1900       7.0270         642.6430      361.0000     1.227200     0.9754238D+02     0.2557103D+02     0.3923311D-01
  367.2130       7.0500         812.8500      381.0000     1.269230    -0.5632408D+02     0.1420396D+02    -0.3862014D-02
  367.2140       7.0510         813.4000      401.0000     1.269300    -0.5615875D+02    -0.5416761D+01    -0.3981247D-02
  367.2300       7.0670         822.2170      421.0000     1.267440    -0.5347874D+02    -0.1930476D+02    -0.2942257D-02
  367.2890       7.1260         854.4590      441.0000     1.259780    -0.4259923D+02    -0.1609441D+02     0.1144948D-02
  367.3450       7.1820         885.3350      461.0000     1.252220    -0.3180638D+02    -0.1318644D+02     0.4510474D-02
  367.4020       7.2390         916.4810      481.0000     1.244530    -0.2026744D+02    -0.9143898D+01     0.7115697D-02
  367.4560       7.2930         945.9520      501.0000     1.237360    -0.9526020D+01    -0.5851336D+01     0.8699831D-02
  367.5100       7.3470         975.4220      521.0000     1.230330     0.4832287D+00    -0.2231464D+01     0.9387353D-02
  367.5620       7.3990        1004.2340      541.0000     1.223620     0.8477378D+01     0.6447363D+00     0.9267479D-02
  367.6130       7.4500        1032.4710      561.0000     1.217260     0.1465715D+02     0.3022445D+01     0.8234529D-02
  367.6640       7.5010        1060.1310      581.0000     1.211200     0.1919486D+02     0.5147698D+01     0.6208669D-02
  367.7130       7.5500        1087.2460      601.0000     1.205330     0.2037591D+02     0.5973312D+01     0.3652976D-02
  367.7610       7.5980        1113.7660      621.0000     1.199630     0.1852175D+02     0.5769289D+01     0.4716047D-03
  367.8080       7.6450        1139.8190      641.0000     1.194170     0.1315345D+02     0.4379698D+01    -0.3369317D-02
  367.8540       7.6910        1165.4410      661.0000     1.189000     0.3919180D+01     0.1660876D+01    -0.7883687D-02
  367.9000       7.7370        1190.6810      681.0000     1.184090    -0.9297373D+01    -0.2179577D+01    -0.1323475D-01
  367.9430       7.7800        1214.3210      700.0000     1.179660    -0.2615009D+02    -0.7271585D+01    -0.1891914D-01
  
  AUSGABEDATEI FUER DIE WERTEPAARE DES PROFILS 43.20000000000000 !!
  -----------------------------------------------------------------------------------
    WSP in mNN      TIEFE in m        A in qm         Q in m3/s         ALPHA [-]        DEL A             DEL Q            DEL ALPHA  
  --**.********-------**.********----**.********-------**.********-------**.********-------**.********----  ---**.********- -----**.********
  360.8150       0.7230           7.4410        1.0000     1.000000    -0.1264903D-02     0.8025446D+00     0.1762916D-02
  362.2170       2.1250          47.6440       21.0000     1.000000     0.8609047D-02    -0.4750425D+01    -0.1252193D-01
  363.0180       2.9260          74.5150       41.0000     1.000000    -0.6580647D-03     0.3300417D+01     0.1302535D-01
  363.6640       3.5720          98.2250       61.0000     1.000000    -0.4364695D-01     0.4435444D+01     0.1173710D-01
  364.2470       4.1550         121.1830       81.0000     1.000000     0.5126367D-01     0.1206226D+01    -0.4688672D-02
  364.7850       4.6930         144.1380      101.0000     1.000000     0.1535404D-01    -0.3159882D+01    -0.1884902D-01
  365.2600       5.1680         165.9750      121.0000     1.000000    -0.4999061D-01    -0.5865695D+01    -0.1256722D-01
  365.6860       5.5940         186.8590      141.0000     1.000000     0.2033377D-01    -0.3947360D+01     0.2618386D-01
  366.0740       5.9820         235.5460      161.0000     1.092550    -0.4127097D+01     0.4760797D+01     0.1300550D-01
  366.2740       6.1820         285.4090      181.0000     1.183000     0.4996057D+01     0.4023267D+01    -0.1436427D-01
  366.4390       6.3470         333.6120      201.0000     1.237190     0.1228543D+01     0.2718226D+01    -0.2723624D-02
  366.5820       6.4900         375.9860      221.0000     1.259310     0.2652435D+01     0.1247454D+01    -0.3791638D-02
  366.7110       6.6190         414.7460      241.0000     1.265750     0.1170526D+02     0.1656104D-01     0.6827388D-02
  366.8260       6.7340         451.1380      261.0000     1.264090     0.2646043D+02    -0.1460542D+01     0.1172876D-01
  366.9290       6.8370         573.8170      281.0000     1.286170    -0.4288216D+02    -0.3327032D+01    -0.1318480D-01
