       Stat Kenn   Abfluss     Sohle     h_WSP       hen      h_BV    Boe_li    Boe_re     v_m  tau_fl      Q_li      Q_fl      Q_re lamb_li lamb_fl lamb_re      f_li      f_fl      f_re     br_li     br_fl     br_re    WehrOK  BrueckOK  BrueckUK   BrueckB    RohrDN   AlphaIW   AlphaEW    I_Reib
         km    -     m^3/s       mNN       mNN       mNN       mNN       mNN       mNN     m/s   N/m^2     m^3/s     m^3/s     m^3/s       -       -       -       m^2       m^2         m         m         m         m       mNN       mNN       mNN         m         m         -         -         -
    45.6000    n    81.000   357.376   361.309   361.331   363.476   364.480   363.476   0.666    2.69     0.000    81.000     0.000  0.0000  0.0485  0.0000     0.000   121.575     0.000     0.000    42.864     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.7000    n    81.000   358.597   361.918   361.936   363.488   363.488   363.553   0.596    2.21     0.000    81.000     0.000  0.0000  0.0498  0.0000     0.000   135.934     0.000     0.000    59.684     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.8000    n    81.000   358.910   362.372   362.391   362.508   362.508   363.358   0.609    2.43     0.000    81.000     0.000  0.0000  0.0524  0.0000     0.000   133.070     0.000     0.000    52.996     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.9000    n    81.000   359.301   362.955   362.973   362.010   362.010   363.252   0.594    2.44     0.374    80.626     0.000  0.1037  0.0542  0.0000     2.002   134.260     0.000     4.232    52.212     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00715   1.01648   0.00010
    46.0000    n    81.000   359.857   362.746   362.755   361.418   361.418   362.276   0.407    1.24    23.890    56.809     0.301  0.0426  0.0576  0.1029    59.617   136.681     2.674    40.772    63.290     9.744  -999.999  -999.999  -999.999  -999.999  -999.999   1.02391   1.05926   0.00010
    46.0160    n    81.000   359.723   362.663   362.671   361.314   361.314   362.384   0.395    1.09    22.291    58.653     0.056  0.0447  0.0525  0.1159    60.382   144.112     0.750    42.151    68.710     5.375  -999.999  -999.999  -999.999  -999.999  -999.999   1.01795   1.04431   0.00010
    46.1000    n    81.000   358.505   362.359   362.371   361.184   361.184   362.186   0.460    1.71    24.311    56.651     0.039  0.0474  0.0604  0.1017    56.687   118.913     0.583    38.612    48.824     7.499  -999.999  -999.999  -999.999  -999.999  -999.999   1.01774   1.04364   0.00010
    46.2000    n    81.000   358.194   361.741   361.760   362.059   362.059   362.080   0.619    2.49     0.000    81.000     0.000  0.0000  0.0520  0.0000     0.000   130.945     0.000     0.000    50.652     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    46.3000    n    81.000   359.020   362.198   362.206   360.921   362.163   360.921   0.382    1.04    36.853    43.664     0.483  0.0488  0.0557  0.0787    96.610   112.776     2.787    51.410    49.835     4.708  -999.999  -999.999  -999.999  -999.999  -999.999   1.02230   1.05719   0.00010
    46.4000    n    81.000   359.094   362.346   362.354   361.385   362.240   361.385   0.373    1.01    34.779    45.997     0.224  0.0497  0.0549  0.0871    95.535   119.907     1.696    52.330    52.311     4.124  -999.999  -999.999  -999.999  -999.999  -999.999   1.02333   1.05975   0.00010
    46.5000    n    81.000   359.172   362.591   362.599   361.417   362.583   361.417   0.386    1.11    31.009    49.580     0.411  0.0450  0.0532  0.0000    85.597   121.496     2.689    50.845    46.649     4.574  -999.999  -999.999  -999.999  -999.999  -999.999   1.02466   1.06229   0.00010
    46.6000    n    81.000   359.309   362.824   362.843   362.296   363.097   362.296   0.588    2.44     0.000    77.554     3.446  0.0000  0.0509  0.0852     0.000   125.322    12.540     0.000    49.125    15.068  -999.999  -999.999  -999.999  -999.999  -999.999   1.02967   1.07350   0.00010
    46.7000    n    81.000   361.199   363.879   363.892   362.782   362.908   362.782   0.472    2.07     7.914    52.589    20.497  0.0792  0.0572  0.0599    28.125    97.769    45.806    34.812    44.046    29.647  -999.999  -999.999  -999.999  -999.999  -999.999   1.05624   1.14883   0.00010
    46.8000    n    81.000   362.984   364.993   365.004   363.328   363.652   363.328   0.447    1.76    15.984    53.490    11.526  0.0735  0.0590  0.0655    43.042   109.566    28.475    33.024    58.083    20.631  -999.999  -999.999  -999.999  -999.999  -999.999   1.02080   1.05776   0.00010
    46.9000    n    81.000   362.748   365.017   365.029   363.703   363.886   363.703   0.450    1.90    14.906    53.482    12.612  0.0802  0.0592  0.0616    45.697   105.455    29.014    41.882    51.717    19.272  -999.999  -999.999  -999.999  -999.999  -999.999   1.03723   1.10422   0.00010
    47.0000    n    81.000   362.535   364.908   364.919   363.410   363.936   363.410   0.455    1.92     6.287    55.327    19.386  0.0950  0.0578  0.0658    24.746   107.484    45.707    31.552    52.373    30.061  -999.999  -999.999  -999.999  -999.999  -999.999   1.04723   1.12712   0.00010
    47.1000    n    81.000   362.399   364.906   364.919   363.730   364.023   363.730   0.447    1.98     6.787    63.768    10.445  0.0976  0.0550  0.0831    28.164   118.874    34.130    38.916    56.638    34.273  -999.999  -999.999  -999.999  -999.999  -999.999   1.08272   1.22950   0.00010
    47.2000    n    81.000   362.532   364.940   364.952   363.336   364.211   363.336   0.448    1.97     2.858    63.557    14.585  0.1079  0.0569  0.0785    15.872   120.893    43.999    35.541    57.686    39.837  -999.999  -999.999  -999.999  -999.999  -999.999   1.07336   1.19718   0.00010
    47.3000    n    81.000   362.510   365.107   365.121   363.741   364.359   363.741   0.478    2.08     1.151    63.178    16.671  0.0941  0.0546  0.0776     6.591   114.526    48.395    18.319    51.536    40.988  -999.999  -999.999  -999.999  -999.999  -999.999   1.05839   1.15916   0.00010
    41.7200    n   121.000   362.033   366.382   366.406   364.363   365.007   364.363   0.560    3.12     9.730   106.357     4.914  0.1848  0.0470  0.0791    50.194   146.005    19.889    56.692    41.788    32.428  -999.999  -999.999  -999.999  -999.999  -999.999   1.20020   1.52784   0.00010
    41.7400    n   121.000   362.033   366.587   366.612   364.574   365.126   364.574   0.575    3.25     8.845   105.820     6.335  0.1639  0.0483  0.0760    41.972   144.335    24.254    45.226    39.465    36.568  -999.999  -999.999  -999.999  -999.999  -999.999   1.17793   1.46828   0.00010
    41.7450    n   121.000   362.033   366.699   366.722   365.191   365.191   365.296   0.564    3.24     9.830   104.772     6.398  0.1437  0.0504  0.0707    44.606   146.095    23.792    49.930    40.490    36.481  -999.999  -999.999  -999.999  -999.999  -999.999   1.16879   1.44610   0.00010
    41.8000    n   121.000   362.035   366.851   366.876   364.709   365.384   364.709   0.606    3.31    10.846   104.843     5.312  0.1304  0.0477  0.0617    40.708   140.715    18.263    34.400    37.209    27.293  -999.999  -999.999  -999.999  -999.999  -999.999   1.14116   1.36665   0.00010
    41.9000    n   121.000   361.044   366.436   366.461   364.463   364.463   364.732   0.620    3.48     4.734   109.883     6.383  0.1069  0.0518  0.0872    23.062   149.890    22.160    39.931    36.850    23.776  -999.999  -999.999  -999.999  -999.999  -999.999   1.11952   1.30161   0.00010
    42.0000    n   121.000   360.049   365.791   365.822   363.856   363.856   364.906   0.764    3.66     1.265   119.427     0.308  0.0552  0.0472  0.0777     4.773   151.565     1.966     9.285    35.717     8.021  -999.999  -999.999  -999.999  -999.999  -999.999   1.02290   1.05214   0.00010
    42.0350    n   121.000   359.952   364.598   364.628   362.451   362.451   365.193   0.750    3.35     2.436   118.564     0.000  0.0887  0.0450  0.0000     7.675   153.596     0.000     6.358    40.962     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.01761   1.04249   0.00010
    42.1000    n   121.000   360.558   366.031   366.058   363.307   363.307   365.565   0.653    3.47     5.700   115.554     0.107  0.2054  0.0499  0.1130    29.681   154.739     0.814    34.643    39.039     3.918  -999.999  -999.999  -999.999  -999.999  -999.999   1.10797   1.25822   0.00010
    42.2000    n   121.000   360.444   365.319   365.349   363.506   363.506   365.656   0.742    3.44     0.545   120.638     0.000  0.7744  0.0478  0.0000     3.913   159.141     0.000     3.751    41.620     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.01869   1.04017   0.00010
    42.3000    n   121.000   359.807   364.729   364.757   363.758   366.310   363.758   0.721    3.34     0.000   119.456     1.544  0.0000  0.0484  0.0961     0.000   160.813     6.945     0.000    44.566    11.380  -999.999  -999.999  -999.999  -999.999  -999.999   1.02097   1.04880   0.00010
    42.4000    n   121.000   361.276   366.239   366.264   363.241   366.743   363.241   0.628    3.30     0.000   109.276    11.724  0.0000  0.0508  0.0625     0.000   151.549    41.129     0.000    41.204    63.177  -999.999  -999.999  -999.999  -999.999  -999.999   1.09372   1.23328   0.00010
    42.5000    n   121.000   361.107   366.103   366.119   365.060   365.772   365.060   0.363    3.12    26.450    80.636    13.926  0.1251  0.0558  0.1124   141.570   120.622    71.110   255.079    35.097   129.309  -999.999  -999.999  -999.999  -999.999  -999.999   1.42283   2.40452   0.00010
    42.6000    n   121.000   361.526   366.306   366.317   363.966   363.966   365.648   0.328    2.55    23.245    67.165    30.590  0.1055  0.0643  0.1067   111.481   119.361   138.298   189.418    41.026   206.879  -999.999  -999.999  -999.999  -999.999  -999.999   1.27185   1.90925   0.00010
    42.7000    n   121.000   361.677   366.542   366.553   361.677   361.677   366.048   0.307    2.34    17.818    55.274    48.109  0.2748  0.0538  0.1006    99.980    93.681   200.767    90.429    32.973   272.308  -999.999  -999.999  -999.999  -999.999  -999.999   1.33652   2.19586   0.00010
    42.8000    n   121.000   361.260   366.383   366.410   361.260   361.260   366.298   0.653    3.22    35.789    85.212     0.000  0.0226  0.0508  0.0000    65.488   119.797     0.000    75.095    30.430     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.10197   1.25099   0.00010
    42.8950    n   121.000   360.991   366.106   366.134   364.105   364.105   364.661   0.671    3.50     3.923   116.536     0.541  0.0701  0.0499  0.1040    22.442   155.470     2.415    81.822    39.155     3.322  -999.999  -999.999  -999.999  -999.999  -999.999   1.09287   1.21395   0.00010
    42.9000    n   121.000   360.987   365.645   365.672   363.857   363.857   365.149   0.714    3.32     1.578   119.394     0.028  0.0953  0.0497  0.1250     5.921   163.299     0.237     6.623    44.921     0.955  -999.999  -999.999  -999.999  -999.999  -999.999   1.01593   1.03748   0.00010
    43.0000    n   121.000   360.667   366.009   366.039   363.886   366.059   363.886   0.755    3.57     0.000   119.645     1.355  0.0000  0.0481  0.0685     0.000   155.409     4.825     0.000    39.028     6.550  -999.999  -999.999  -999.999  -999.999  -999.999   1.01285   1.03027   0.00010
    43.1000    n   121.000   360.163   365.279   365.306   362.722   365.927   362.722   0.717    3.29     0.000   118.746     2.254  0.0000  0.0489  0.0717     0.000   161.744     6.914     0.000    44.396     6.591  -999.999  -999.999  -999.999  -999.999  -999.999   1.01431   1.03404   0.00010
    43.2000    n   121.000   360.092   365.260   365.287   365.676   365.908   365.676   0.729    3.28     0.000   121.000     0.000  0.0000  0.0494  0.0000     0.000   165.975     0.000     0.000    47.569     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    43.3000    n   121.000   360.315   365.805   365.834   364.794   364.794   366.061   0.744    3.57     0.315   120.685     0.000  0.0998  0.0508  0.0000     1.645   160.969     0.000     3.373    41.145     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00571   1.01287   0.00010
    43.4000    n   121.000   360.139   365.949   365.974   362.644   362.644   365.648   0.578    3.43     3.109   115.685     3.016  0.1900  0.0548  0.2022    16.777   163.491    29.128    36.125    41.465   105.348  -999.999  -999.999  -999.999  -999.999  -999.999   1.18323   1.44288   0.00010
    43.5000    n   121.000   359.987   365.729   365.756   364.756   364.920   364.756   0.648    3.56     1.098   118.124     1.882  0.1525  0.0521  0.1109     8.537   159.731    18.342    32.478    40.435   123.155  -999.999  -999.999  -999.999  -999.999  -999.999   1.11858   1.27251   0.00010
    43.6000    n   121.000   360.316   365.814   365.834   363.932   365.526   363.932   0.520    3.05     3.141   112.806     5.071  0.0897  0.0570  0.0951    23.408   172.523    36.740   109.622    47.231   149.067  -999.999  -999.999  -999.999  -999.999  -999.999   1.19464   1.48631   0.00010
    43.7000    n   121.000   360.127   365.620   365.649   362.827   365.096   362.827   0.698    3.75     0.224   113.528     7.248  0.1036  0.0501  0.0544     1.560   146.758    25.070     5.869    33.307    43.551  -999.999  -999.999  -999.999  -999.999  -999.999   1.07295   1.17596   0.00010
    43.8000    n   121.000   359.853   365.509   365.535   364.904   365.014   364.904   0.625    3.20     4.766   115.481     0.788  0.1250  0.0484  0.1891    28.289   158.602     6.710    62.446    45.210    22.110  -999.999  -999.999  -999.999  -999.999  -999.999   1.12473   1.30036   0.00010
    43.9000    n   121.000   359.755   365.894   365.911   364.232   365.606   364.232   0.437    2.90    19.031    93.093     8.961  0.1218  0.0546  0.1393    91.342   142.653    43.028   135.561    43.817    56.864  -999.999  -999.999  -999.999  -999.999  -999.999   1.27632   1.80455   0.00010
    43.9820    n   121.000   359.869   365.912   365.941   362.171   366.234   362.171   0.704    3.69     0.000   113.615     7.385  0.0000  0.0498  0.0688     0.000   147.617    24.343     0.000    33.941    29.296  -999.999  -999.999  -999.999  -999.999  -999.999   1.06618   1.15521   0.00010
    44.0000    n   121.000   359.921   365.593   365.615   362.707   365.569   362.707   0.432    3.11    14.224   103.632     3.147  0.3379  0.0506  0.0466   120.459   147.813    11.944   178.772    37.214    25.112  -999.999  -999.999  -999.999  -999.999  -999.999   1.45580   2.31854   0.00010
    44.1000    n   121.000   360.131   364.759   364.787   363.917   365.236   363.917   0.737    3.30     0.000   120.908     0.092  0.0000  0.0484  0.1017     0.000   163.708     0.550     0.000    46.244     1.285  -999.999  -999.999  -999.999  -999.999  -999.999   1.00203   1.00452   0.00010
    44.2000    n   121.000   360.268   365.935   365.963   364.912   364.912   365.283   0.593    3.64     5.664   112.885     2.451  0.0940  0.0505  0.1077    39.764   148.717    15.533   163.188    36.547    45.615  -999.999  -999.999  -999.999  -999.999  -999.999   1.21429   1.53912   0.00010
    44.3000    n   121.000   360.563   365.928   365.955   364.725   364.725   365.575   0.581    3.51     5.091   112.275     3.807  0.1268  0.0503  0.1126    33.446   150.267    24.407    95.640    38.478    69.567  -999.999  -999.999  -999.999  -999.999  -999.999   1.21419   1.54361   0.00010
    44.3900    n   121.000   361.439   364.820   364.841   364.980   364.998   364.980   0.633    2.60     0.000   121.000     0.000  0.0000  0.0519  0.0000     0.000   191.249     0.000     0.000    70.568     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    44.4000    n   121.000   361.518   365.307   365.329   364.732   364.732   365.027   0.630    2.86     1.715   119.073     0.212  0.1189  0.0526  0.0994     9.574   180.530     2.021    19.562    59.354    15.158  -999.999  -999.999  -999.999  -999.999  -999.999   1.03512   1.08084   0.00010
    44.4050    n   121.000   361.563   365.424   365.446   364.412   364.412   365.069   0.612    2.91     3.652   116.855     0.493  0.1017  0.0543  0.1116    15.392   178.475     3.923    20.875    57.497    18.277  -999.999  -999.999  -999.999  -999.999  -999.999   1.04666   1.11191   0.00010
    44.4250    n   121.000   361.601   365.502   365.523   364.356   364.356   364.950   0.601    2.90     5.383   114.939     0.678  0.0991  0.0531  0.1017    23.073   173.849     4.436    33.393    56.231    14.785  -999.999  -999.999  -999.999  -999.999  -999.999   1.06574   1.15998   0.00010
    44.5000    n   121.000   361.792   365.809   365.824   364.652   364.652   365.554   0.485    2.19     5.480    93.406    22.114  0.1069  0.0507  0.0300    29.196   158.644    61.615    44.220    49.133    90.831  -999.999  -999.999  -999.999  -999.999  -999.999   1.10524   1.27589   0.00010
    44.6000    n   121.000   360.740   365.495   365.514   363.881   363.881   365.030   0.565    2.81     3.223   116.829     0.948  0.1135  0.0590  0.1214    18.756   189.292     6.091    43.615    61.171    16.159  -999.999  -999.999  -999.999  -999.999  -999.999   1.06607   1.15708   0.00010
    44.7000    n   121.000   359.728   364.904   364.932   363.780   363.780   364.733   0.734    3.56     0.268   120.588     0.144  0.1221  0.0514  0.1228     1.428   162.011     1.455     2.536    41.560     9.327  -999.999  -999.999  -999.999  -999.999  -999.999   1.01157   1.02544   0.00010
    44.8000    n   121.000   359.599   364.681   364.707   364.929   365.020   364.929   0.718    3.38     0.000   121.000     0.000  0.0000  0.0526  0.0000     0.000   168.637     0.000     0.000    46.649     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    44.9000    n   121.000   359.986   364.853   364.876   363.962   363.962   364.515   0.656    3.18     0.838   120.050     0.112  0.1045  0.0551  0.1134     6.893   176.621     0.864    34.966    51.411     3.533  -999.999  -999.999  -999.999  -999.999  -999.999   1.02925   1.06484   0.00010
    45.0000    n   121.000   359.854   365.306   365.330   363.610   363.610   364.650   0.600    3.48     7.618   108.723     4.658  0.0981  0.0540  0.0744    32.510   151.322    17.797    46.939    38.480    27.318  -999.999  -999.999  -999.999  -999.999  -999.999   1.12252   1.31616   0.00010
    45.1000    n   121.000   360.251   365.238   365.261   364.006   364.006   364.899   0.628    3.16     0.469   115.409     5.122  0.1043  0.0551  0.0848     2.235   170.222    20.320     3.602    49.724    29.606  -999.999  -999.999  -999.999  -999.999  -999.999   1.04983   1.12250   0.00010
    45.2000    n   121.000   358.997   364.420   364.445   362.412   362.412   364.608   0.686    3.23     1.648   119.352     0.000  0.0841  0.0529  0.0000     5.546   170.784     0.000     5.672    48.176     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.01092   1.02643   0.00010
    45.3000    n   121.000   358.516   363.545   363.576   363.175   363.175   365.045   0.776    3.47     0.013   120.987     0.000  0.1250  0.0461  0.0000     0.124   155.810     0.000     0.672    41.385     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00061   1.00129   0.00010
    45.4000    n   121.000   358.504   362.915   362.942   362.081   364.898   362.081   0.726    3.14     0.000   120.830     0.170  0.0000  0.0472  0.1250     0.000   165.647     1.060     0.000    49.491     2.536  -999.999  -999.999  -999.999  -999.999  -999.999   1.00389   1.00865   0.00010
    45.5000    n   121.000   356.958   360.920   360.947   363.750   364.964   363.750   0.725    3.02     0.000   121.000     0.000  0.0000  0.0459  0.0000     0.000   166.810     0.000     0.000    52.061     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.6000    n   121.000   357.376   362.186   362.215   363.476   364.480   363.476   0.755    3.31     0.000   121.000     0.000  0.0000  0.0465  0.0000     0.000   160.359     0.000     0.000    45.546     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.7000    n   121.000   358.597   362.628   362.651   363.488   363.488   363.553   0.673    2.72     0.000   121.000     0.000  0.0000  0.0480  0.0000     0.000   179.864     0.000     0.000    64.038     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.8000    n   121.000   358.910   363.123   363.147   362.508   362.508   363.358   0.693    2.99     0.098   120.902     0.000  0.1250  0.0496  0.0000     0.719   173.914     0.000     2.340    55.398     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00267   1.00588   0.00010
    45.9000    n   121.000   359.301   363.177   363.194   362.010   362.010   363.252   0.559    2.49    33.379    87.621     0.000  0.0498  0.0555  0.0000    70.336   146.232     0.000    48.487    55.666     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.02605   1.06557   0.00010
    46.0000    n   121.000   359.857   362.941   362.957   361.418   361.418   362.276   0.546    2.22    35.975    84.173     0.852  0.0443  0.0557  0.1028    67.591   149.000     4.847    41.157    63.290    12.193  -999.999  -999.999  -999.999  -999.999  -999.999   1.03109   1.07671   0.00010
    46.0160    n   121.000   359.723   362.784   362.800   361.314   361.314   362.384   0.551    2.11    33.529    87.275     0.196  0.0452  0.0515  0.0972    65.510   152.443     1.543    42.433    68.710     7.710  -999.999  -999.999  -999.999  -999.999  -999.999   1.02277   1.05552   0.00010
    46.1000    n   121.000   358.505   362.726   362.743   361.184   361.184   362.186   0.566    2.59    38.024    82.098     0.878  0.0479  0.0575  0.1090    70.987   136.799     5.841    39.459    48.824    18.581  -999.999  -999.999  -999.999  -999.999  -999.999   1.03645   1.08843   0.00010
    46.2000    n   121.000   358.194   362.185   362.205   362.059   362.059   362.080   0.602    2.79    18.699   102.300     0.001  0.0498  0.0505  0.1267    47.085   153.925     0.011    46.445    52.394     0.214  -999.999  -999.999  -999.999  -999.999  -999.999   1.04267   1.11067   0.00010
    46.3000    n   121.000   359.020   362.256   362.273   360.921   362.163   360.921   0.554    2.19    55.099    65.099     0.803  0.0487  0.0552  0.0467    99.598   115.663     3.345    51.773    49.835    10.327  -999.999  -999.999  -999.999  -999.999  -999.999   1.02398   1.06098   0.00010
    46.4000    n   121.000   359.094   362.371   362.388   361.385   362.240   361.385   0.550    2.19    52.005    68.640     0.356  0.0496  0.0547  0.0880    96.851   121.221     1.803    52.454    52.311     4.347  -999.999  -999.999  -999.999  -999.999  -999.999   1.02353   1.06025   0.00010
    46.5000    n   121.000   359.172   362.598   362.616   361.417   362.583   361.417   0.575    2.45    46.352    74.026     0.622  0.0450  0.0532  0.0000    85.943   121.814     2.720    50.869    46.649     4.600  -999.999  -999.999  -999.999  -999.999  -999.999   1.02484   1.06271   0.00010
    46.6000    n   121.000   359.309   363.321   363.336   362.296   363.097   362.296   0.516    2.02    28.209    86.395     6.396  0.0438  0.0487  0.0692    64.064   150.033    20.303    42.315    50.058    16.197  -999.999  -999.999  -999.999  -999.999  -999.999   1.04466   1.11703   0.00010
    46.7000    n   121.000   361.199   364.365   364.382   362.782   362.908   362.782   0.538    2.47    16.956    72.320    31.723  0.0699  0.0537  0.0549    45.253   119.186    60.659    35.641    44.046    31.305  -999.999  -999.999  -999.999  -999.999  -999.999   1.04424   1.12087   0.00010
    46.8000    n   121.000   362.984   365.445   365.459   363.328   363.652   363.328   0.521    2.15    26.537    76.151    18.312  0.0637  0.0547  0.0580    58.233   135.834    38.154    34.159    58.083    22.170  -999.999  -999.999  -999.999  -999.999  -999.999   1.01686   1.04625   0.00010
    46.9000    n   121.000   362.748   365.476   365.491   363.703   363.886   363.703   0.520    2.29    27.167    74.455    19.378  0.0681  0.0552  0.0553    65.192   129.168    38.195    43.144    51.717    20.774  -999.999  -999.999  -999.999  -999.999  -999.999   1.02734   1.07660   0.00010
    47.0000    n   121.000   362.535   365.369   365.385   363.410   363.936   363.410   0.523    2.31    14.000    76.988    30.011  0.0757  0.0540  0.0589    39.632   131.660    59.925    32.934    52.373    31.541  -999.999  -999.999  -999.999  -999.999  -999.999   1.03634   1.09995   0.00010
    47.1000    n   121.000   362.399   365.338   365.353   363.730   364.023   363.730   0.509    2.35    15.219    86.448    19.334  0.0773  0.0517  0.0697    45.360   143.321    49.237    40.764    56.638    35.726  -999.999  -999.999  -999.999  -999.999  -999.999   1.06076   1.17286   0.00010
    47.2000    n   121.000   362.532   365.376   365.391   363.336   364.211   363.336   0.505    2.34     8.758    86.557    25.684  0.0874  0.0533  0.0674    31.828   146.044    61.628    37.654    57.686    41.029  -999.999  -999.999  -999.999  -999.999  -999.999   1.06125   1.16929   0.00010
    47.3000    n   121.000   362.510   365.587   365.604   363.741   364.359   363.741   0.540    2.48     4.298    86.782    29.920  0.0884  0.0511  0.0660    16.663   139.225    68.280    22.168    51.536    41.999  -999.999  -999.999  -999.999  -999.999  -999.999   1.05259   1.14429   0.00010
    41.7200    n   161.000   362.033   366.857   366.883   364.363   365.007   364.363   0.572    3.47    19.650   129.410    11.941  0.1643  0.0456  0.0680    77.112   165.846    38.423    56.692    41.788    45.720  -999.999  -999.999  -999.999  -999.999  -999.999   1.21436   1.59172   0.00010
    41.7400    n   161.000   362.033   367.075   367.101   364.574   365.126   364.574   0.589    3.60    18.000   128.190    14.810  0.1405  0.0469  0.0678    64.033   163.586    45.577    45.226    39.465    49.857  -999.999  -999.999  -999.999  -999.999  -999.999   1.18636   1.51298   0.00010
    41.7450    n   161.000   362.033   367.163   367.189   365.191   365.191   365.296   0.582    3.58    20.046   126.299    14.656  0.1203  0.0489  0.0643    67.893   164.889    43.785    50.410    40.490    47.772  -999.999  -999.999  -999.999  -999.999  -999.999   1.16985   1.46799   0.00010
    41.8000    n   161.000   362.035   367.330   367.357   364.709   365.384   364.709   0.562    3.65    23.008   125.814    12.178  0.0704  0.0463  0.0620    89.901   158.536    37.821   153.221    37.209    45.985  -999.999  -999.999  -999.999  -999.999  -999.999   1.25326   1.69693   0.00010
    41.9000    n   161.000   361.044   366.934   366.961   364.463   364.463   364.732   0.587    3.82    16.867   131.139    12.994  0.0868  0.0503  0.0582    68.961   168.256    37.230   104.015    36.850    40.992  -999.999  -999.999  -999.999  -999.999  -999.999   1.19660   1.53511   0.00010
    42.0000    n   161.000   360.049   366.534   366.570   363.856   363.856   364.906   0.740    4.15     5.310   152.210     3.480  0.1069  0.0455  0.0945    23.329   178.113    16.126    32.654    35.717    28.624  -999.999  -999.999  -999.999  -999.999  -999.999   1.11589   1.27909   0.00010
    42.0350    n   161.000   359.952   365.407   365.442   362.451   362.451   365.193   0.799    3.81     5.483   155.510     0.007  0.0748  0.0445  0.1250    13.447   187.974     0.089     7.899    43.324     0.834  -999.999  -999.999  -999.999  -999.999  -999.999   1.02005   1.04887   0.00010
    42.1000    n   161.000   360.558   366.568   366.597   363.307   363.307   365.565   0.613    3.85    12.337   139.853     9.332  0.1115  0.0486  0.0681    56.114   175.709    30.946    88.614    39.039    38.647  -999.999  -999.999  -999.999  -999.999  -999.999   1.20351   1.52824   0.00010
    42.2000    n   161.000   360.444   366.276   366.307   363.506   363.506   365.656   0.758    3.79     1.107   159.920     0.261  1.0873  0.0487  0.1135     8.259   202.604     1.591     5.331    46.864     4.064  -999.999  -999.999  -999.999  -999.999  -999.999   1.03602   1.07849   0.00010
    42.3000    n   161.000   359.807   365.414   365.447   363.758   366.310   363.758   0.773    3.82     0.000   155.533     5.467  0.0000  0.0465  0.0723     0.000   191.682    16.503     0.000    45.593    16.173  -999.999  -999.999  -999.999  -999.999  -999.999   1.02954   1.07206   0.00010
    42.4000    n   161.000   361.276   366.776   366.802   363.241   366.743   363.241   0.634    3.60     0.000   132.778    28.222  0.0000  0.0496  0.0656     0.000   174.134    79.924     0.000    42.904    76.313  -999.999  -999.999  -999.999  -999.999  -999.999   1.10697   1.28445   0.00010
    42.5000    n   161.000   361.107   366.340   366.355   365.060   365.772   365.060   0.370    3.29    47.397    89.480    24.157  0.1103  0.0547  0.1060   203.350   128.943   102.658   266.697    35.097   137.070  -999.999  -999.999  -999.999  -999.999  -999.999   1.35804   2.22299   0.00010
    42.6000    n   161.000   361.526   366.506   366.517   363.966   363.966   365.648   0.352    2.71    37.459    74.937    48.604  0.0976  0.0628  0.0929   149.568   127.571   179.767   191.199    41.026   207.527  -999.999  -999.999  -999.999  -999.999  -999.999   1.20001   1.67297   0.00010
    42.7000    n   161.000   361.677   366.753   366.764   361.677   361.677   366.048   0.337    2.49    24.876    61.754    74.606  0.2285  0.0529  0.0888   119.515   100.623   258.163    95.192    32.973   272.923  -999.999  -999.999  -999.999  -999.999  -999.999   1.25494   1.87927   0.00010
    42.8000    n   161.000   361.260   366.564   366.582   361.260   361.260   366.298   0.401    2.52    41.604    75.189    44.207  0.0291  0.0577  0.1046    79.277   127.188   195.285    76.454    42.849   285.145  -999.999  -999.999  -999.999  -999.999  -999.999   1.32056   2.07956   0.00010
    42.8950    n   161.000   360.991   366.424   366.450   364.105   364.105   364.661   0.475    3.69     9.144   130.414    21.441  0.1282  0.0489  0.1114    48.625   167.920   122.133    82.872    39.155   275.673  -999.999  -999.999  -999.999  -999.999  -999.999   1.42290   2.25878   0.00010
