13.12.2007 10:00:00	360.76076634872686
13.12.2007 13:00:00	359.3754968209155
13.12.2007 16:00:00	357.96863428715983
13.12.2007 19:00:00	355.75089909403357
13.12.2007 22:00:00	351.8444997470193
14.12.2007 01:00:00	346.4831117394855
14.12.2007 04:00:00	340.3946324368427
14.12.2007 07:00:00	334.4293811412323
14.12.2007 10:00:00	329.2844404855633
14.12.2007 13:00:00	324.3937914475257
14.12.2007 16:00:00	319.8180499122087
14.12.2007 19:00:00	315.5561402225603
14.12.2007 22:00:00	311.57602360303247
15.12.2007 01:00:00	307.70131098090155
15.12.2007 04:00:00	303.4922975449388
15.12.2007 07:00:00	298.26353865971646
15.12.2007 10:00:00	291.53554751246304
15.12.2007 13:00:00	283.30688738980547
15.12.2007 16:00:00	273.97410413571055
15.12.2007 19:00:00	264.1226492796834
15.12.2007 22:00:00	254.2942375045356
16.12.2007 01:00:00	244.89519545083192
16.12.2007 04:00:00	236.1497015575032
16.12.2007 07:00:00	228.15668443019928
16.12.2007 10:00:00	220.92761159163956
