     PROFIL  PUNKT     X [m]     H [m]  LAMBDA [-]   V [m/s]
    42.7000    108   252.593   362.616   0.0785593     0.627
    42.7000    109   252.920   362.708   0.0785593     0.627
    42.7000    110   254.344   363.096   0.0785593     0.627
    42.7000    111   255.437   363.398   0.0785593     0.627
    42.7000    112   255.750   363.487   0.0785593     0.627
    42.7000    113   256.080   363.581   0.0785593     0.627
    42.7000    114   257.155   363.879   0.0690074     0.627
    42.7000    115   258.678   364.751   0.0690074     0.627
    42.7000    116   259.211   365.084   0.0690074     0.627
    42.7000    117   259.789   365.445   0.0690074     0.627
    42.7000    118   261.263   366.292   0.0690074     0.627
    42.7000    119   265.607   366.177   0.0690074     0.627
    42.7000    120   265.889   366.170   0.0690074     0.627
    42.7000    121   266.171   366.163   0.0690074     0.627
    42.7000    122   270.513   366.048   0.0690074     0.000
    42.7000    123   273.917   366.038   0.0690074     0.000
    42.7000    124   278.307   365.994   0.0690074     0.000
    42.7000    125   282.918   365.967   0.0690074     0.000
    42.7000    126   290.532   365.922   0.0690074     0.000
    42.7000    127   297.422   365.884   0.0690074     0.000
    42.7000    128   301.748   365.877   0.0690074     0.000
    42.7000    129   307.923   365.868   0.0690074     0.000
    42.7000    130   310.646   365.867   0.1125797     0.000
    42.7000    131   318.027   365.863   0.1125797     0.000
    42.7000    132   322.836   365.859   0.1125797     0.000
    42.7000    133   324.797   365.836   0.0700022     0.000
    42.7000    134   329.105   365.797   0.0704426     0.000
    42.7000    135   336.035   365.747   0.0704426     0.000
    42.7000    136   343.685   365.692   0.0704426     0.000
    42.7000    137   349.110   365.680   0.0704426     0.000
    42.7000    138   362.559   365.685   0.0704426     0.000
    42.7000    139   363.670   365.685   0.0704426     0.000
    42.7000    140   364.162   365.685   0.0704426     0.000
    42.7000    141   365.562   365.686   0.0704426     0.000
    42.7000    142   378.373   365.696   0.0704426     0.000
    42.7000    143   385.500   365.704   0.0704426     0.000
    42.7000    144   391.601   365.702   0.0704426     0.000
    42.7000    145   402.427   365.699   0.0704426     0.000
    42.7000    146   404.652   365.700   0.0704426     0.000
    42.7000    147   406.025   365.707   0.0704426     0.000
    42.7000    148   411.086   365.729   0.0704426     0.000
    42.7000    149   419.396   365.769   0.0704426     0.000
    42.7000    150   429.379   365.818   0.0704426     0.000
    42.7000    151   433.882   365.833   0.0704426     0.000
    42.7000    152   439.858   365.843   0.0704426     0.000
    42.7000    153   446.572   365.860   0.1153311     0.000
    42.7000    154   450.556   365.869   0.1153311     0.000
    42.7000    155   458.318   365.879   0.1153311     0.000
    42.7000    156   462.284   365.880   0.1153311     0.000
    42.7000    157   466.522   365.880   0.1153311     0.000
    42.7000    158   467.232   365.881   0.0567446     0.000
    42.7000    159   478.420   365.879   0.0567446     0.000
    42.7000    160   483.766   365.881   0.0567446     0.000
    42.7000    161   498.407   365.884   0.0567446     0.000
    42.7000    162   499.024   365.882   0.0567446     0.000
    42.7000    163   499.291   365.881   0.0895010     0.000
    42.7000    164   499.647   365.880   0.0895010     0.000
    42.7000    165   500.522   365.876   0.0895010     0.000
    42.7000    166   514.568   365.766   0.0895010     0.000
    42.7000    167   517.655   365.742   0.0895010     0.000
    42.7000    168   524.409   365.689   0.0000000     0.000
    42.7000    169   532.492   365.676   0.0000000     0.000
    42.7000    170   532.527   365.676   0.0000000     0.000
    42.7000    171   532.535   365.676   0.0000000     0.000
    42.7000    172   532.554   365.676   0.0000000     0.000
    42.7000    173   540.344   365.694   0.0000000     0.000
    42.7000    174   548.543   368.502   0.0000000     0.000
    42.7000    175   555.429   370.883   0.0000000     0.000
    42.7000    176   567.578   375.085   0.0000000     0.000
    42.8000      1     0.000   370.262   0.0000000     0.000
    42.8000      2     2.513   369.630   0.0000000     0.000
    42.8000      3     3.079   369.502   0.0000000     0.000
    42.8000      4     3.883   369.319   0.0000000     0.000
    42.8000      5     6.197   368.744   0.0000000     0.000
    42.8000      6     9.380   368.736   0.0000000     0.000
    42.8000      7     9.856   368.735   0.0000000     0.000
    42.8000      8    10.198   368.734   0.0000000     0.000
    42.8000      9    13.922   368.725   0.0000000     0.000
    42.8000     10    14.143   368.721   0.0000000     0.000
    42.8000     11    16.631   368.680   0.0000000     0.000
    42.8000     12    19.077   368.640   0.0000000     0.000
    42.8000     13    21.437   368.646   0.0000000     0.000
    42.8000     14    22.695   368.649   0.0000000     0.000
    42.8000     15    24.783   368.654   0.0000000     0.000
    42.8000     16    27.974   368.655   0.0000000     0.000
    42.8000     17    30.935   368.656   0.0000000     0.000
    42.8000     18    34.219   368.657   0.0000000     0.000
    42.8000     19    36.005   368.565   0.0000000     0.000
    42.8000     20    38.625   368.409   0.0000000     0.000
    42.8000     21    39.040   368.384   0.0000000     0.000
    42.8000     22    41.348   368.215   0.0000000     0.000
    42.8000     23    42.683   368.114   0.0000000     0.000
    42.8000     24    47.400   367.993   0.0000000     0.000
    42.8000     25    48.598   367.963   0.0000000     0.000
    42.8000     26    49.726   367.944   0.0000000     0.000
    42.8000     27    57.493   367.818   0.0000000     0.000
    42.8000     28    57.685   367.815   0.0000000     0.000
    42.8000     29    57.765   367.814   0.0000000     0.000
    42.8000     30    57.877   367.814   0.0000000     0.000
    42.8000     31    58.074   367.814   0.0840170     0.402
    42.8000     32    65.943   367.816   0.0840170     0.402
    42.8000     33    68.318   367.816   0.0840170     0.402
    42.8000     34    73.117   367.825   0.0840170     0.402
    42.8000     35    74.011   367.827   0.0840170     0.402
    42.8000     36    80.438   367.737   0.0840170     0.402
    42.8000     37    83.420   367.734   0.0840170     0.402
    42.8000     38    91.450   367.724   0.0840170     0.402
    42.8000     39    92.443   367.718   0.0840170     0.402
    42.8000     40    92.715   367.677   0.0840170     0.402
    42.8000     41    94.080   367.536   0.0840170     0.402
    42.8000     42    98.821   366.901   0.0840170     0.402
    42.8000     43   102.130   366.458   0.0840170     0.402
    42.8000     44   103.928   366.217   0.0844074     0.402
    42.8000     45   104.759   366.213   0.0844074     0.402
    42.8000     46   105.654   366.209   0.0844074     0.402
    42.8000     47   110.150   366.109   0.0844074     0.402
    42.8000     48   111.649   366.075   0.0815039     0.402
    42.8000     49   112.471   366.057   0.0815039     0.402
    42.8000     50   116.581   365.965   0.0815039     0.402
    42.8000     51   118.515   365.904   0.0815039     0.402
    42.8000     52   119.856   365.861   0.0815039     0.402
    42.8000     53   121.078   365.851   0.0815039     0.402
    42.8000     54   122.016   365.842   0.0815039     0.402
    42.8000     55   125.863   365.853   0.0815039     0.402
    42.8000     56   131.174   365.886   0.0815039     0.402
    42.8000     57   136.080   365.915   0.0815039     0.402
    42.8000     58   140.235   365.922   0.0815039     0.402
    42.8000     59   146.652   366.017   0.0815039     0.402
    42.8000     60   148.510   366.038   0.0815039     0.402
    42.8000     61   149.472   366.048   0.0815039     0.402
    42.8000     62   153.278   366.115   0.0815039     0.402
    42.8000     63   156.794   366.177   0.0815039     0.402
    42.8000     64   160.310   366.115   0.1099224     0.402
    42.8000     65   163.826   366.177   0.1099224     0.402
    42.8000     66   166.092   365.193   0.0676180     0.402
    42.8000     67   166.449   365.036   0.0676180     0.402
    42.8000     68   166.861   364.856   0.0676180     0.402
    42.8000     69   169.067   363.897   0.0676180     0.402
    42.8000     70   170.216   363.449   0.0676180     0.402
    42.8000     71   170.566   363.318   0.0676180     0.402
    42.8000     72   170.948   363.176   0.0676180     0.402
    42.8000     73   172.075   362.738   0.0676180     0.402
    42.8000     74   173.563   362.153   0.0676180     0.402
    42.8000     75   174.154   361.934   0.0676180     0.402
    42.8000     76   174.824   361.686   0.0676180     0.402
    42.8000     77   176.237   361.132   0.0676180     0.402
    42.8000     78   177.788   361.260   0.1034969     0.341
    42.8000     79   178.601   361.325   0.1034969     0.341
    42.8000     80   179.440   361.393   0.1034969     0.341
    42.8000     81   180.964   361.518   0.1034969     0.341
    42.8000     82   182.461   361.498   0.1202567     0.341
    42.8000     83   183.958   361.518   0.1034969     0.341
    42.8000     84   185.455   361.498   0.1202567     0.341
    42.8000     85   186.329   361.493   0.1202567     0.341
    42.8000     86   187.234   361.488   0.1202567     0.341
    42.8000     87   188.702   361.469   0.0729955     0.341
    42.8000     88   190.632   361.597   0.0729955     0.341
    42.8000     89   191.880   361.677   0.0729955     0.341
    42.8000     90   193.192   361.761   0.0729955     0.341
    42.8000     91   195.056   361.885   0.0729955     0.341
    42.8000     92   196.265   362.161   0.0729955     0.341
    42.8000     93   197.165   362.366   0.0729955     0.341
    42.8000     94   198.091   362.576   0.0729955     0.341
    42.8000     95   199.274   362.847   0.0729955     0.341
    42.8000     96   200.577   363.144   0.0729955     0.341
    42.8000     97   201.586   363.371   0.0729955     0.341
    42.8000     98   202.630   363.607   0.0729955     0.341
    42.8000     99   203.899   363.896   0.1123880     0.341
    42.8000    100   205.192   364.623   0.1123880     0.341
    42.8000    101   206.192   365.213   0.1311950     0.341
    42.8000    102   207.228   365.825   0.1311950     0.341
    42.8000    103   208.482   366.531   0.0785593     0.341
    42.8000    104   211.662   366.469   0.0785593     0.341
    42.8000    105   214.584   366.414   0.0785593     0.341
    42.8000    106   216.227   366.383   0.0785593     0.341
    42.8000    107   220.637   366.298   0.0785593     0.000
    42.8000    108   230.754   366.153   0.0785593     0.000
    42.8000    109   235.719   366.071   0.0785593     0.000
    42.8000    110   240.352   365.994   0.0785593     0.000
    42.8000    111   250.814   365.841   0.0785593     0.000
    42.8000    112   257.086   365.840   0.0785593     0.000
    42.8000    113   265.656   365.838   0.0785593     0.000
    42.8000    114   268.233   365.843   0.0690074     0.000
    42.8000    115   278.472   365.862   0.0690074     0.000
    42.8000    116   288.529   365.881   0.0690074     0.000
    42.8000    117   298.856   365.887   0.0690074     0.000
    42.8000    118   299.070   365.888   0.0690074     0.000
    42.8000    119   302.705   365.890   0.0690074     0.000
    42.8000    120   318.489   365.899   0.0690074     0.000
    42.8000    121   319.398   365.899   0.0690074     0.000
    42.8000    122   320.259   365.901   0.0690074     0.000
    42.8000    123   321.605   365.898   0.0690074     0.000
    42.8000    124   333.219   365.877   0.0690074     0.000
    42.8000    125   341.044   365.863   0.0690074     0.000
    42.8000    126   344.597   365.857   0.0690074     0.000
    42.8000    127   346.964   365.855   0.0690074     0.000
    42.8000    128   348.817   365.854   0.0690074     0.000
    42.8000    129   352.667   365.856   0.0690074     0.000
    42.8000    130   360.506   365.861   0.1125797     0.000
    42.8000    131   366.330   365.864   0.1125797     0.000
    42.8000    132   371.099   365.866   0.1125797     0.000
    42.8000    133   375.887   365.867   0.0700022     0.000
    42.8000    134   383.282   365.864   0.0704426     0.000
    42.8000    135   390.311   365.862   0.0704426     0.000
    42.8000    136   395.463   365.862   0.0704426     0.000
    42.8000    137   400.358   365.863   0.0704426     0.000
    42.8000    138   412.146   365.856   0.0704426     0.000
    42.8000    139   414.922   365.855   0.0704426     0.000
    42.8000    140   424.430   365.852   0.0704426     0.000
    42.8000    141   428.364   365.856   0.0704426     0.000
    42.8000    142   434.188   365.849   0.0704426     0.000
    42.8000    143   444.340   365.830   0.0704426     0.000
    42.8000    144   449.452   365.821   0.0704426     0.000
    42.8000    145   458.722   365.814   0.0704426     0.000
    42.8000    146   466.803   365.796   0.0704426     0.000
    42.8000    147   466.906   365.796   0.0704426     0.000
    42.8000    148   467.178   365.795   0.0704426     0.000
    42.8000    149   477.960   365.772   0.0704426     0.000
    42.8000    150   481.577   365.788   0.0704426     0.000
    42.8000    151   483.896   365.798   0.0704426     0.000
    42.8000    152   486.785   365.807   0.0704426     0.000
    42.8000    153   494.196   365.862   0.1153311     0.000
    42.8000    154   504.072   365.936   0.1153311     0.000
    42.8000    155   504.081   365.936   0.1153311     0.000
    42.8000    156   504.090   365.940   0.1153311     0.000
    42.8000    157   504.146   365.961   0.1153311     0.000
    42.8000    158   518.659   371.316   0.0567446     0.000
    42.8000    159   527.102   374.430   0.0567446     0.000
    42.8950      1     0.000   369.775   0.0000000     0.000
    42.8950      2     2.249   369.292   0.0000000     0.000
    42.8950      3     2.405   369.257   0.0000000     0.000
    42.8950      4     2.553   369.224   0.0000000     0.000
    42.8950      5     4.811   368.739   0.0000000     0.000
    42.8950      6    13.172   368.778   0.0000000     0.000
    42.8950      7    13.592   368.780   0.0000000     0.000
    42.8950      8    14.007   368.781   0.0000000     0.000
    42.8950      9    22.371   368.821   0.0000000     0.000
    42.8950     10    31.806   368.874   0.0000000     0.000
    42.8950     11    32.067   368.876   0.0000000     0.000
    42.8950     12    32.324   368.877   0.0000000     0.000
    42.8950     13    41.764   368.931   0.0000000     0.000
    42.8950     14    46.700   368.925   0.0000000     0.000
    42.8950     15    50.846   368.921   0.0000000     0.000
    42.8950     16    51.007   368.920   0.0000000     0.000
    42.8950     17    51.177   368.919   0.0000000     0.000
    42.8950     18    60.266   368.907   0.0000000     0.000
    42.8950     19    67.206   368.610   0.0000000     0.000
    42.8950     20    68.008   368.576   0.0000000     0.000
    42.8950     21    68.839   368.540   0.0000000     0.000
    42.8950     22    75.816   368.241   0.0000000     0.000
    42.8950     23    79.490   367.124   0.0000000     0.000
    42.8950     24    80.346   366.869   0.0000000     0.000
    42.8950     25    81.277   366.591   0.0000000     0.000
    42.8950     26    84.862   365.505   0.0000000     0.000
    42.8950     27    87.859   365.585   0.0000000     0.000
    42.8950     28    91.042   365.670   0.0000000     0.000
    42.8950     29   105.056   365.834   0.0000000     0.000
    42.8950     30   106.427   365.858   0.0000000     0.000
    42.8950     31   107.547   365.877   0.0840170     0.000
    42.8950     32   114.775   365.947   0.0840170     0.000
    42.8950     33   121.811   366.014   0.0840170     0.000
    42.8950     34   131.273   366.027   0.0840170     0.000
    42.8950     35   134.031   366.020   0.0840170     0.000
    42.8950     36   137.281   366.014   0.0840170     0.000
    42.8950     37   145.708   366.032   0.0840170     0.000
    42.8950     38   149.746   366.016   0.0840170     0.000
    42.8950     39   151.792   365.994   0.0840170     0.000
    42.8950     40   154.395   365.966   0.0840170     0.000
    42.8950     41   157.870   365.949   0.0840170     0.000
    42.8950     42   159.445   365.524   0.0840170     0.000
    42.8950     43   161.254   365.035   0.0840170     0.000
    42.8950     44   164.700   364.105   0.0844074     0.320
    42.8950     45   165.184   363.974   0.0844074     0.320
    42.8950     46   165.617   363.857   0.1120271     0.320
    42.8950     47   166.165   363.694   0.1120271     0.320
    42.8950     48   167.394   363.328   0.1120271     0.320
    42.8950     49   168.434   363.019   0.1120271     0.320
    42.8950     50   169.198   362.792   0.1120271     0.320
    42.8950     51   171.042   362.249   0.1120271     0.320
    42.8950     52   171.201   362.203   0.1120271     0.320
    42.8950     53   171.475   362.123   0.1120271     0.320
    42.8950     54   172.875   361.711   0.1120271     0.320
    42.8950     55   174.653   361.227   0.0687179     0.320
    42.8950     56   175.518   360.991   0.0687179     0.320
    42.8950     57   176.325   361.074   0.0687179     0.320
    42.8950     58   178.158   361.263   0.0687179     0.320
    42.8950     59   179.820   361.435   0.0687179     0.320
    42.8950     60   180.806   361.536   0.0687179     0.320
    42.8950     61   181.905   361.430   0.0687179     0.320
    42.8950     62   183.320   361.298   0.0687179     0.320
    42.8950     63   184.598   361.179   0.0687179     0.320
    42.8950     64   185.841   361.058   0.0687179     0.320
    42.8950     65   187.989   361.248   0.0687179     0.320
    42.8950     66   189.376   361.371   0.0687179     0.320
    42.8950     67   190.572   361.476   0.0687179     0.320
    42.8950     68   192.928   361.685   0.0687179     0.320
    42.8950     69   194.751   362.140   0.0687179     0.320
    42.8950     70   195.279   362.254   0.0687179     0.320
    42.8950     71   195.756   362.358   0.0687179     0.320
    42.8950     72   197.606   362.827   0.0687179     0.320
    42.8950     73   199.658   363.338   0.0687179     0.320
    42.8950     74   199.941   363.400   0.0687179     0.320
    42.8950     75   200.193   363.457   0.0687179     0.320
    42.8950     76   202.208   363.966   0.0676180     0.320
    42.8950     77   203.855   364.661   0.0676180     0.000
    42.8950     78   204.957   365.118   0.1034969     0.000
    42.8950     79   205.077   365.180   0.1034969     0.000
    42.8950     80   205.237   365.263   0.1034969     0.000
    42.8950     81   207.849   366.398   0.1034969     0.000
    42.8950     82   209.810   366.389   0.1202567     0.000
    42.8950     83   211.377   366.382   0.1034969     0.000
    42.8950     84   213.907   366.371   0.1202567     0.000
    42.8950     85   214.394   366.369   0.1202567     0.000
    42.8950     86   216.016   366.355   0.1202567     0.000
    42.8950     87   217.469   366.342   0.0729955     0.000
    42.8950     88   221.967   366.274   0.0729955     0.000
    42.8950     89   224.568   366.234   0.0729955     0.000
    42.8950     90   233.884   366.199   0.0729955     0.000
    42.8950     91   236.985   366.187   0.0729955     0.000
    42.8950     92   239.483   366.178   0.0729955     0.000
    42.8950     93   248.542   366.144   0.0729955     0.000
    42.8950     94   253.636   366.115   0.0729955     0.000
    42.8950     95   259.286   366.084   0.0729955     0.000
    42.8950     96   265.873   366.059   0.0729955     0.000
    42.8950     97   273.031   366.033   0.0729955     0.000
    42.8950     98   282.740   366.035   0.0729955     0.000
    42.8950     99   285.206   366.035   0.1123880     0.000
    42.8950    100   291.639   366.050   0.1123880     0.000
    42.8950    101   297.122   366.064   0.1311950     0.000
    42.8950    102   299.475   366.069   0.1311950     0.000
    42.8950    103   306.091   366.038   0.0785593     0.000
    42.8950    104   306.156   366.038   0.0785593     0.000
    42.8950    105   306.443   366.036   0.0785593     0.000
    42.8950    106   316.368   365.990   0.0785593     0.000
    42.8950    107   319.787   365.962   0.0785593     0.000
    42.8950    108   324.076   365.931   0.0785593     0.000
    42.8950    109   329.618   365.893   0.0785593     0.000
    42.8950    110   334.787   365.857   0.0785593     0.000
    42.8950    111   340.698   365.834   0.0785593     0.000
    42.8950    112   348.981   365.837   0.0785593     0.000
    42.8950    113   350.479   365.838   0.0785593     0.000
    42.8950    114   352.070   365.838   0.0690074     0.000
    42.8950    115   360.069   365.842   0.0690074     0.000
    42.8950    116   364.931   365.837   0.0690074     0.000
    42.8950    117   370.674   365.831   0.0690074     0.000
    42.8950    118   375.082   365.839   0.0690074     0.000
    42.8950    119   382.512   365.851   0.0690074     0.000
    42.8950    120   385.715   365.854   0.0690074     0.000
    42.8950    121   390.929   365.859   0.0690074     0.000
    42.8950    122   401.340   365.873   0.0690074     0.000
    42.8950    123   406.278   365.883   0.0690074     0.000
    42.8950    124   413.166   365.881   0.0690074     0.000
    42.8950    125   421.002   365.879   0.0690074     0.000
    42.8950    126   424.899   365.885   0.0690074     0.000
    42.8950    127   427.022   365.893   0.0690074     0.000
    42.8950    128   430.145   365.904   0.0690074     0.000
    42.8950    129   442.139   365.929   0.0690074     0.000
    42.8950    130   445.923   365.937   0.1125797     0.000
    42.8950    131   454.205   365.955   0.1125797     0.000
    42.8950    132   463.689   365.963   0.1125797     0.000
    42.8950    133   466.208   365.965   0.0700022     0.000
    42.8950    134   466.684   365.968   0.0704426     0.000
    42.8950    135   467.501   365.972   0.0704426     0.000
    42.8950    136   478.395   365.999   0.0704426     0.000
    42.8950    137   486.326   368.973   0.0704426     0.000
    42.8950    138   493.108   371.435   0.0704426     0.000
    42.9000      1     0.000   369.769   0.0000000     0.000
    42.9000      2     1.503   369.446   0.0000000     0.000
    42.9000      3     2.364   369.253   0.0000000     0.000
    42.9000      4     3.182   369.069   0.0000000     0.000
    42.9000      5     4.732   368.737   0.0000000     0.000
    42.9000      6    10.505   368.764   0.0000000     0.000
    42.9000      7    13.559   368.773   0.0000000     0.000
    42.9000      8    16.530   368.783   0.0000000     0.000
    42.9000      9    22.381   368.811   0.0000000     0.000
    42.9000     10    29.052   368.849   0.0000000     0.000
    42.9000     11    32.068   368.863   0.0000000     0.000
    42.9000     12    34.999   368.877   0.0000000     0.000
    42.9000     13    41.757   368.916   0.0000000     0.000
    42.9000     14    48.571   368.909   0.0000000     0.000
    42.9000     15    50.954   368.912   0.0000000     0.000
    42.9000     16    53.074   368.915   0.0000000     0.000
    42.9000     17    60.169   368.905   0.0000000     0.000
    42.9000     18    66.603   368.630   0.0000000     0.000
    42.9000     19    67.710   368.583   0.0000000     0.000
    42.9000     20    68.669   368.542   0.0000000     0.000
    42.9000     21    75.335   368.257   0.0000000     0.000
    42.9000     22    79.771   366.911   0.0000000     0.000
    42.9000     23    79.900   366.871   0.0000000     0.000
    42.9000     24    80.004   366.839   0.0000000     0.000
    42.9000     25    81.459   366.398   0.0000000     0.000
    42.9000     26    84.448   365.494   0.0000000     0.000
    42.9000     27    88.327   365.598   0.0000000     0.000
    42.9000     28    92.294   365.704   0.0000000     0.000
    42.9000     29    92.431   365.708   0.0000000     0.000
    42.9000     30   105.852   365.863   0.0000000     0.000
    42.9000     31   107.773   365.871   0.0840170     0.000
    42.9000     32   110.564   365.881   0.0840170     0.000
    42.9000     33   123.113   366.002   0.0840170     0.000
    42.9000     34   130.254   366.012   0.0840170     0.000
    42.9000     35   135.200   366.002   0.0840170     0.000
    42.9000     36   140.807   365.992   0.0840170     0.000
    42.9000     37   146.924   366.003   0.0840170     0.000
    42.9000     38   149.794   365.992   0.0840170     0.000
    42.9000     39   153.005   365.957   0.0840170     0.000
    42.9000     40   157.115   365.912   0.0840170     0.000
    42.9000     41   159.076   365.902   0.0840170     0.000
    42.9000     42   159.962   365.664   0.0840170     0.000
    42.9000     43   162.893   364.873   0.0840170     0.000
    42.9000     44   163.046   364.831   0.0844074     0.000
    42.9000     45   164.876   364.337   0.0844074     0.000
    42.9000     46   166.655   363.857   0.1071150     0.256
    42.9000     47   167.212   363.691   0.1071150     0.256
    42.9000     48   168.206   363.396   0.1071150     0.256
    42.9000     49   168.484   363.313   0.1071150     0.256
    42.9000     50   169.523   363.004   0.1071150     0.256
    42.9000     51   170.372   362.752   0.1071150     0.256
    42.9000     52   170.733   362.646   0.1071150     0.256
    42.9000     53   171.032   362.558   0.1071150     0.256
    42.9000     54   173.577   361.866   0.1071150     0.256
    42.9000     55   174.910   361.504   0.0661409     0.256
    42.9000     56   176.811   360.987   0.0661409     0.256
    42.9000     57   178.589   361.170   0.0661409     0.256
    42.9000     58   179.478   361.262   0.0661409     0.256
    42.9000     59   180.282   361.345   0.0661409     0.256
    42.9000     60   182.157   361.537   0.0661409     0.256
    42.9000     61   184.254   361.333   0.0661409     0.256
    42.9000     62   184.694   361.293   0.0661409     0.256
    42.9000     63   185.090   361.256   0.0661409     0.256
    42.9000     64   187.242   361.045   0.0661409     0.256
    42.9000     65   189.393   361.256   0.0661409     0.256
    42.9000     66   189.788   361.293   0.0661409     0.256
    42.9000     67   190.229   361.333   0.0661409     0.256
    42.9000     68   190.669   361.293   0.0661409     0.256
    42.9000     69   191.065   361.256   0.0661409     0.256
    42.9000     70   193.216   361.045   0.0661409     0.256
    42.9000     71   195.580   361.254   0.0661409     0.256
    42.9000     72   196.650   361.349   0.0661409     0.256
    42.9000     73   196.786   361.361   0.0661409     0.256
    42.9000     74   196.984   361.378   0.0661409     0.256
    42.9000     75   200.377   361.679   0.0661409     0.256
    42.9000     76   202.162   362.123   0.0661409     0.256
    42.9000     77   202.641   362.262   0.0661409     0.256
    42.9000     78   203.183   362.421   0.0661409     0.256
    42.9000     79   204.880   362.850   0.0661409     0.256
    42.9000     80   206.388   363.225   0.0661409     0.256
    42.9000     81   206.928   363.389   0.0661409     0.256
    42.9000     82   207.525   363.569   0.1071150     0.256
    42.9000     83   208.907   363.919   0.1034969     0.256
    42.9000     84   210.502   364.591   0.1202567     0.256
    42.9000     85   211.577   365.149   0.1202567     0.000
    42.9000     86   212.827   365.798   0.1202567     0.000
    42.9000     87   214.180   366.384   0.0729955     0.000
    42.9000     88   217.872   366.369   0.0729955     0.000
    42.9000     89   218.603   366.365   0.0729955     0.000
    42.9000     90   219.051   366.364   0.0729955     0.000
    42.9000     91   222.388   366.349   0.0729955     0.000
    42.9000     92   223.573   366.338   0.0729955     0.000
    42.9000     93   224.632   366.329   0.0729955     0.000
    42.9000     94   227.898   366.279   0.0729955     0.000
    42.9000     95   229.780   366.250   0.0729955     0.000
    42.9000     96   236.476   366.226   0.0729955     0.000
    42.9000     97   243.349   366.200   0.0729955     0.000
    42.9000     98   248.965   366.179   0.0729955     0.000
    42.9000     99   256.037   366.153   0.1123880     0.000
    42.9000    100   259.989   366.131   0.1123880     0.000
    42.9000    101   264.353   366.107   0.1311950     0.000
    42.9000    102   274.042   366.071   0.1311950     0.000
    42.9000    103   279.694   366.050   0.0785593     0.000
    42.9000    104   287.309   366.052   0.0785593     0.000
    42.9000    105   293.361   366.053   0.0785593     0.000
    42.9000    106   298.866   366.066   0.0785593     0.000
    42.9000    107   305.548   366.083   0.0785593     0.000
    42.9000    108   311.222   366.056   0.0785593     0.000
    42.9000    109   313.401   366.046   0.0785593     0.000
    42.9000    110   319.858   366.015   0.0785593     0.000
    42.9000    111   326.158   365.964   0.0785593     0.000
    42.9000    112   334.153   365.907   0.0785593     0.000
    42.9000    113   335.280   365.899   0.0785593     0.000
    42.9000    114   341.957   365.853   0.0690074     0.000
    42.9000    115   346.232   365.836   0.0690074     0.000
    42.9000    116   354.390   365.840   0.0690074     0.000
    42.9000    117   357.564   365.841   0.0690074     0.000
    42.9000    118   360.599   365.842   0.0690074     0.000
    42.9000    119   368.730   365.846   0.0690074     0.000
    42.9000    120   372.269   365.842   0.0690074     0.000
    42.9000    121   376.432   365.838   0.0690074     0.000
    42.9000    122   390.097   365.862   0.0690074     0.000
    42.9000    123   390.899   365.863   0.0690074     0.000
    42.9000    124   391.240   365.864   0.0690074     0.000
    42.9000    125   391.788   365.864   0.0690074     0.000
    42.9000    126   406.669   365.884   0.0690074     0.000
    42.9000    127   413.798   365.899   0.0690074     0.000
    42.9000    128   418.588   365.898   0.0690074     0.000
    42.9000    129   424.001   365.896   0.0690074     0.000
    42.9000    130   430.405   365.907   0.1125797     0.000
    42.9000    131   433.912   365.919   0.1125797     0.000
    42.9000    132   439.096   365.938   0.1125797     0.000
    42.9000    133   445.378   365.952   0.0700022     0.000
    42.9000    134   452.124   365.966   0.0704426     0.000
    42.9000    135   458.923   365.981   0.0704426     0.000
    42.9000    136   469.916   365.991   0.0704426     0.000
    42.9000    137   471.624   365.988   0.0704426     0.000
    42.9000    138   472.768   365.987   0.0704426     0.000
    42.9000    139   476.883   365.997   0.0704426     0.000
    42.9000    140   483.583   366.013   0.0704426     0.000
    42.9000    141   493.377   369.691   0.0704426     0.000
    42.9000    142   498.254   371.464   0.0704426     0.000
    42.9000    143   508.445   375.169   0.0704426     0.000
    43.0000      1     0.000   370.081   0.0000000     0.000
    43.0000      2     2.152   370.073   0.0000000     0.000
    43.0000      3     8.165   370.087   0.0000000     0.000
    43.0000      4    16.791   370.067   0.0000000     0.000
    43.0000      5    21.615   370.056   0.0000000     0.000
    43.0000      6    26.920   370.044   0.0000000     0.000
    43.0000      7    35.058   370.014   0.0000000     0.000
    43.0000      8    45.545   369.984   0.0000000     0.000
    43.0000      9    52.172   369.965   0.0000000     0.000
    43.0000     10    61.721   369.869   0.0000000     0.000
    43.0000     11    67.527   369.825   0.0000000     0.000
    43.0000     12    85.294   369.609   0.0000000     0.000
    43.0000     13    86.885   369.590   0.0000000     0.000
    43.0000     14    87.936   369.574   0.0000000     0.000
    43.0000     15    95.980   369.452   0.0000000     0.000
    43.0000     16   109.094   369.259   0.0000000     0.000
    43.0000     17   111.224   369.224   0.0000000     0.000
    43.0000     18   113.107   369.202   0.0000000     0.000
    43.0000     19   120.525   369.092   0.0000000     0.000
    43.0000     20   129.935   368.950   0.0000000     0.000
    43.0000     21   131.740   368.922   0.0000000     0.000
    43.0000     22   134.337   368.888   0.0000000     0.000
    43.0000     23   143.577   368.767   0.0000000     0.000
    43.0000     24   147.738   368.092   0.0000000     0.000
    43.0000     25   152.565   367.343   0.0000000     0.000
    43.0000     26   160.030   366.185   0.0000000     0.000
    43.0000     27   161.370   366.023   0.0000000     0.000
