200411080100,0.0437
200411080200,0.0072
200411080300,0
200411080400,0.0002
200411080500,0.0015
200411080600,0.0006
200411080700,0
200411080800,0.0004
200411080900,0.0002
200411081000,0.0004
200411081100,0.0028
200411081200,0.0033
200411081300,0.0043
200411081400,0.0069
200411081500,0.0031
200411081600,0.0017
200411081700,0.0028
200411081800,0.0007
200411081900,0
200411082000,0
200411082100,0
200411082200,0
200411082300,0
200411090000,0.0002
200411090100,0.0257
200411090200,0.1654
200411090300,0.2709
200411090400,0.4374
200411090500,0.3787
200411090600,0.5402
200411090700,0.5698
200411090800,0.5952
200411090900,0.5919
200411091000,0.6576
200411091100,0.4493
200411091200,0.4204
200411091300,0.4919
200411091400,0.6031
200411091500,0.7
200411091600,0.5257
200411091700,0.3306
200411091800,0.233
200411091900,0.3226
200411092000,0.462
200411092100,0.7076
200411092200,0.6387
200411092300,0.32
200411100000,0.087
