200411080100,0.0344
200411080200,0.0069
200411080300,0.0183
200411080400,0.0065
200411080500,0.0002
200411080600,0
200411080700,0.0002
200411080800,0
200411080900,0
200411081000,0
200411081100,0
200411081200,0.0019
200411081300,0
200411081400,0
200411081500,0
200411081600,0.0379
200411081700,0.419
200411081800,0.0738
200411081900,0.0185
200411082000,0.0167
200411082100,0.026
200411082200,0.0392
200411082300,0.0185
200411090000,0.0565
200411090100,0.0725
200411090200,0.1335
200411090300,0.2331
200411090400,0.3965
200411090500,0.426
200411090600,0.7694
200411090700,1.0765
200411090800,1.0054
200411090900,0.6179
200411091000,0.789
200411091100,1.3931
200411091200,1.2769
200411091300,0.9129
200411091400,0.9285
200411091500,0.5427
200411091600,0.4879
200411091700,0.6381
200411091800,0.7765
200411091900,0.5365
200411092000,0.4465
200411092100,0.5408
200411092200,0.8229
200411092300,0.941
200411100000,1.0394
