Bordvollberechnung stationaer-gleichfoermig                                     
 
     02/03/05 11:14:33.25 Uhr    KALYPSO - 1D, VERSION 1.0.3 
 

                                                                  Blatt    1

     Stat-km  Wsp-m+NN  hen-m+NN  IND  Lambd    Fl-qm   Umfg-m   v-m/s   Q-cbm/s

                                                                          Q-ges           hv-m  hr-m  h-bor h-ein h-ort h-m


                                                                             0.000        0.000 0.000 0.000 0.000 0.000 0.000

     9.8540    66.460     66.460   2     0.00     0.00      0.000    0.000   0.000

                                                                             5.330        0.000 0.000 0.000 0.000 0.000 0.000

     9.9550    67.070     67.071   2     0.06    35.37     22.035    0.151   5.330

                                                                            20.813        0.000 0.000 0.000 0.000 0.000 0.000

    10.0530    67.470     67.482   2     0.06    42.04     24.046    0.495  20.813

                                                                           110.293        0.000 0.000 0.000 0.000 0.000 0.000

    10.1480    67.280     67.808   2     0.06    34.27     22.382    3.219 110.293

                                                                            97.435        0.000 0.000 0.000 0.000 0.000 0.000

    10.2470    67.610     67.961   2     0.05    37.13     22.548    2.624  97.435

                                                                             6.971        0.000 0.000 0.000 0.000 0.000 0.000

    10.3500    68.070     68.071   2     0.05    42.42     22.922    0.164   6.971

                                                                            94.561        0.000 0.000 0.000 0.000 0.000 0.000

    10.4770    67.820     68.355   2     0.06    29.18     21.962    3.241  94.561

                                                                           108.700        0.000 0.000 0.000 0.000 0.000 0.000

    10.5830    68.470     68.857   2     0.06    39.44     24.620    2.756 108.700

                                                                            40.769        0.000 0.000 0.000 0.000 0.000 0.000

    10.6890    68.390     68.462   2     0.06    34.22     25.547    1.191  40.769

                                                                             3.251        0.000 0.000 0.000 0.000 0.000 0.000

    10.7680    68.130     68.131   2     0.06    25.15     21.356    0.129   3.251
