     PROFIL  PUNKT     X [m]     H [m]  LAMBDA [-]   V [m/s]
     1.0260     28     9.030     6.740   0.0000000     0.000
     1.0260     29    10.610     7.553   0.0000000     0.000
     1.0260     30    13.875     7.646   0.0000000     0.000
     1.0260     31    14.454     7.751   0.0000000     0.000
     1.0260     32    16.275     8.832   0.0000000     0.000
     1.0260     33    16.483     8.955   0.0000000     0.000
     1.0260     34    18.006    10.265   0.0735717     0.288
     1.0260     35    22.057    11.982   0.0735717     0.288
     1.0890      1  -120.763     7.531   0.0000000     0.000
     1.0890      2  -108.103     7.525   0.0000000     0.000
     1.0890      3   -90.763     7.365   0.0647039     0.235
     1.0890      4   -70.763     7.455   0.0647039     0.235
     1.0890      5   -22.738     7.306   0.0646070     0.235
     1.0890      6   -17.968     7.291   0.0646070     0.235
     1.0890      7   -11.620     7.398   0.0646070     0.235
     1.0890      8    -8.820     7.324   0.0646070     0.235
     1.0890      9    -6.980     6.807   0.0646070     0.235
     1.0890     10    -6.240     6.264   0.0764103     0.536
     1.0890     11    -5.800     6.138   0.0764103     0.536
     1.0890     12    -5.350     5.687   0.0764103     0.536
     1.0890     13    -4.080     5.692   0.0764103     0.536
     1.0890     14    -3.500     6.200   0.0809574     0.393
     1.0890     15    -3.190     6.460   0.0729332     0.393
     1.0890     16     0.000     7.541   0.0729332     0.393
     1.0890     17     2.580     7.703   0.0729332     0.393
     1.0890     18     4.320     8.454   0.0729332     0.393
     1.0890     19     9.237    11.493   0.0718745     0.393
     1.1740      1  -104.779     8.809   0.0000000     0.000
     1.1740      2   -99.543     7.814   0.0000000     0.000
     1.1740      3   -82.205     7.633   0.0647039     0.748
     1.1740      4   -73.996     7.947   0.0647039     0.748
     1.1740      5   -59.631     7.553   0.0646070     0.748
     1.1740      6   -49.370     7.668   0.0646070     0.748
     1.1740      7   -47.527     7.641   0.0646070     0.748
     1.1740      8   -45.265     7.606   0.0646070     0.748
     1.1740      9   -35.005     7.745   0.0646070     0.748
     1.1740     10   -31.522     7.643   0.0764103     0.748
     1.1740     11   -28.848     7.714   0.0764103     0.748
     1.1740     12   -27.521     7.669   0.0764103     0.748
     1.1740     13   -23.519     7.614   0.0764103     0.748
     1.1740     14   -13.516     7.708   0.0809574     0.748
     1.1740     15   -11.508     7.622   0.0729332     0.748
     1.1740     16   -10.106     7.721   0.0729332     0.748
     1.1740     17    -7.774     7.613   0.0729332     0.748
     1.1740     18    -7.472     7.608   0.0729332     0.748
     1.1740     19    -5.441     7.669   0.0718745     0.748
     1.1740     20    -3.436     7.574   0.0718745     0.748
     1.1740     21    -1.418     7.506   0.0718745     0.748
     1.1740     22    -0.777     7.342   0.0718745     0.748
     1.1740     23     0.000     7.415   0.0718745     0.748
     1.1740     24     1.924     6.796   0.0718745     0.748
     1.1740     25     2.726     6.256   0.0718745     0.748
     1.1740     26     3.212     6.249   0.0781232     1.214
     1.1740     27     3.556     5.961   0.0781232     1.214
     1.1740     28     4.209     5.743   0.0781232     1.214
     1.1740     29     4.850     5.740   0.0781232     1.214
     1.1740     30     5.800     6.250   0.0000000     0.000
     1.1740     31     8.681     7.723   0.0000000     0.000
     1.1740     32    10.209     7.933   0.0000000     0.000
     1.1740     33    10.631     7.992   0.0000000     0.000
     1.1740     34    12.634     8.719   0.0735717     0.841
     1.1740     35    14.445     9.800   0.0735717     0.841
     1.1740     36    14.637    10.007   0.0735717     0.841
     1.2040      1  -159.959     8.590   0.0000000     0.000
     1.2040      2  -139.949     8.561   0.0000000     0.000
     1.2040      3  -109.933     7.997   0.0647039     0.357
     1.2040      4   -95.358     7.876   0.0647039     0.357
     1.2040      5   -89.923     7.926   0.0646070     0.357
     1.2040      6   -69.913     7.758   0.0646070     0.357
     1.2040      7   -59.908     7.807   0.0646070     0.357
     1.2040      8   -39.897     7.681   0.0646070     0.357
     1.2040      9    -8.256     7.680   0.0646070     0.357
     1.2040     10    -2.330     7.680   0.0764103     0.357
     1.2040     11     0.000     7.727   0.0764103     0.357
     1.2040     12     5.001     7.757   0.0764103     0.357
     1.2040     13     5.687     7.553   0.0764103     0.357
     1.2040     14     7.710     6.855   0.0809574     0.357
     1.2040     15     8.415     6.429   0.0739034     1.053
     1.2040     16     9.019     6.118   0.0739034     1.053
     1.2040     17     9.250     5.972   0.0739034     1.053
     1.2040     18     9.348     5.940   0.0739034     1.053
     1.2040     19    10.112     5.912   0.0739034     1.053
     1.2040     20    10.948     5.921   0.0739034     1.053
     1.2040     21    11.219     6.070   0.0739034     1.053
     1.2040     22    11.946     6.450   0.0718745     0.640
     1.2040     23    14.494     7.779   0.0718745     0.640
     1.2040     24    14.783     7.802   0.0718745     0.640
     1.2040     25    16.826     7.773   0.0718745     0.640
     1.2040     26    17.826     8.052   0.0781232     0.640
     1.2040     27    18.134     8.181   0.0781232     0.640
     1.2040     28    20.133     8.589   0.0781232     0.640
     1.2040     29    28.680    10.981   0.0781232     0.640
     1.2040     30    30.139    10.989   0.0000000     0.000
     1.2195      1  -144.268     8.439   0.0000000     0.000
     1.2195      2  -129.970     8.100   0.0000000     0.000
     1.2195      3  -120.101     8.245   0.0647039     1.834
     1.2195      4  -102.335     8.042   0.0647039     1.834
     1.2195      5   -94.263     8.388   0.0646070     1.834
     1.2195      6   -90.263     7.978   0.0646070     1.834
     1.2195      7   -86.544     7.950   0.0646070     1.834
     1.2195      8   -80.262     8.299   0.0646070     1.834
     1.2195      9   -76.262     7.995   0.0646070     1.834
     1.2195     10   -49.039     7.743   0.0764103     1.834
     1.2195     11   -48.259     7.861   0.0764103     1.834
     1.2195     12   -45.091     7.975   0.0764103     1.834
     1.2195     13   -43.117     7.887   0.0764103     1.834
     1.2195     14   -37.195     8.034   0.0809574     1.834
     1.2195     15   -35.221     7.958   0.0739034     1.834
     1.2195     16   -29.299     7.934   0.0739034     1.834
     1.2195     17   -28.257     7.892   0.0739034     1.834
     1.2195     18   -24.257     8.248   0.0739034     1.834
     1.2195     19   -22.257     7.987   0.0739034     1.834
     1.2195     20   -21.403     8.111   0.0739034     1.834
     1.2195     21   -20.257     8.160   0.0739034     1.834
     1.2195     22   -17.456     7.960   0.0718745     1.834
     1.2195     23   -10.256     8.104   0.0718745     1.834
     1.2195     24    -9.560     8.062   0.0718745     1.834
     1.2195     25    -5.612     8.313   0.0718745     1.834
     1.2195     26    -4.226     8.288   0.0781232     1.834
     1.2195     27    -2.982     8.214   0.0781232     1.834
     1.2195     28    -2.138     8.176   0.0781232     1.834
     1.2195     29    -0.054     7.850   0.0781232     1.834
     1.2195     30     0.000     7.844   0.0000000     0.000
     1.2195     31     0.275     7.710   0.0000000     0.000
     1.2195     32     2.973     6.265   0.0000000     0.000
     1.2195     33     2.973     6.265   0.0000000     0.000
     1.2195     34     2.973     7.560   0.1050810     1.620
     1.2195     35     2.973     6.265   0.1050810     1.620
     1.2195     36     3.577     6.104   0.1050810     1.620
     1.2195     37     4.541     5.961   0.1050810     1.620
     1.2195     38     5.078     6.085   0.1050810     1.620
     1.2195     39     5.163     6.379   0.1050810     1.620
     1.2195     40     5.163     7.560   0.0714781     0.604
     1.2195     41     7.980     7.710   0.0714781     0.604
     1.2195     42     8.250     7.857   0.0000000     0.000
     1.2195     43     8.306     7.876   0.0000000     0.000
     1.2195     44    12.401     8.218   0.0000000     0.000
     1.2195     45    13.986     8.045   0.0000000     0.000
     1.2195     46    20.589     7.809   0.0000000     0.000
     1.2195     47    21.988     7.856   0.0000000     0.000
     1.2195     48    25.989     8.788   0.0000000     0.000
     1.2210      1  -144.268     8.439   0.0000000     0.000
     1.2210      2  -129.970     8.100   0.0000000     0.000
     1.2210      3  -120.101     8.245   0.0647039     0.917
     1.2210      4  -102.335     8.042   0.0647039     0.917
     1.2210      5   -94.263     8.388   0.0646070     0.917
     1.2210      6   -90.263     7.978   0.0646070     0.917
     1.2210      7   -86.544     7.950   0.0646070     0.917
     1.2210      8   -80.262     8.299   0.0646070     0.917
     1.2210      9   -76.262     7.995   0.0646070     0.917
     1.2210     10   -49.039     7.743   0.0764103     0.917
     1.2210     11   -48.259     7.861   0.0764103     0.917
     1.2210     12   -45.091     7.975   0.0764103     0.917
     1.2210     13   -43.117     7.887   0.0764103     0.917
     1.2210     14   -37.195     8.034   0.0809574     0.917
     1.2210     15   -35.221     7.958   0.0739034     0.917
     1.2210     16   -29.299     7.934   0.0739034     0.917
     1.2210     17   -28.257     7.892   0.0739034     0.917
     1.2210     18   -24.257     8.248   0.0739034     0.917
     1.2210     19   -22.257     7.987   0.0739034     0.917
     1.2210     20   -21.403     8.111   0.0739034     0.917
     1.2210     21   -20.257     8.160   0.0739034     0.917
     1.2210     22   -17.456     7.960   0.0718745     0.917
     1.2210     23   -10.256     8.104   0.0718745     0.917
     1.2210     24    -9.560     8.062   0.0718745     0.917
     1.2210     25    -5.612     8.313   0.0718745     0.917
     1.2210     26    -4.226     8.288   0.0781232     0.917
     1.2210     27    -2.982     8.214   0.0781232     0.917
     1.2210     28    -2.138     8.176   0.0781232     0.917
     1.2210     29    -0.054     7.850   0.0781232     0.917
     1.2210     30     0.000     7.844   0.0000000     0.000
     1.2210     31     0.275     7.710   0.0000000     0.000
     1.2210     32     2.973     6.265   0.0000000     0.000
     1.2210     33     2.973     6.265   0.0000000     0.000
     1.2210     34     2.973     7.560   0.0729259     0.833
     1.2210     35     2.973     6.265   0.0729259     0.833
     1.2210     36     3.577     6.104   0.0729259     0.833
     1.2210     37     4.541     5.961   0.0729259     0.833
     1.2210     38     5.078     6.085   0.0729259     0.833
     1.2210     39     5.163     6.379   0.0729259     0.833
     1.2210     40     5.163     7.560   0.0714781NaN       
     1.2210     41     7.980     7.710   0.0714781NaN       
     1.2210     42     8.250     7.857   0.0000000     0.000
     1.2210     43     8.306     7.876   0.0000000     0.000
     1.2210     44    12.401     8.218   0.0000000     0.000
     1.2210     45    13.986     8.045   0.0000000     0.000
     1.2210     46    20.589     7.809   0.0000000     0.000
     1.2210     47    21.988     7.856   0.0000000     0.000
     1.2210     48    25.989     8.788   0.0000000     0.000
     1.2260      1  -144.268     8.489   0.0000000     0.000
     1.2260      2  -129.970     8.150   0.0000000     0.000
     1.2260      3  -120.101     8.295   0.0647039     0.867
     1.2260      4  -102.335     8.092   0.0647039     0.867
     1.2260      5   -94.263     8.438   0.0646070     0.867
     1.2260      6   -90.263     8.028   0.0646070     0.867
     1.2260      7   -86.544     8.000   0.0646070     0.867
     1.2260      8   -80.262     8.349   0.0646070     0.867
     1.2260      9   -76.262     8.045   0.0646070     0.867
     1.2260     10   -49.039     7.793   0.0764103     0.867
     1.2260     11   -48.259     7.911   0.0764103     0.867
     1.2260     12   -45.091     8.025   0.0764103     0.867
     1.2260     13   -43.117     7.937   0.0764103     0.867
     1.2260     14   -37.195     8.084   0.0809574     0.867
     1.2260     15   -35.221     8.009   0.0739034     0.867
     1.2260     16   -29.299     7.984   0.0739034     0.867
     1.2260     17   -28.257     7.942   0.0739034     0.867
     1.2260     18   -24.257     8.298   0.0739034     0.867
     1.2260     19   -22.257     8.037   0.0739034     0.867
     1.2260     20   -21.403     8.161   0.0739034     0.867
     1.2260     21   -20.257     8.210   0.0739034     0.867
     1.2260     22   -17.456     8.010   0.0718745     0.867
     1.2260     23   -10.256     8.154   0.0718745     0.867
     1.2260     24    -9.560     8.112   0.0718745     0.867
     1.2260     25    -5.612     8.363   0.0718745     0.867
     1.2260     26    -4.226     8.338   0.0781232     0.867
     1.2260     27    -2.982     8.264   0.0781232     0.867
     1.2260     28    -2.138     8.226   0.0781232     0.867
     1.2260     29    -0.054     7.900   0.0781232     0.867
     1.2260     30     0.000     7.894   0.0000000     0.000
     1.2260     31     0.275     7.760   0.0000000     0.000
     1.2260     32     2.973     6.315   0.0731843     0.782
     1.2260     33     2.973     6.315   0.0731843     0.782
     1.2260     34     3.577     6.154   0.0731843     0.782
     1.2260     35     4.541     6.011   0.0731843     0.782
     1.2260     36     5.078     6.135   0.0731843     0.782
     1.2260     37     5.163     6.429   0.0729259     0.802
     1.2260     38     5.163     6.429   0.0729259     0.802
     1.2260     39     5.200     6.461   0.0729259     0.802
     1.2260     40     7.980     7.760   0.0714781     0.802
     1.2260     41     8.250     7.907   0.0714781     0.802
     1.2260     42     8.306     7.926   0.0000000     0.000
     1.2260     43    12.401     8.268   0.0000000     0.000
     1.2260     44    13.986     8.095   0.0000000     0.000
     1.2260     45    20.589     7.859   0.0000000     0.000
     1.2260     46    21.988     7.906   0.0000000     0.000
     1.2260     47    25.989     8.838   0.0000000     0.000
     1.2440      1  -143.873     8.607   0.0000000     0.000
     1.2440      2  -123.650     8.114   0.0000000     0.000
     1.2440      3  -111.868     8.150   0.0647039     0.412
     1.2440      4  -107.867     8.483   0.0647039     0.412
     1.2440      5  -103.995     8.081   0.0646070     0.412
     1.2440      6   -96.132     8.231   0.0646070     0.412
     1.2440      7   -82.374     7.887   0.0646070     0.412
     1.2440      8   -72.546     8.271   0.0646070     0.412
     1.2440      9   -69.861     8.095   0.0646070     0.412
     1.2440     10   -66.650     8.429   0.0764103     0.412
     1.2440     11   -54.856     8.085   0.0764103     0.412
     1.2440     12   -53.859     8.181   0.0764103     0.412
     1.2440     13   -51.859     8.137   0.0764103     0.412
     1.2440     14   -49.858     7.968   0.0809574     0.412
     1.2440     15   -48.960     8.193   0.0739034     0.412
     1.2440     16   -47.858     8.217   0.0739034     0.412
     1.2440     17   -46.626     8.091   0.0739034     0.412
     1.2440     18   -45.769     8.109   0.0739034     0.412
     1.2440     19   -43.533     8.121   0.0739034     0.412
     1.2440     20   -41.567     7.914   0.0739034     0.412
     1.2440     21   -40.439     7.886   0.0739034     0.412
     1.2440     22   -31.151     8.259   0.0718745     0.412
     1.2440     23   -29.683     8.333   0.0718745     0.412
     1.2440     24   -27.150     8.394   0.0718745     0.412
     1.2440     25   -25.149     8.095   0.0718745     0.412
     1.2440     26   -21.148     8.192   0.0781232     0.412
     1.2440     27   -17.146     8.088   0.0781232     0.412
     1.2440     28   -15.146     8.192   0.0781232     0.412
     1.2440     29   -13.248     7.992   0.0781232     0.412
     1.2440     30    -4.858     8.004   0.0000000     0.000
     1.2440     31    -3.109     7.883   0.0000000     0.000
     1.2440     32    -2.470     7.832   0.0731843     0.412
     1.2440     33    -1.085     7.671   0.0731843     0.412
     1.2440     34     0.000     7.992   0.0731843     0.412
     1.2440     35     2.700     6.500   0.0825626     0.701
     1.2440     36     3.518     5.966   0.0825626     0.701
     1.2440     37     4.185     5.905   0.0825626     0.701
     1.2440     38     4.877     6.014   0.0825626     0.701
     1.2440     39     5.800     6.500   0.0729259     0.566
     1.2440     40     8.534     8.071   0.0714781     0.566
     1.2440     41     8.993     8.113   0.0714781     0.566
     1.2440     42    10.994     8.771   0.0000000     0.000
     1.2440     43    11.110     8.928   0.0000000     0.000
     1.2440     44    12.994    10.548   0.0000000     0.000
     1.2440     45    13.150    10.566   0.0000000     0.000
     1.2440     46    14.994    11.835   0.0000000     0.000
     1.2440     47    17.232    12.107   0.0000000     0.000
     1.3170      1  -170.243     8.357   0.0000000     0.000
     1.3170      2  -123.999     8.491   0.0000000     0.000
     1.3170      3  -120.241     8.445   0.0647039     0.147
     1.3170      4  -110.240     8.109   0.0647039     0.147
     1.3170      5  -104.175     8.054   0.0646070     0.147
     1.3170      6   -34.788     8.026   0.0646070     0.147
     1.3170      7   -10.236     8.176   0.0646070     0.147
     1.3170      8    -5.051     8.098   0.0646070     0.147
     1.3170      9    -2.500     7.518   0.0646070     0.147
     1.3170     10     0.000     7.468   0.0764103     0.147
     1.3170     11     1.255     7.450   0.0764103     0.147
     1.3170     12     1.486     7.440   0.0764103     0.147
     1.3170     13     2.563     7.117   0.0764103     0.147
     1.3170     14     3.921     6.763   0.0809574     0.147
     1.3170     15     4.100     6.600   0.0734465     0.323
     1.3170     16     4.394     6.340   0.0734465     0.323
     1.3170     17     4.931     6.162   0.0734465     0.323
     1.3170     18     5.148     6.088   0.0734465     0.323
     1.3170     19     5.830     6.049   0.0734465     0.323
     1.3170     20     6.336     6.233   0.1026388     0.323
     1.3170     21     7.100     6.600   0.0739034     0.233
     1.3170     22     7.991     7.028   0.0718745     0.233
     1.3170     23     8.270     7.065   0.0718745     0.233
     1.3170     24     9.888     7.283   0.0718745     0.233
     1.3170     25    12.600     7.254   0.0718745     0.233
     1.3170     26    13.684     7.313   0.0781232     0.233
     1.3170     27    14.300     7.279   0.0781232     0.233
     1.3170     28    14.880     7.326   0.0781232     0.233
     1.3170     29    15.700     7.416   0.0781232     0.233
     1.3170     30    16.340     7.338   0.0000000     0.000
     1.3170     31    17.214     7.631   0.0000000     0.000
     1.3170     32    19.171     8.539   0.0731843     0.233
     1.3170     33    21.632     8.571   0.0731843     0.233
     1.3170     34    23.641     9.620   0.0731843     0.233
     1.3170     35    24.687    10.176   0.0825626     0.233
     1.3170     36    29.765    12.005   0.0825626     0.233
     1.3530      1  -169.510     8.690   0.0000000     0.000
     1.3530      2  -167.568     8.937   0.0000000     0.000
     1.3530      3  -165.626     8.575   0.0647039     0.268
     1.3530      4  -161.741     8.420   0.0647039     0.268
     1.3530      5  -159.799     8.536   0.0646070     0.268
     1.3530      6  -155.209     8.353   0.0646070     0.268
     1.3530      7  -149.207     8.655   0.0646070     0.268
     1.3530      8  -138.436     8.415   0.0646070     0.268
     1.3530      9  -137.201     8.437   0.0646070     0.268
     1.3530     10  -134.552     8.293   0.0764103     0.268
     1.3530     11  -128.726     8.340   0.0764103     0.268
     1.3530     12  -127.197     8.194   0.0764103     0.268
     1.3530     13  -123.195     7.949   0.0764103     0.268
     1.3530     14  -107.363     8.140   0.0809574     0.268
     1.3530     15   -97.183     8.085   0.0734465     0.268
     1.3530     16   -95.711     8.078   0.0734465     0.268
     1.3530     17   -83.176     8.043   0.0734465     0.268
     1.3530     18   -70.464     8.222   0.0734465     0.268
     1.3530     19   -69.170     8.110   0.0734465     0.268
     1.3530     20   -49.101     8.354   0.1026388     0.268
     1.3530     21   -47.160     8.250   0.0739034     0.268
     1.3530     22   -41.157     8.213   0.0718745     0.268
     1.3530     23   -39.156     8.326   0.0718745     0.268
     1.3530     24   -33.153     8.208   0.0718745     0.268
     1.3530     25   -27.738     8.203   0.0718745     0.268
     1.3530     26   -25.796     8.116   0.0781232     0.268
     1.3530     27   -25.150     8.123   0.0781232     0.268
     1.3530     28   -23.149     8.367   0.0781232     0.268
     1.3530     29   -21.912     8.125   0.0781232     0.268
     1.3530     30   -21.148     8.093   0.0000000     0.000
     1.3530     31   -19.970     8.226   0.0000000     0.000
     1.3530     32   -15.145     8.190   0.0731843     0.268
     1.3530     33   -14.144     8.375   0.0731843     0.268
     1.3530     34   -13.144     8.313   0.0731843     0.268
     1.3530     35   -12.202     8.085   0.0825626     0.268
     1.3530     36    -7.142     8.146   0.0825626     0.268
     1.3530     37    -6.376     8.099   0.0825626     0.268
     1.3530     38    -5.141     7.936   0.0825626     0.268
     1.3530     39    -4.433     7.803   0.0729259     0.268
     1.3530     40    -2.491     7.489   0.0714781     0.268
     1.3530     41    -0.427     7.305   0.0714781     0.268
     1.3530     42     0.000     6.901   0.0000000     0.000
     1.3530     43     0.300     6.600   0.0635912     0.581
     1.3530     44     0.473     6.425   0.0635912     0.581
     1.3530     45     1.333     6.132   0.0635912     0.581
     1.3530     46     2.069     6.099   0.0635912     0.581
     1.3530     47     3.200     6.600   0.0000000     0.000
     1.3530     48     4.116     7.034   0.0000000     0.000
     1.3530     49     9.810     6.967   0.0000000     0.000
     1.3530     50    16.410     8.187   0.0000000     0.000
     1.3530     51    16.457     8.322   0.0000000     0.000
     1.3530     52    16.921     8.339   0.0000000     0.000
     1.3530     53    20.515     9.973   0.0000000     0.000
     1.3530     54    22.543    11.518   0.0000000     0.000
     1.3633      1    -0.200     8.320   0.0000000     0.000
     1.3633      2     1.099     8.319   0.1164294     0.519
     1.3633      3     1.099     7.769   0.1164294     0.519
     1.3633      4     4.114     6.628   0.1164294     0.519
     1.3633      5     6.015     6.251   0.1164294     0.519
     1.3633      6     8.739     6.827   0.1164294     0.519
     1.3633      7    14.295     7.626   0.1164294     0.519
     1.3633      8    16.320     7.769   0.1164294     0.519
     1.3633      9    16.320     8.319   0.0646070     0.039
     1.3633     10    22.092     8.319   0.0764103     0.039
     1.3633     11    22.633     8.673   0.0764103     0.039
     1.3633     12    24.635     9.993   0.0764103     0.039
     1.3633     13    24.978    10.105   0.0764103     0.039
     1.3633     14    26.636    11.123   0.0809574     0.039
     1.3633     15    27.061    11.288   0.0734465     0.039
     1.3633     16    29.144    11.794   0.0734465     0.039
     1.3640      1    -0.200     8.320   0.0000000     0.000
     1.3640      2     1.099     8.319   0.0609484     0.509
     1.3640      3     1.099     7.769   0.0691138     0.509
     1.3640      4     4.114     6.628   0.0691138     0.509
     1.3640      5     6.015     6.251   0.0691138     0.509
     1.3640      6     8.739     6.827   0.0691138     0.509
     1.3640      7    14.295     7.626   0.0691138     0.509
     1.3640      8    16.320     7.769   0.0960836     0.509
     1.3640      9    16.320     8.319   0.0646070     0.058
     1.3640     10    22.092     8.319   0.0764103     0.058
     1.3640     11    22.633     8.673   0.0764103     0.058
     1.3640     12    24.635     9.993   0.0764103     0.058
     1.3640     13    24.978    10.105   0.0764103     0.058
     1.3640     14    26.636    11.123   0.0809574     0.058
     1.3640     15    27.061    11.288   0.0734465     0.058
     1.3640     16    29.144    11.794   0.0734465     0.058
     1.3690      1    -0.200     8.370   0.0000000     0.000
     1.3690      2     0.000     8.266   0.0609484     0.181
     1.3690      3     1.099     7.819   0.0690524     0.515
     1.3690      4     4.114     6.678   0.0690524     0.515
     1.3690      5     6.015     6.301   0.0690524     0.515
     1.3690      6     8.739     6.877   0.0690524     0.515
     1.3690      7    14.295     7.676   0.0690524     0.515
     1.3690      8    16.320     7.819   0.0960836     0.163
     1.3690      9    20.073     8.276   0.0646070     0.163
     1.3690     10    20.632     8.218   0.0764103     0.163
     1.3690     11    22.092     8.369   0.0764103     0.163
     1.3690     12    22.633     8.723   0.0764103     0.163
     1.3690     13    24.635    10.043   0.0764103     0.163
     1.3690     14    24.978    10.155   0.0809574     0.163
     1.3690     15    26.636    11.173   0.0734465     0.163
     1.3690     16    27.061    11.338   0.0734465     0.163
     1.3690     17    29.144    11.844   0.0734465     0.163
     1.4580      1  -205.755     8.535   0.0000000     0.000
     1.4580      2  -177.434     8.211   0.0609484     0.274
     1.4580      3  -176.200     8.167   0.0690524     0.274
     1.4580      4  -164.218     8.467   0.0690524     0.274
     1.4580      5  -152.890     8.186   0.0690524     0.274
     1.4580      6  -144.140     8.238   0.0690524     0.274
     1.4580      7  -139.674     8.588   0.0690524     0.274
     1.4580      8  -135.898     8.394   0.0960836     0.274
     1.4580      9  -134.121     8.355   0.0646070     0.274
     1.4580     10  -120.095     8.061   0.0764103     0.274
     1.4580     11  -115.130     8.372   0.0764103     0.274
     1.4580     12  -109.466     8.182   0.0764103     0.274
     1.4580     13  -100.026     8.399   0.0764103     0.274
     1.4580     14   -98.138     8.232   0.0809574     0.274
     1.4580     15   -86.810     8.072   0.0734465     0.274
     1.4580     16   -84.922     8.279   0.0734465     0.274
     1.4580     17   -82.023     8.318   0.0734465     0.274
     1.4580     18   -79.258     8.026   0.0734465     0.274
     1.4580     19   -71.705     8.276   0.0734465     0.274
     1.4580     20   -67.929     8.115   0.1026388     0.274
     1.4580     21   -66.825     8.215   0.0739034     0.274
     1.4580     22   -55.975     8.187   0.0718745     0.274
     1.4580     23   -49.049     8.563   0.0718745     0.274
     1.4580     24   -47.960     8.409   0.0718745     0.274
     1.4580     25   -45.956     8.196   0.0718745     0.274
     1.4580     26   -35.937     8.192   0.0781232     0.274
     1.4580     27   -35.833     8.198   0.0781232     0.274
     1.4580     28   -33.933     8.260   0.0781232     0.274
     1.4580     29   -30.170     8.120   0.0781232     0.274
     1.4580     30   -24.506     8.169   0.0000000     0.000
     1.4580     31   -17.903     7.960   0.0000000     0.000
     1.4580     32   -15.900     7.997   0.0731843     0.274
     1.4580     33   -13.896     7.925   0.0731843     0.274
     1.4580     34   -11.892     8.059   0.0731843     0.274
     1.4580     35    -9.402     8.073   0.0825626     0.274
     1.4580     36    -7.885     8.244   0.0825626     0.274
     1.4580     37    -7.514     8.254   0.0825626     0.274
     1.4580     38    -5.881     8.005   0.0825626     0.274
     1.4580     39    -5.625     7.885   0.0729259     0.274
     1.4580     40    -3.737     7.784   0.0714781     0.274
     1.4580     41    -1.443     7.446   0.0714781     0.274
     1.4580     42     0.000     7.132   0.0000000     0.000
     1.4580     43     9.297     6.988   0.0860045     0.330
     1.4580     44    10.350     6.200   0.0860045     0.330
     1.4580     45    10.725     5.954   0.0860045     0.330
     1.4580     46    11.348     5.852   0.0860045     0.330
     1.4580     47    12.124     6.013   0.0860045     0.330
     1.4580     48    12.300     6.200   0.0860045     0.330
     1.4580     49    13.035     7.069   0.0000000     0.000
     1.4580     50    15.993     8.289   0.0000000     0.000
     1.4580     51    16.143     8.349   0.0000000     0.000
     1.4580     52    16.775     8.458   0.0000000     0.000
     1.4580     53    18.224     8.512   0.0000000     0.000
     1.4580     54    19.695     9.097   0.0000000     0.000
     1.4580     55    20.305     9.421   0.0000000     0.000
     1.4580     56    22.614    11.107   0.0000000     0.000
     1.4580     57    24.466    11.981   0.0000000     0.000
     1.4580     58    26.547    12.524   0.0000000     0.000
     1.5070      1  -207.937     8.665   0.0000000     0.000
     1.5070      2  -185.030     8.687   0.0609484     0.631
     1.5070      3  -144.387     8.342   0.0690524     0.631
     1.5070      4  -115.365     8.451   0.0690524     0.631
     1.5070      5  -103.743     8.370   0.0690524     0.631
     1.5070      6   -90.195     8.388   0.0690524     0.631
     1.5070      7   -74.222     8.285   0.0690524     0.631
     1.5070      8   -63.936     8.124   0.0960836     0.631
     1.5070      9   -33.078     8.124   0.0646070     0.631
     1.5070     10   -22.456     7.929   0.0764103     0.631
     1.5070     11   -16.310     7.433   0.0764103     0.631
     1.5070     12    -8.790     7.300   0.0764103     0.631
     1.5070     13    -8.300     7.000   0.0853099     2.295
     1.5070     14    -7.670     6.598   0.0853099     2.295
     1.5070     15    -6.340     6.425   0.0853099     2.295
     1.5070     16    -5.010     6.281   0.0853099     2.295
     1.5070     17    -4.630     6.517   0.0853099     2.295
     1.5070     18    -3.700     7.000   0.0734465     0.250
     1.5070     19    -3.330     7.235   0.0734465     0.250
     1.5070     20     0.000     8.366   0.1026388     0.250
     1.5070     21     2.120     8.570   0.0739034     0.250
     1.5070     22     3.350     9.118   0.0718745     0.250
     1.5070     23     4.644    10.644   0.0718745     0.250
     1.5070     24     8.070    11.587   0.0718745     0.250
     1.5070     25    18.355    11.766   0.0718745     0.250
     1.6090      1   -92.189     8.646   0.0000000     0.000
     1.6090      2   -80.188     8.335   0.0609484     0.476
     1.6090      3   -77.452     8.415   0.0690524     0.476
     1.6090      4   -73.412     8.207   0.0690524     0.476
     1.6090      5   -71.391     8.362   0.0690524     0.476
     1.6090      6   -69.371     8.257   0.0690524     0.476
     1.6090      7   -58.187     8.339   0.0690524     0.476
     1.6090      8   -57.243     8.457   0.0960836     0.476
     1.6090      9   -52.186     8.429   0.0646070     0.476
     1.6090     10   -51.120     8.439   0.0764103     0.476
     1.6090     11   -49.079     8.530   0.0764103     0.476
     1.6090     12   -48.185     8.486   0.0764103     0.476
     1.6090     13   -47.039     8.486   0.0853099     0.476
     1.6090     14   -42.957     8.438   0.0853099     0.476
     1.6090     15   -42.184     8.349   0.0853099     0.476
     1.6090     16   -38.875     8.344   0.0853099     0.476
     1.6090     17   -36.183     8.506   0.0853099     0.476
     1.6090     18   -34.183     8.462   0.0734465     0.476
     1.6090     19   -32.752     8.551   0.0734465     0.476
     1.6090     20   -26.181     8.446   0.1026388     0.476
