200411100100,0.0004,1
200411100200,0.0026,1
200411100300,0.0004,1
200411100400,0.0013,1
200411100500,0.0083,1
200411100600,0.0048,1
200411100700,0.0013,1
200411100800,0.0013,1
200411100900,0.0026,1
200411101000,0.0048,1
200411101100,0.01,1
200411101200,0.0174,1
200411101300,0.0017,1
200411101400,0,1
200411101500,0,1
200411101600,0,1
200411101700,0,1
200411101800,0,1
200411101900,0,1
200411102000,0,1
200411102100,0,1
200411102200,0.0004,1
200411102300,0.0765,1
200411110000,0.103,1
200411110100,0.0587,1
200411110200,0.0774,1
200411110300,0.3091,1
200411110400,1.0078,1
200411110500,1.5322,1
200411110600,1.3239,1
200411110700,0.587,1
200411110800,0.1974,1
200411110900,0.0504,1
200411111000,0.0048,1
200411111100,0,1
200411111200,0,1
200411111300,0.0017,1
200411111400,0.003,1
200411111500,0.0057,1
200411111600,0.0091,1
200411111700,0.0096,1
200411111800,0.0091,1
200411111900,0.0057,1
200411112000,0.0091,1
200411112100,0.0104,1
200411112200,0.0087,1
200411112300,0.0126,1
200411120000,0.0013,1
