200411080100,0.0353
200411080200,0.0224
200411080300,0.0124
200411080400,0.0041
200411080500,0
200411080600,0
200411080700,0
200411080800,0
200411080900,0
200411081000,0
200411081100,0
200411081200,0.0082
200411081300,0
200411081400,0
200411081500,0.0124
200411081600,0.0241
200411081700,0.0059
200411081800,0
200411081900,0
200411082000,0.0041
200411082100,0.0059
200411082200,0.0012
200411082300,0
200411090000,0.0076
200411090100,0.0129
200411090200,0.0276
200411090300,0.0576
200411090400,0.17
200411090500,0.2747
200411090600,0.41
200411090700,0.6735
200411090800,0.5912
200411090900,0.4118
200411091000,0.5429
200411091100,0.9153
200411091200,0.8706
200411091300,0.6118
200411091400,0.6418
200411091500,0.36
200411091600,0.1688
200411091700,0.2359
200411091800,0.2559
200411091900,0.1853
200411092000,0.2241
200411092100,0.4276
200411092200,0.6906
200411092300,0.5982
200411100000,0.7594
