200411080100,0.038
200411080200,0.026
200411080300,0.016
200411080400,0.004
200411080500,0
200411080600,0
200411080700,0
200411080800,0
200411080900,0
200411081000,0
200411081100,0
200411081200,0.008
200411081300,0
200411081400,0
200411081500,0.021
200411081600,0.041
200411081700,0.01
200411081800,0
200411081900,0
200411082000,0.006
200411082100,0.005
200411082200,0.002
200411082300,0
200411090000,0.01
200411090100,0.015
200411090200,0.034
200411090300,0.067
200411090400,0.204
200411090500,0.296
200411090600,0.457
200411090700,0.705
200411090800,0.58
200411090900,0.43
200411091000,0.57
200411091100,0.99
200411091200,0.927
200411091300,0.633
200411091400,0.644
200411091500,0.333
200411091600,0.177
200411091700,0.249
200411091800,0.26
200411091900,0.21
200411092000,0.257
200411092100,0.473
200411092200,0.701
200411092300,0.632
200411100000,0.837
