200411080100,0.0423
200411080200,0.0141
200411080300,0.0027
200411080400,0.0055
200411080500,0.005
200411080600,0.0173
200411080700,0.0168
200411080800,0.0009
200411080900,0
200411081000,0.0059
200411081100,0
200411081200,0.0009
200411081300,0.0023
200411081400,0.0141
200411081500,0.0391
200411081600,0.0627
200411081700,0.0332
200411081800,0.0491
200411081900,0.0777
200411082000,0.015
200411082100,0.0232
200411082200,0.0532
200411082300,0.0177
200411090000,0.0414
200411090100,0.1127
200411090200,0.2641
200411090300,0.3555
200411090400,0.5095
200411090500,0.6791
200411090600,1.04
200411090700,0.9877
200411090800,0.9577
200411090900,0.9327
200411091000,0.8395
200411091100,0.4445
200411091200,0.4459
200411091300,0.5923
200411091400,0.6768
200411091500,0.5818
200411091600,0.6986
200411091700,0.5359
200411091800,0.3955
200411091900,0.2782
200411092000,0.3355
200411092100,0.4441
200411092200,0.9882
200411092300,1.1905
200411100000,0.46
