200411100100,0.0035,1
200411100200,0.004,1
200411100300,0,1
200411100400,0,1
200411100500,0.0115,1
200411100600,0.0055,1
200411100700,0.0015,1
200411100800,0,1
200411100900,0.002,1
200411101000,0.006,1
200411101100,0.014,1
200411101200,0.014,1
200411101300,0,1
200411101400,0,1
200411101500,0,1
200411101600,0,1
200411101700,0,1
200411101800,0,1
200411101900,0,1
200411102000,0,1
200411102100,0,1
200411102200,0,1
200411102300,0.03,1
200411110000,0.0335,1
200411110100,0.014,1
200411110200,0.0135,1
200411110300,0.126,1
200411110400,0.6475,1
200411110500,1.0045,1
200411110600,0.774,1
200411110700,0.23,1
200411110800,0.0415,1
200411110900,0.0055,1
200411111000,0,1
200411111100,0,1
200411111200,0,1
200411111300,0,1
200411111400,0.0005,1
200411111500,0.001,1
200411111600,0.002,1
200411111700,0.002,1
200411111800,0.0015,1
200411111900,0.002,1
200411112000,0.0055,1
200411112100,0.009,1
200411112200,0.004,1
200411112300,0.005,1
200411120000,0.003,1
