       Stat Kenn   Abfluss     Sohle     h_WSP       hen      h_BV    Boe_li    Boe_re     v_m  tau_fl      Q_li      Q_fl      Q_re lamb_li lamb_fl lamb_re      f_li      f_fl      f_re     br_li     br_fl     br_re    WehrOK  BrueckOK  BrueckUK   BrueckB    RohrDN   AlphaIW   AlphaEW    I_Reib
         km    -     m^3/s       mNN       mNN       mNN       mNN       mNN       mNN     m/s   N/m^2     m^3/s     m^3/s     m^3/s       -       -       -       m^2       m^2         m         m         m         m       mNN       mNN       mNN         m         m         -         -         -
    44.4000    n   201.000   361.518   366.266   366.295   364.732   364.732   365.027   0.709    3.65    11.166   184.582     5.252  0.0721  0.0483  0.0895    29.168   237.454    17.011    21.298    59.354    15.631  -999.999  -999.999  -999.999  -999.999  -999.999   1.05120   1.13153   0.00010
    44.4050    n   201.000   361.563   366.361   366.388   364.412   364.412   365.069   0.683    3.67    15.092   178.181     7.727  0.0682  0.0499  0.0824    35.776   232.304    26.023    22.686    57.497    28.058  -999.999  -999.999  -999.999  -999.999  -999.999   1.06242   1.16203   0.00010
    44.4250    n   201.000   361.601   366.413   366.441   364.356   364.356   364.950   0.661    3.64    20.217   173.552     7.232  0.0889  0.0490  0.0751    56.814   225.091    22.097    39.340    56.231    21.426  -999.999  -999.999  -999.999  -999.999  -999.999   1.09174   1.23531   0.00010
    44.5000    n   201.000   361.792   366.302   366.325   364.652   364.652   365.554   0.574    3.41    16.972   136.928    47.100  0.0797  0.0486  0.0441    51.710   182.894   115.613    47.084    49.133   123.355  -999.999  -999.999  -999.999  -999.999  -999.999   1.14203   1.38885   0.00010
    44.6000    n   201.000   360.740   366.354   366.378   363.881   363.881   365.030   0.627    3.50    19.996   173.865     7.139  0.0795  0.0541  0.0758    57.930   241.848    20.939    47.577    61.171    18.405  -999.999  -999.999  -999.999  -999.999  -999.999   1.07194   1.19119   0.00010
    44.7000    n   201.000   359.728   366.108   366.143   363.780   363.780   364.733   0.734    4.42    13.497   182.155     5.349  0.0840  0.0479  0.0831    44.432   212.076    17.202    44.634    41.560    16.605  -999.999  -999.999  -999.999  -999.999  -999.999   1.10632   1.27059   0.00010
    44.8000    n   201.000   359.599   365.948   365.981   364.929   365.020   364.929   0.735    4.16     8.905   190.103     1.992  0.0785  0.0495  0.0910    33.616   231.836     8.024    47.957    50.382    11.117  -999.999  -999.999  -999.999  -999.999  -999.999   1.07631   1.18757   0.00010
    44.9000    n   201.000   359.986   365.888   365.918   363.962   363.962   364.515   0.698    4.00    16.018   182.287     2.695  0.0605  0.0508  0.0774    48.450   229.875     9.596    57.184    51.411    12.176  -999.999  -999.999  -999.999  -999.999  -999.999   1.07852   1.20041   0.00010
    45.0000    n   201.000   359.854   366.190   366.217   363.610   363.610   364.650   0.628    4.09    33.326   148.382    19.292  0.0566  0.0511  0.0637    86.201   185.330    48.324    79.672    38.480    37.155  -999.999  -999.999  -999.999  -999.999  -999.999   1.12423   1.34837   0.00010
    45.1000    n   201.000   360.251   366.035   366.061   364.006   364.006   364.899   0.626    3.80    20.593   161.018    19.389  0.0690  0.0516  0.0638    60.359   209.845    50.735    58.589    49.724    42.554  -999.999  -999.999  -999.999  -999.999  -999.999   1.10828   1.29478   0.00010
    45.2000    n   201.000   358.997   365.584   365.612   362.412   362.412   364.608   0.669    3.85    15.599   180.018     5.383  0.0713  0.0513  0.0830    49.001   232.205    19.428    53.260    53.211    23.824  -999.999  -999.999  -999.999  -999.999  -999.999   1.09543   1.24389   0.00010
    45.3000    n   201.000   358.516   365.287   365.321   363.175   363.175   365.045   0.729    4.06     8.181   192.752     0.066  0.1031  0.0479  0.1000    41.065   234.037     0.683    78.153    51.583     5.662  -999.999  -999.999  -999.999  -999.999  -999.999   1.09718   1.23156   0.00010
    45.4000    n   201.000   358.504   364.236   364.271   362.081   364.898   362.081   0.800    3.88     0.000   196.985     4.015  0.0000  0.0453  0.0785     0.000   237.720    13.493     0.000    55.047    14.931  -999.999  -999.999  -999.999  -999.999  -999.999   1.02319   1.05524   0.00010
    45.5000    n   201.000   356.958   362.160   362.198   363.750   364.964   363.750   0.863    3.95     0.000   201.000     0.000  0.0000  0.0425  0.0000     0.000   233.032     0.000     0.000    54.759     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.6000    n   201.000   357.376   363.668   363.706   363.476   364.480   363.476   0.867    4.20     0.000   200.971     0.029  0.0000  0.0446  0.1056     0.000   231.473     0.342     0.000    50.982     3.594  -999.999  -999.999  -999.999  -999.999  -999.999   1.00120   1.00253   0.00010
    45.7000    n   201.000   358.597   363.822   363.852   363.488   363.488   363.553   0.753    3.43     0.279   200.408     0.313  0.1213  0.0467  0.1009     1.976   261.567     3.274     6.338    72.975    27.773  -999.999  -999.999  -999.999  -999.999  -999.999   1.01456   1.03149   0.00010
    45.8000    n   201.000   358.910   364.240   364.271   362.508   362.508   363.358   0.722    3.74     8.842   190.354     1.804  0.0851  0.0474  0.0885    29.877   239.418     9.115    31.166    59.133    20.604  -999.999  -999.999  -999.999  -999.999  -999.999   1.06534   1.16041   0.00010
    45.9000    n   201.000   359.301   364.007   364.030   362.010   362.010   363.252   0.653    3.14    65.141   135.236     0.623  0.0498  0.0514  0.0916   111.520   193.339     3.076    50.721    56.831     6.352  -999.999  -999.999  -999.999  -999.999  -999.999   1.02868   1.07373   0.00010
    46.0000    n   201.000   359.857   363.711   363.734   361.418   361.418   362.276   0.640    2.88    62.047   133.741     5.212  0.0463  0.0504  0.0722    99.872   197.765    16.349    42.582    63.290    17.633  -999.999  -999.999  -999.999  -999.999  -999.999   1.03627   1.09373   0.00010
    46.0160    n   201.000   359.723   363.525   363.549   361.314   361.314   362.384   0.643    2.76    58.454   139.893     2.653  0.0473  0.0466  0.0899    97.589   203.395    11.657    44.003    68.710    19.590  -999.999  -999.999  -999.999  -999.999  -999.999   1.03842   1.09616   0.00010
    46.1000    n   201.000   358.505   363.567   363.591   361.184   361.184   362.186   0.649    3.26    67.553   125.074     8.373  0.0468  0.0528  0.0781   104.968   177.900    26.894    41.198    48.824    27.753  -999.999  -999.999  -999.999  -999.999  -999.999   1.04695   1.12165   0.00010
    46.2000    n   201.000   358.194   363.033   363.059   362.059   362.059   362.080   0.670    3.51    44.719   153.322     2.959  0.0533  0.0470  0.0953    88.478   198.336    13.257    50.608    52.394    21.843  -999.999  -999.999  -999.999  -999.999  -999.999   1.06669   1.17428   0.00010
    46.3000    n   201.000   359.020   363.040   363.063   360.921   362.163   360.921   0.651    2.85    92.893   104.087     4.019  0.0456  0.0504  0.0697   142.092   154.714    12.162    56.685    49.835    12.178  -999.999  -999.999  -999.999  -999.999  -999.999   1.03164   1.08135   0.00010
    46.4000    n   201.000   359.094   363.148   363.171   361.385   362.240   361.385   0.651    2.85    88.943   109.797     2.261  0.0471  0.0496  0.0661   139.065   161.837     7.850    56.199    52.311    11.066  -999.999  -999.999  -999.999  -999.999  -999.999   1.02921   1.07485   0.00010
    46.5000    n   201.000   359.172   363.435   363.460   361.417   362.583   361.417   0.674    3.15    82.892   115.295     2.814  0.0463  0.0490  0.0609   129.478   160.849     7.922    52.852    46.649     7.836  -999.999  -999.999  -999.999  -999.999  -999.999   1.03116   1.08023   0.00010
    46.6000    n   201.000   359.309   363.897   363.923   362.296   363.097   362.296   0.675    3.29    51.764   135.112    14.124  0.0464  0.0462  0.0591    88.798   178.907    30.012    43.438    50.058    17.467  -999.999  -999.999  -999.999  -999.999  -999.999   1.04383   1.11635   0.00010
    46.7000    n   201.000   361.199   365.152   365.175   362.782   362.908   362.782   0.640    3.08    37.852   108.262    54.886  0.0584  0.0498  0.0491    73.813   153.829    86.181    36.981    44.046    33.588  -999.999  -999.999  -999.999  -999.999  -999.999   1.03000   1.08320   0.00010
    46.8000    n   201.000   362.984   366.192   366.213   363.328   363.652   363.328   0.629    2.77    48.849   119.323    32.827  0.0543  0.0499  0.0501    84.423   179.223    55.663    35.921    58.083    24.710  -999.999  -999.999  -999.999  -999.999  -999.999   1.01504   1.03984   0.00010
    46.9000    n   201.000   362.748   366.226   366.247   363.703   363.886   363.703   0.626    2.90    53.847   113.615    33.538  0.0565  0.0508  0.0482    98.350   167.983    54.689    45.219    51.717    23.179  -999.999  -999.999  -999.999  -999.999  -999.999   1.01986   1.05452   0.00010
    47.0000    n   201.000   362.535   366.120   366.141   363.410   363.936   363.410   0.627    2.92    32.023   117.137    51.840  0.0597  0.0497  0.0513    65.208   170.983    84.510    35.202    52.373    33.944  -999.999  -999.999  -999.999  -999.999  -999.999   1.02611   1.07196   0.00010
    47.1000    n   201.000   362.399   366.033   366.053   363.730   364.023   363.730   0.604    2.93    34.815   127.650    38.535  0.0573  0.0479  0.0578    75.196   182.681    74.878    47.990    56.638    38.072  -999.999  -999.999  -999.999  -999.999  -999.999   1.04134   1.11758   0.00010
    47.2000    n   201.000   362.532   366.069   366.089   363.336   364.211   363.336   0.599    2.91    24.394   127.874    48.732  0.0661  0.0493  0.0571    59.085   186.018    90.715    41.011    57.686    42.927  -999.999  -999.999  -999.999  -999.999  -999.999   1.04177   1.11762   0.00010
    47.3000    n   201.000   362.510   366.352   366.375   363.741   364.359   363.741   0.639    3.10    14.007   129.462    57.532  0.0664  0.0472  0.0554    34.868   178.685   101.099    25.386    51.536    43.723  -999.999  -999.999  -999.999  -999.999  -999.999   1.03885   1.10786   0.00010
    41.7200    n   221.000   362.033   367.432   367.462   364.363   365.007   364.363   0.603    3.88    35.457   159.055    26.489  0.1455  0.0443  0.0667   109.764   189.914    66.847    56.692    41.788    49.914  -999.999  -999.999  -999.999  -999.999  -999.999   1.20474   1.57677   0.00010
    41.7400    n   221.000   362.033   367.665   367.694   364.574   365.126   364.574   0.626    4.00    32.714   156.789    31.497  0.1210  0.0455  0.0664    90.712   186.866    75.298    45.226    39.465    50.637  -999.999  -999.999  -999.999  -999.999  -999.999   1.16777   1.47132   0.00010
    41.7450    n   221.000   362.033   367.728   367.756   365.191   365.191   365.296   0.622    3.98    36.592   154.015    30.393  0.1022  0.0473  0.0622    96.546   187.771    71.102    50.994    40.490    48.904  -999.999  -999.999  -999.999  -999.999  -999.999   1.14856   1.41637   0.00010
    41.8000    n   221.000   362.035   367.801   367.829   364.709   365.384   364.709   0.534    3.96    50.189   147.436    23.375  0.0889  0.0452  0.0647   177.816   176.071    59.793   196.916    37.209    47.253  -999.999  -999.999  -999.999  -999.999  -999.999   1.30856   1.91909   0.00010
    41.9000    n   221.000   361.044   367.422   367.449   364.463   364.463   364.732   0.542    4.14    44.335   152.847    23.818  0.0660  0.0491  0.0615   160.611   186.237    60.697   250.619    36.850    50.001  -999.999  -999.999  -999.999  -999.999  -999.999   1.27723   1.81581   0.00010
    42.0000    n   221.000   360.049   367.257   367.294   363.856   363.856   364.906   0.661    4.60    22.059   185.991    12.950  0.0747  0.0442  0.0812    92.397   203.910    38.023   170.003    35.717    31.495  -999.999  -999.999  -999.999  -999.999  -999.999   1.25541   1.69159   0.00010
    42.0350    n   221.000   359.952   366.304   366.345   362.451   362.451   365.193   0.811    4.43    12.166   206.493     2.341  0.0538  0.0428  0.1090    33.171   226.833    12.435    35.292    43.324    25.183  -999.999  -999.999  -999.999  -999.999  -999.999   1.08782   1.20841   0.00010
    42.1000    n   221.000   360.558   367.179   367.210   363.307   363.307   365.565   0.585    4.26    31.429   168.687    21.626  0.1196  0.0477  0.0687   123.005   199.572    55.147   130.918    39.039    40.538  -999.999  -999.999  -999.999  -999.999  -999.999   1.26972   1.75715   0.00010
    42.2000    n   221.000   360.444   366.936   366.970   363.506   363.506   365.656   0.635    4.27    21.910   198.268     1.258  0.1428  0.0474  0.0674   109.060   233.543     5.386   153.712    46.864    11.369  -999.999  -999.999  -999.999  -999.999  -999.999   1.25040   1.64463   0.00010
    42.3000    n   221.000   359.807   366.273   366.312   363.758   366.310   363.758   0.827    4.40     0.000   205.495    15.505  0.0000  0.0446  0.0550     0.000   231.430    35.719     0.000    46.905    26.821  -999.999  -999.999  -999.999  -999.999  -999.999   1.03951   1.09886   0.00010
    42.4000    n   221.000   361.276   367.240   367.266   363.241   366.743   363.241   0.534    3.83    17.128   154.313    49.587  0.2088  0.0488  0.0630   103.408   194.749   115.734   142.939    44.469    78.115  -999.999  -999.999  -999.999  -999.999  -999.999   1.27361   1.77221   0.00010
    42.5000    n   221.000   361.107   366.617   366.632   365.060   365.772   365.060   0.386    3.49    81.279   100.114    39.676  0.0957  0.0536  0.0998   292.536   138.676   141.583   311.106    35.097   141.664  -999.999  -999.999  -999.999  -999.999  -999.999   1.29657   2.01180   0.00010
    42.6000    n   221.000   361.526   366.761   366.772   363.966   363.966   365.648   0.388    2.90    59.722    85.022    76.257  0.0888  0.0611  0.0816   198.550   138.019   232.723   193.466    41.026   208.353  -999.999  -999.999  -999.999  -999.999  -999.999   1.13854   1.45981   0.00010
    42.7000    n   221.000   361.677   367.022   367.033   361.677   361.677   366.048   0.377    2.67    35.845    70.329   115.109  0.1882  0.0518  0.0789   145.902   109.481   331.588   101.235    32.973   273.707  -999.999  -999.999  -999.999  -999.999  -999.999   1.19033   1.62526   0.00010
    42.8000    n   221.000   361.260   366.847   366.864   361.260   361.260   366.298   0.428    2.73    53.051    87.061    80.888  0.0362  0.0560  0.0880   101.150   139.280   275.859    78.561    42.849   285.909  -999.999  -999.999  -999.999  -999.999  -999.999   1.23398   1.80556   0.00010
    42.8950    n   221.000   360.991   366.769   366.794   364.105   364.105   364.661   0.464    3.97    18.144   147.527    55.328  0.1311  0.0480  0.0952    77.444   181.443   217.500    84.020    39.155   276.594  -999.999  -999.999  -999.999  -999.999  -999.999   1.39212   2.27365   0.00010
    42.9000    n   221.000   360.987   366.604   366.633   363.857   363.857   365.149   0.502    4.03    14.484   171.490    35.026  0.1367  0.0467  0.1058    68.081   206.386   165.505    85.877    44.921   273.581  -999.999  -999.999  -999.999  -999.999  -999.999   1.40490   2.23271   0.00010
    43.0000    n   221.000   360.667   366.612   366.638   363.886   366.059   363.886   0.479    3.99    45.122   148.084    27.795  0.0899  0.0466  0.1004   154.330   178.999   127.691   157.748    39.121   210.073  -999.999  -999.999  -999.999  -999.999  -999.999   1.36470   2.17669   0.00010
    43.1000    n   221.000   360.163   366.513   366.540   362.722   365.927   362.722   0.534    3.86    21.323   176.325    23.353  0.1053  0.0485  0.0937    93.581   221.048    98.916   134.371    50.418   147.721  -999.999  -999.999  -999.999  -999.999  -999.999   1.30333   1.87395   0.00010
    43.2000    n   221.000   360.092   366.582   366.612   365.676   365.908   365.676   0.588    4.01    13.238   192.007    15.756  0.1114  0.0480  0.1105    71.659   234.848    69.479   147.888    53.521    95.801  -999.999  -999.999  -999.999  -999.999  -999.999   1.25931   1.70726   0.00010
    43.3000    n   221.000   360.315   366.846   366.874   364.794   364.794   366.061   0.591    4.17    20.115   169.442    31.445  0.0476  0.0491  0.0894    66.518   205.633   101.768   123.092    43.394    93.423  -999.999  -999.999  -999.999  -999.999  -999.999   1.20441   1.58670   0.00010
    43.4000    n   221.000   360.139   367.152   367.180   362.644   362.644   365.648   0.487    4.26    21.778   172.689    27.994  0.0628  0.0520  0.3861    75.072   213.343   164.953   127.376    41.465   116.327  -999.999  -999.999  -999.999  -999.999  -999.999   1.43535   2.30637   0.00010
    43.5000    n   221.000   359.987   366.716   366.744   364.756   364.920   364.756   0.567    4.26    12.096   165.923    43.356  0.1200  0.0494  0.0985    43.015   199.655   147.031    37.362    40.435   134.702  -999.999  -999.999  -999.999  -999.999  -999.999   1.25023   1.73192   0.00010
    43.6000    n   221.000   360.316   366.216   366.234   363.932   365.526   363.932   0.400    3.54    62.785   137.535    20.743  0.1052  0.0550  0.1102   263.556   191.514    97.354   346.671    47.231   152.419  -999.999  -999.999  -999.999  -999.999  -999.999   1.37600   2.23148   0.00010
    43.7000    n   221.000   360.127   366.600   366.629   362.827   365.096   362.827   0.529    4.36    11.860   152.981    56.159  0.0883  0.0480  0.0978    42.492   179.400   196.219    48.380    33.307   191.558  -999.999  -999.999  -999.999  -999.999  -999.999   1.33416   2.02930   0.00010
    43.8000    n   221.000   359.853   366.452   366.481   364.904   365.014   364.904   0.560    3.92    31.463   167.948    21.785  0.0873  0.0450  0.1338    91.138   201.243   102.356    68.571    45.210   134.828  -999.999  -999.999  -999.999  -999.999  -999.999   1.27530   1.79968   0.00010
    43.9000    n   221.000   359.755   366.632   366.652   364.232   365.606   364.232   0.488    3.46    64.805   128.642    27.780  0.0964  0.0513  0.1105   192.187   175.025    85.990   137.436    43.817    59.528  -999.999  -999.999  -999.999  -999.999  -999.999   1.21240   1.62628   0.00010
    43.9820    n   221.000   359.869   366.737   366.759   362.171   366.234   362.171   0.506    3.75    68.566   135.814    16.621  0.0844  0.0525  0.1055   207.819   179.749    49.437   177.234    40.401    31.504  -999.999  -999.999  -999.999  -999.999  -999.999   1.22165   1.66344   0.00010
    44.0000    n   221.000   359.921   366.759   366.788   362.707   365.569   362.707   0.387    4.27    46.681   161.747    12.699  0.7310  0.0477  0.1327   336.539   191.180    42.899   188.261    37.214    27.992  -999.999  -999.999  -999.999  -999.999  -999.999   1.77816   3.76139   0.00010
    44.1000    n   221.000   360.131   366.114   366.148   363.917   365.236   363.917   0.601    4.25    17.235   197.760     6.061  0.2181  0.0453  0.0995   114.513   228.254    24.890   183.897    47.962    32.624  -999.999  -999.999  -999.999  -999.999  -999.999   1.32916   1.88772   0.00010
    44.2000    n   221.000   360.268   366.750   366.777   364.912   364.912   365.283   0.538    4.20    53.310   149.102    18.590  0.0886  0.0482  0.0797   175.425   178.502    57.062   168.059    36.547    52.823  -999.999  -999.999  -999.999  -999.999  -999.999   1.25873   1.80165   0.00010
    44.3000    n   221.000   360.563   366.797   366.824   364.725   364.725   365.575   0.562    4.14    38.561   152.849    29.976  0.0894  0.0478  0.0769   122.541   183.707    86.651   110.743    38.478    73.746  -999.999  -999.999  -999.999  -999.999  -999.999   1.22425   1.67446   0.00010
    44.3900    n   221.000   361.439   365.986   366.016   364.980   364.998   364.980   0.729    3.57     2.385   214.979     3.636  0.1064  0.0467  0.1173    12.147   274.647    16.301    23.168    71.650    21.770  -999.999  -999.999  -999.999  -999.999  -999.999   1.05325   1.12489   0.00010
    44.4000    n   221.000   361.518   366.472   366.502   364.732   364.732   365.027   0.728    3.81    14.104   199.787     7.109  0.0676  0.0476  0.0821    33.579   249.641    20.220    21.670    59.354    15.631  -999.999  -999.999  -999.999  -999.999  -999.999   1.04884   1.12729   0.00010
    44.4050    n   221.000   361.563   366.559   366.588   364.412   364.412   365.069   0.700    3.83    18.341   192.206    10.453  0.0648  0.0492  0.0768    40.310   243.699    31.769    23.075    57.497    29.930  -999.999  -999.999  -999.999  -999.999  -999.999   1.06207   1.16247   0.00010
    44.4250    n   221.000   361.601   366.609   366.638   364.356   364.356   364.950   0.676    3.79    24.326   187.112     9.563  0.0882  0.0483  0.0704    64.596   236.086    26.362    40.263    56.231    22.199  -999.999  -999.999  -999.999  -999.999  -999.999   1.09368   1.24075   0.00010
    44.5000    n   221.000   361.792   366.440   366.464   364.652   364.652   365.554   0.581    3.52    20.711   144.955    55.333  0.0752  0.0481  0.0481    58.249   189.656   132.613    47.934    49.133   123.672  -999.999  -999.999  -999.999  -999.999  -999.999   1.14099   1.39141   0.00010
    44.6000    n   221.000   360.740   366.533   366.558   363.881   363.881   365.030   0.643    3.64    25.115   186.792     9.094  0.0751  0.0533  0.0710    66.543   252.826    24.284    48.404    61.171    18.874  -999.999  -999.999  -999.999  -999.999  -999.999   1.06862   1.18396   0.00010
    44.7000    n   221.000   359.728   366.340   366.376   363.780   363.780   364.733   0.742    4.58    18.811   194.776     7.414  0.0790  0.0474  0.0769    54.992   221.709    21.129    46.491    41.560    17.278  -999.999  -999.999  -999.999  -999.999  -999.999   1.10872   1.28163   0.00010
    44.8000    n   221.000   359.599   366.166   366.199   364.929   365.020   364.929   0.742    4.32    13.547   204.374     3.079  0.0707  0.0488  0.0810    44.675   242.790    10.505    53.847    50.382    11.707  -999.999  -999.999  -999.999  -999.999  -999.999   1.08338   1.20982   0.00010
    44.9000    n   221.000   359.986   366.094   366.125   363.962   363.962   364.515   0.703    4.15    21.549   195.575     3.876  0.0551  0.0502  0.0726    61.745   240.452    12.157    71.919    51.411    12.723  -999.999  -999.999  -999.999  -999.999  -999.999   1.08912   1.22858   0.00010
    45.0000    n   221.000   359.854   366.362   366.390   363.610   363.610   364.650   0.636    4.21    41.033   156.511    23.456  0.0547  0.0506  0.0619   100.513   191.960    54.769    86.131    38.480    37.646  -999.999  -999.999  -999.999  -999.999  -999.999   1.12165   1.34378   0.00010
    45.1000    n   221.000   360.251   366.204   366.230   364.006   364.006   364.899   0.638    3.92    26.053   171.195    23.752  0.0675  0.0510  0.0626    70.280   218.230    57.949    59.076    49.724    42.996  -999.999  -999.999  -999.999  -999.999  -999.999   1.10375   1.28609   0.00010
    45.2000    n   221.000   358.997   365.776   365.805   362.412   362.412   364.608   0.677    4.00    20.828   192.675     7.496  0.0642  0.0506  0.0794    59.869   242.396    24.037    59.926    53.211    24.297  -999.999  -999.999  -999.999  -999.999  -999.999   1.09763   1.25459   0.00010
    45.3000    n   221.000   358.516   365.496   365.530   363.175   363.175   365.045   0.726    4.21    14.093   206.613     0.294  0.0927  0.0473  0.1154    57.657   244.787     2.086    81.071    51.583     7.094  -999.999  -999.999  -999.999  -999.999  -999.999   1.11259   1.27871   0.00010
    45.4000    n   221.000   358.504   364.494   364.530   362.081   364.898   362.081   0.820    4.07     0.000   215.083     5.917  0.0000  0.0447  0.0673     0.000   251.960    17.609     0.000    55.393    17.875  -999.999  -999.999  -999.999  -999.999  -999.999   1.02549   1.06163   0.00010
    45.5000    n   221.000   356.958   362.441   362.482   363.750   364.964   363.750   0.889    4.16     0.000   221.000     0.000  0.0000  0.0420  0.0000     0.000   248.517     0.000     0.000    55.376     0.000  -999.999  -999.999  -999.999  -999.999  -999.999   1.00000   1.00000   0.00010
    45.6000    n   221.000   357.376   363.969   364.010   363.476   364.480   363.476   0.887    4.40     0.000   220.683     0.317  0.0000  0.0441  0.1003     0.000   246.935     2.277     0.000    51.691     9.182  -999.999  -999.999  -999.999  -999.999  -999.999   1.00657   1.01421   0.00010
    45.7000    n   221.000   358.597   364.034   364.066   363.488   363.488   363.553   0.761    3.59     0.602   218.999     1.399  0.1185  0.0459  0.1042     3.363   277.000     9.928     6.784    72.975    38.803  -999.999  -999.999  -999.999  -999.999  -999.999   1.03102   1.06925   0.00010
    45.8000    n   221.000   358.910   364.443   364.475   362.508   362.508   363.358   0.733    3.90    12.269   205.551     3.180  0.0777  0.0467  0.0810    36.220   251.382    13.745    31.534    59.133    25.194  -999.999  -999.999  -999.999  -999.999  -999.999   1.06995   1.17514   0.00010
    45.9000    n   221.000   359.301   364.184   364.208   362.010   362.010   363.252   0.673    3.29    73.343   146.658     0.999  0.0493  0.0506  0.0854   120.526   203.384     4.290    51.176    56.831     7.362  -999.999  -999.999  -999.999  -999.999  -999.999   1.02843   1.07347   0.00010
    46.0000    n   221.000   359.857   363.878   363.903   361.418   361.418   362.276   0.660    3.02    68.755   145.530     6.716  0.0460  0.0496  0.0672   107.008   208.336    19.392    42.866    63.290    18.805  -999.999  -999.999  -999.999  -999.999  -999.999   1.03568   1.09289   0.00010
    46.0160    n   221.000   359.723   363.687   363.711   361.314   361.314   362.384   0.661    2.89    64.897   152.452     3.651  0.0470  0.0458  0.0908   104.704   214.469    15.019    44.291    68.710    21.926  -999.999  -999.999  -999.999  -999.999  -999.999   1.04069   1.10234   0.00010
    46.1000    n   221.000   358.505   363.747   363.773   361.184   361.184   362.186   0.668    3.40    74.965   134.965    11.070  0.0463  0.0521  0.0736   112.402   186.673    31.915    41.544    48.824    28.123  -999.999  -999.999  -999.999  -999.999  -999.999   1.04521   1.11856   0.00010
    46.2000    n   221.000   358.194   363.210   363.238   362.059   362.059   362.080   0.685    3.65    51.799   164.712     4.489  0.0528  0.0464  0.0848    97.481   207.631    17.294    50.887    52.394    23.667  -999.999  -999.999  -999.999  -999.999  -999.999   1.06575   1.17364   0.00010
    46.3000    n   221.000   359.020   363.211   363.236   360.921   362.163   360.921   0.671    2.99   102.507   113.354     5.139  0.0451  0.0496  0.0673   151.913   163.267    14.287    57.744    49.835    12.582  -999.999  -999.999  -999.999  -999.999  -999.999   1.03164   1.08179   0.00010
    46.4000    n   221.000   359.094   363.317   363.342   361.385   362.240   361.385   0.671    2.99    98.355   119.589     3.057  0.0467  0.0488  0.0576   148.615   170.707     9.920    56.455    52.311    15.115  -999.999  -999.999  -999.999  -999.999  -999.999   1.02975   1.07651   0.00010
    46.5000    n   221.000   359.172   363.619   363.645   361.417   362.583   361.417   0.695    3.29    92.399   125.026     3.575  0.0460  0.0483  0.0594   139.214   169.416     9.414    53.164    46.649     8.332  -999.999  -999.999  -999.999  -999.999  -999.999   1.03050   1.07912   0.00010
    46.6000    n   221.000   359.309   364.077   364.104   362.296   363.097   362.296   0.696    3.43    58.475   145.988    16.537  0.0465  0.0455  0.0569    96.628   187.894    33.184    43.783    50.058    17.862  -999.999  -999.999  -999.999  -999.999  -999.999   1.04228   1.11283   0.00010
    46.7000    n   221.000   361.199   365.325   365.349   362.782   362.908   362.782   0.662    3.21    43.418   116.773    60.809  0.0565  0.0492  0.0481    80.242   161.456    92.040    37.276    44.046    34.089  -999.999  -999.999  -999.999  -999.999  -999.999   1.02786   1.07728   0.00010
    46.8000    n   221.000   362.984   366.358   366.380   363.328   363.652   363.328   0.652    2.90    54.595   129.768    36.637  0.0528  0.0492  0.0488    90.410   188.853    59.806    36.299    58.083    25.260  -999.999  -999.999  -999.999  -999.999  -999.999   1.01479   1.03906   0.00010
    46.9000    n   221.000   362.748   366.393   366.415   363.703   363.886   363.703   0.648    3.03    60.792   123.019    37.190  0.0548  0.0500  0.0471   105.914   176.591    58.591    45.680    51.717    23.712  -999.999  -999.999  -999.999  -999.999  -999.999   1.01923   1.05233   0.00010
    47.0000    n   221.000   362.535   366.286   366.309   363.410   363.936   363.410   0.648    3.05    36.853   126.734    57.413  0.0576  0.0490  0.0500    71.087   179.668    90.182    35.705    52.373    34.473  -999.999  -999.999  -999.999  -999.999  -999.999   1.02483   1.06823   0.00010
    47.1000    n   221.000   362.399   366.185   366.207   363.730   364.023   363.730   0.623    3.05    40.133   137.358    43.509  0.0564  0.0473  0.0560    82.517   191.292    80.706    48.320    56.638    38.598  -999.999  -999.999  -999.999  -999.999  -999.999   1.03949   1.11170   0.00010
    47.2000    n   221.000   362.532   366.221   366.242   363.336   364.211   363.336   0.618    3.04    28.750   137.630    54.619  0.0634  0.0487  0.0553    65.371   194.778    97.267    41.975    57.686    43.368  -999.999  -999.999  -999.999  -999.999  -999.999   1.03893   1.10961   0.00010
    47.3000    n   221.000   362.510   366.520   366.545   363.741   364.359   363.741   0.660    3.23    16.860   139.550    64.590  0.0633  0.0466  0.0522    39.191   187.340   108.541    26.092    51.536    45.718  -999.999  -999.999  -999.999  -999.999  -999.999   1.03686   1.10220   0.00010
    41.7200    n   241.000   362.033   367.603   367.633   364.363   365.007   364.363   0.615    4.00    40.840   168.143    32.018  0.1413  0.0439  0.0654   119.422   197.033    75.350    56.692    41.788    49.914  -999.999  -999.999  -999.999  -999.999  -999.999   1.19842   1.55938   0.00010
    41.7400    n   241.000   362.033   367.840   367.870   364.574   365.126   364.574   0.640    4.12    37.751   165.571    37.678  0.1167  0.0452  0.0647    98.625   193.771    84.157    45.226    39.465    50.637  -999.999  -999.999  -999.999  -999.999  -999.999   1.16028   1.45054   0.00010
