200411100100,0.0011,1
200411100200,0.0029,1
200411100300,0.0002,1
200411100400,0.0009,1
200411100500,0.0067,1
200411100600,0.0038,1
200411100700,0.0031,1
200411100800,0.0011,1
200411100900,0.0038,1
200411101000,0.0095,1
200411101100,0.0125,1
200411101200,0.0127,1
200411101300,0.0002,1
200411101400,0,1
200411101500,0,1
200411101600,0,1
200411101700,0,1
200411101800,0,1
200411101900,0,1
200411102000,0,1
200411102100,0,1
200411102200,0.0002,1
200411102300,0.0265,1
200411110000,0.0267,1
200411110100,0.0175,1
200411110200,0.0344,1
200411110300,0.2178,1
200411110400,0.7225,1
200411110500,0.9349,1
200411110600,0.6731,1
200411110700,0.2082,1
200411110800,0.0451,1
200411110900,0.0158,1
200411111000,0.0004,1
200411111100,0,1
200411111200,0,1
200411111300,0.0018,1
200411111400,0.0033,1
200411111500,0.004,1
200411111600,0.0055,1
200411111700,0.0093,1
200411111800,0.0044,1
200411111900,0.0082,1
200411112000,0.0095,1
200411112100,0.014,1
200411112200,0.0067,1
200411112300,0.012,1
200411120000,0.002,1
